Player,TOI/GP,Goals/60,Total Assists/60,IPP,Shots/60,SH%,ixG/60,iCF/60,iSCF/60,iHDCF/60,Hits/60,Shots Blocked/60
Patric Hornqvist,16.783333333333,1.14,1.46,60.38,11.78,9.66,1.32,16.25,10.4,6.26,6.5,1.87
Brad Marchand,18.910377358491,1.74,2.39,77.53,8.56,20.28,1.03,13.65,7.96,3.29,3.95,0.66
Nick Foligno,17.768367346939,0.48,0.9,54.05,5.58,8.64,0.56,8.34,5.17,2.96,9.17,2.55
Milan Lucic,13.628571428571,0.79,1.02,60.53,5.82,13.51,0.6,8.96,5.97,2.67,10.93,0.94
Cal Clutterbuck,13.431333333333,0.36,0.63,52.38,4.47,8.0,0.55,8.31,5.72,2.14,17.06,2.05
Claude Giroux,18.105555555556,0.98,1.66,63.24,7.36,13.33,0.74,12.95,6.63,2.88,1.96,0.37
Jordan Staal,18.485534591195,0.98,1.35,64.41,6.31,15.53,0.89,10.29,7.9,5.08,8.27,1.47
Derick Brassard,14.790566037736,0.61,0.92,51.28,5.13,11.94,0.58,9.95,5.74,2.91,6.12,0.38
Phil Kessel,17.0875,1.25,1.44,81.13,7.21,17.39,0.67,12.92,7.09,2.07,0.5,0.56
Nicklas Backstrom,18.594848484848,0.88,2.23,69.74,5.34,16.48,0.63,9.45,5.34,2.29,1.47,1.58
Mathieu Perreault,11.697023809524,0.82,0.92,51.35,5.22,15.79,0.63,9.8,7.24,3.02,7.69,1.65
Alex Killorn,17.885714285714,0.9,1.08,53.23,7.25,12.4,0.78,12.22,6.53,2.88,3.53,0.72
Jamie Benn,17.783653846154,0.71,1.56,63.64,8.05,8.87,0.78,13.56,8.05,3.76,4.74,1.75
Nick Bonino,14.855757575758,0.73,1.17,52.0,4.85,15.15,0.45,7.56,4.41,2.2,0.81,3.67
Pat Maroon,11.592727272727,0.38,1.32,52.94,4.33,8.7,0.45,6.4,4.42,2.73,7.06,0.56
James van Riemsdyk,16.54375,1.1,1.68,66.15,8.55,12.88,0.89,12.76,8.74,4.99,2.59,1.04
Sam Gagner,15.440873015873,0.65,0.74,55.56,8.14,7.95,0.9,12.21,6.2,2.78,0.46,1.3
Logan Couture,19.261006289308,1.0,0.82,58.49,6.7,14.91,0.85,11.52,6.88,2.94,3.41,2.29
Brandon Sutter,15.077906976744,0.83,0.28,60.0,6.02,13.85,0.67,8.7,4.44,2.41,1.67,2.59
David Perron,18.549107142857,1.1,2.25,82.86,8.72,12.58,0.78,16.64,7.68,1.85,2.6,1.44
Patrick Kane,22.200606060606,0.74,2.46,77.38,9.19,8.02,0.75,15.53,8.65,1.97,0.59,0.69
Evgenii Dadonov,15.578787878788,0.91,0.49,50.0,6.23,14.61,0.74,11.41,7.42,3.78,2.66,1.82
Mikael Backlund,17.594444444444,0.57,1.45,69.57,9.09,6.25,0.86,15.41,8.34,3.09,2.72,1.33
Max Pacioretty,17.939236111111,1.67,1.88,72.86,12.12,13.79,1.16,19.86,10.24,3.83,2.3,2.02
Jakub Voracek,16.916981132075,0.6,2.28,71.67,6.96,8.65,0.67,13.05,6.96,2.68,1.14,1.34
Carl Hagelin,14.100892857143,0.46,0.76,53.33,6.46,7.06,0.62,9.8,5.01,3.42,1.67,1.44
Lars Eller,16.360606060606,0.67,1.25,67.65,5.75,11.59,0.81,11.17,7.33,3.83,3.0,1.33
Steven Stamkos,18.267543859649,1.47,1.47,68.0,7.87,18.68,0.85,13.22,7.95,2.68,3.28,0.86
Josh Bailey,17.504320987654,0.51,1.71,63.64,4.89,10.39,0.42,7.74,4.57,1.46,0.83,1.21
Jordan Eberle,16.755151515152,1.04,1.11,63.46,8.33,12.5,0.88,13.22,9.05,3.78,1.95,1.17
Adam Henrique,16.04,1.0,0.75,63.64,6.4,15.58,0.72,10.72,6.65,3.24,3.33,2.66
Derek Grant,14.560507246377,0.54,0.81,62.5,5.91,9.09,0.54,10.93,5.2,2.78,5.82,3.58
Cam Atkinson,18.913095238095,0.85,1.08,65.38,8.95,9.49,0.84,14.16,7.36,3.17,1.25,1.7
Tyler Johnson,13.663636363636,0.64,1.12,64.71,6.15,10.39,0.64,9.82,6.79,2.79,5.03,1.2
Mike Hoffman,15.064102564103,1.3,1.46,64.29,8.66,15.04,0.59,14.17,6.13,1.46,2.22,0.92
Kyle Palmieri,16.573529411765,0.71,0.78,67.74,8.16,8.7,1.04,15.83,10.43,4.61,4.4,0.85
Ryan O'Reilly,20.74880952381,1.24,1.55,62.07,6.66,18.6,0.67,9.55,5.63,2.43,1.24,1.34
Jakob Silfverberg,16.943617021277,0.6,0.6,72.73,6.86,8.79,0.61,12.96,7.31,2.34,1.43,1.96
John Tavares,18.197023809524,1.12,1.83,71.43,9.6,11.66,1.25,16.37,12.84,6.01,3.0,1.65
Evander Kane,20.197023809524,1.17,1.43,70.0,10.29,11.34,1.06,17.08,9.76,4.3,5.15,1.17
Brayden Schenn,19.143452380952,0.9,1.12,56.25,6.32,14.16,0.82,10.07,6.83,2.91,6.66,1.96
Nazem Kadri,16.46994047619,0.72,1.37,62.75,11.06,6.47,1.21,18.8,10.8,4.49,2.34,1.24
Chris Kreider,17.397333333333,1.38,0.69,47.62,7.04,19.61,1.11,12.21,8.42,5.59,7.93,2.41
Reilly Smith,17.868553459119,0.89,0.7,53.19,7.86,11.29,0.97,13.37,9.19,4.69,2.91,1.27
Tomas Tatar,14.987,0.8,1.6,69.77,6.57,12.2,0.69,11.29,7.69,3.2,5.04,1.6
Craig Smith,14.875,0.97,1.42,66.67,9.86,9.85,0.82,17.63,9.71,2.99,4.93,0.6
Casey Cizikas,13.83005952381,0.54,0.54,66.67,5.58,9.72,0.61,8.68,5.97,3.72,8.68,1.94
Erik Haula,15.939666666667,0.68,0.9,65.63,6.17,10.98,0.81,10.39,6.85,3.84,4.59,1.43
Nic Dowd,14.397916666667,0.82,0.3,55.56,5.06,16.18,0.71,8.19,5.88,2.75,8.11,2.98
Mats Zuccarello,16.681746031746,0.94,2.06,87.5,6.34,14.86,0.59,12.25,6.34,2.4,1.03,1.63
Calle Jarnkrok,16.721527777778,0.97,1.12,70.0,6.73,14.44,0.62,9.87,5.91,2.17,2.09,1.05
Tyler Toffoli,17.523717948718,1.84,1.05,70.97,10.4,17.72,1.22,17.45,11.26,4.28,4.94,0.79
Johan Larsson,13.979166666667,0.66,0.5,77.78,4.79,13.79,0.54,8.75,4.79,2.97,6.36,2.81
Evgeny Kuznetsov,16.571951219512,0.79,1.77,55.77,6.89,11.54,0.65,10.77,5.65,2.65,1.85,1.59
Charlie Coyle,16.289215686275,0.43,0.72,51.61,5.71,7.59,0.47,9.17,4.98,2.02,4.12,1.73
Tyler Pitlick,16.363596491228,0.58,0.48,45.83,5.4,10.71,0.75,12.16,7.04,3.67,7.82,3.96
Brock Nelson,17.83630952381,1.08,0.9,67.35,7.27,14.88,1.08,12.37,9.37,5.59,2.16,1.56
Kevin Hayes,17.522424242424,0.75,1.18,63.27,7.91,9.45,0.83,14.07,7.04,2.93,3.74,0.87
Jaden Schwartz,17.703333333333,0.68,1.1,55.26,5.93,11.43,0.6,10.42,6.1,2.46,3.39,2.2
Riley Sheahan,13.301886792453,0.34,0.77,59.09,3.74,9.09,0.3,5.87,2.89,1.53,1.45,1.28
Jeff Skinner,14.522641509434,0.55,0.55,51.85,8.65,6.31,0.84,14.73,8.5,4.76,1.56,0.94
Zach Hyman,19.364728682171,1.08,1.3,63.46,8.29,13.04,1.1,13.19,10.52,6.12,4.97,1.51
Taylor Hall,17.859748427673,0.63,1.46,61.11,8.62,7.35,0.79,14.96,8.62,4.18,2.16,0.95
Ryan Johansen,16.968794326241,0.53,1.05,45.65,4.89,10.77,0.63,7.67,5.57,2.93,3.16,1.2
Mikael Granlund,19.433333333333,0.74,0.8,52.08,4.38,16.9,0.63,8.09,4.63,2.96,2.72,2.59
Nino Niederreiter,15.71755952381,1.36,0.95,66.67,8.59,15.87,1.16,13.97,10.16,5.32,4.64,1.16
Bryan Rust,19.724107142857,1.2,1.09,50.6,8.37,14.29,1.11,14.01,9.83,4.78,3.37,1.63
Joonas Donskoi,14.539215686275,1.38,1.13,59.62,6.96,19.77,1.17,12.06,9.87,5.58,1.13,2.02
Jesper Fast,15.296739130435,0.51,1.11,59.38,3.24,15.79,0.52,5.88,4.52,2.9,6.65,1.96
Mark Stone,19.060909090909,1.2,2.29,78.21,5.61,21.43,0.88,9.9,7.04,3.43,1.77,1.89
Colin Blackwell,14.006382978723,1.09,0.91,57.89,5.83,18.75,0.73,10.48,6.2,2.92,4.1,1.73
Ondrej Palat,17.455454545455,0.94,1.94,67.65,6.94,13.51,0.76,11.81,6.94,2.62,5.12,2.69
Josh Archibald,13.544551282051,0.6,0.51,48.15,5.28,11.29,0.68,8.77,4.86,2.81,16.36,2.98
Johnny Gaudreau,18.413392857143,1.11,1.75,74.24,6.52,16.96,0.7,11.46,6.52,2.27,0.47,0.52
Sean Kuraly,14.070921985816,0.36,0.45,56.25,7.98,4.55,0.56,12.07,6.71,2.45,8.98,1.91
Vincent Trocheck,18.225886524823,1.19,1.82,76.79,8.62,13.82,1.07,13.24,9.88,4.55,7.49,1.96
Adam Lowry,15.547435897436,0.74,1.04,72.73,6.01,12.35,0.65,10.24,6.75,2.75,11.95,2.23
Nick Cousins,13.381699346405,0.44,1.14,52.94,5.01,8.77,0.46,8.18,5.19,2.2,4.22,1.32
Blake Coleman,15.465151515152,0.99,1.2,70.45,8.61,11.48,0.98,12.91,8.68,3.74,7.69,1.41
Jean-Gabriel Pageau,16.79012345679,0.93,0.93,63.64,5.36,17.28,0.75,8.6,5.82,3.38,7.35,3.84
Boone Jenner,17.99918699187,0.65,0.73,65.38,6.42,10.13,0.66,10.65,5.53,2.93,6.18,4.31
Victor Rask,14.444444444444,0.77,1.0,45.1,4.08,18.87,0.38,7.92,3.62,1.23,1.62,0.77
Brandon Saad,14.079545454545,1.45,0.87,63.16,6.59,22.06,0.77,12.49,8.72,3.97,1.55,0.97
William Karlsson,18.668452380952,0.8,1.43,65.0,6.37,12.61,0.85,11.36,7.58,3.79,1.66,1.66
Ryan Nugent-Hopkins,20.772435897436,0.89,1.06,45.45,7.5,11.85,0.9,13.5,9.55,3.33,1.44,1.61
Gabriel Landeskog,19.957098765432,1.11,1.78,57.14,8.63,12.9,1.12,15.09,10.41,5.79,4.51,1.56
Jonathan Huberdeau,18.410303030303,1.19,2.43,71.76,7.29,16.26,0.65,11.26,5.93,2.13,3.02,0.65
Ryan Strome,18.271726190476,0.82,2.05,63.64,7.56,10.85,0.77,12.37,7.56,3.34,1.29,1.06
Mika Zibanejad,20.100297619048,1.28,1.39,64.94,9.12,14.04,1.11,16.84,9.43,4.1,4.0,2.35
Mark Scheifele,20.98125,1.07,2.14,81.82,6.43,16.67,0.81,10.47,6.79,2.86,1.58,1.94
Sean Couturier,19.328148148148,1.24,1.59,73.21,8.28,15.0,0.85,14.21,8.49,3.59,2.35,1.52
J.T. Miller,20.965408805031,0.81,1.67,62.16,5.72,14.15,0.66,10.69,6.8,2.27,4.86,1.3
Joel Armia,14.706504065041,0.7,0.7,42.42,7.26,9.59,0.57,12.24,6.97,2.49,8.56,1.29
Phillip Danault,16.869496855346,0.34,1.28,57.14,4.9,6.85,0.48,9.4,5.57,2.21,5.1,1.88
Vladislav Namestnikov,16.182075471698,0.56,0.63,62.96,6.09,9.2,0.85,8.74,5.53,3.08,4.97,2.45
Rickard Rakell,17.825961538462,0.58,1.23,73.68,9.32,6.25,1.02,17.15,9.9,4.21,4.21,1.04
Jonathan Marchessault,17.423636363636,1.13,1.63,77.19,11.02,10.23,1.01,20.72,10.77,3.07,2.75,0.88
Barclay Goodrow,15.120606060606,0.43,1.01,51.28,5.19,8.33,0.63,7.5,5.27,2.53,8.01,1.95
Luke Glendening,14.804320987654,0.45,0.68,51.72,5.03,8.96,0.54,8.26,4.88,2.78,5.1,4.28
Yanni Gourde,17.07380952381,1.07,1.19,67.92,7.4,14.41,0.99,11.42,7.66,4.14,3.2,1.32
Tanner Pearson,17.071895424837,0.69,0.55,45.0,7.58,9.09,0.8,12.47,7.1,3.51,3.72,1.93
Scott Laughton,15.420440251572,0.66,0.81,66.67,6.53,10.11,0.54,9.76,5.14,2.72,10.35,2.5
Tom Wilson,16.53829787234,1.0,1.54,66.0,6.41,15.66,0.7,10.65,6.56,3.4,8.1,1.93
Tomas Hertl,19.135666666667,1.19,1.51,82.69,7.02,16.96,1.04,11.91,8.47,4.26,2.45,2.45
Filip Forsberg,18.291452991453,1.01,1.68,82.05,10.85,9.3,0.9,17.92,9.34,3.53,3.95,1.18
Radek Faksa,17.430606060606,0.38,0.5,53.85,5.88,6.38,0.53,9.01,5.26,3.07,6.26,2.82
Chandler Stephenson,18.096732026144,0.91,1.37,53.03,5.4,16.87,0.62,8.06,5.53,3.12,2.8,2.28
Jimmy Vesey,12.708333333333,0.47,0.47,52.63,5.48,8.62,0.62,8.78,6.14,2.83,3.59,1.79
Chris Tierney,14.99,0.44,0.95,63.33,3.86,11.32,0.41,5.97,3.86,2.26,1.67,2.33
Colton Sissons,14.349056603774,0.55,0.55,56.0,4.5,12.28,0.41,7.34,4.5,2.92,5.68,2.13
Teddy Blueger,14.85,0.66,1.41,73.33,4.6,14.29,0.52,7.24,4.79,1.79,4.98,2.35
Andreas Athanasiou,14.949290780142,0.85,1.11,79.31,7.26,11.76,0.68,13.07,6.58,2.73,0.94,1.37
Josh Anderson,16.418269230769,1.19,0.49,70.59,8.78,13.6,0.93,15.32,9.7,4.01,9.77,1.76
Connor Brown,18.242261904762,1.23,0.82,67.31,7.22,17.07,0.75,11.75,6.93,2.94,1.29,1.76
Alexander Kerfoot,14.444345238095,0.59,1.11,69.7,5.04,11.76,0.62,8.75,5.64,2.6,3.04,2.52
Dominik Kubalik,15.49,1.13,1.48,75.51,10.63,10.6,0.92,17.75,9.09,3.8,3.8,1.13
Andreas Johnsson,13.934,0.43,0.52,36.67,5.6,7.69,0.57,8.96,6.46,2.58,3.36,1.46
Pavel Buchnevich,18.732716049383,1.19,1.66,78.69,7.12,16.67,0.76,11.92,6.47,2.73,2.91,1.72
Jake Guentzel,20.267261904762,1.22,1.8,66.28,7.45,16.31,1.01,12.58,9.04,4.49,2.27,1.69
Mattias Janmark,17.093154761905,0.69,0.81,52.17,5.95,11.58,0.7,9.21,6.46,2.95,1.63,0.88
Anthony Duclair,15.684496124031,0.89,1.96,65.31,9.25,9.62,1.02,14.86,8.81,4.72,2.85,0.8
Carter Verhaeghe,17.733333333333,1.42,1.42,73.47,8.42,16.82,1.07,13.61,9.99,4.8,2.6,1.1
Oliver Bjorkstrand,17.609523809524,1.1,1.58,80.0,8.7,12.59,0.77,14.42,7.3,2.62,2.56,1.83
Miles Wood,14.975151515152,1.24,0.58,65.79,9.32,13.28,0.86,13.4,7.58,3.5,2.77,1.82
Nick Paul,16.082142857143,0.33,1.0,50.0,7.0,4.76,0.66,12.99,6.86,2.47,4.93,2.33
Andrew Copp,18.238787878788,0.9,1.44,72.22,6.82,13.16,0.86,10.53,7.18,3.47,4.01,2.45
Andre Burakovsky,15.091509433962,1.43,1.88,80.0,7.65,18.63,0.68,13.5,8.18,2.25,1.65,1.2
Jason Dickinson,16.194117647059,0.51,0.58,57.69,4.79,10.61,0.45,9.15,5.45,2.11,5.67,3.56
Ryan Hartman,15.071241830065,0.55,1.17,57.89,5.78,9.46,0.63,10.77,5.62,2.34,4.29,2.58
Adam Erne,13.921111111111,1.05,0.86,71.43,6.8,15.49,0.73,10.06,6.51,3.93,7.85,1.53
J.T. Compher,14.217361111111,0.88,0.7,48.65,4.13,21.28,0.42,7.74,4.75,1.93,2.81,3.34
Artturi Lehkonen,13.423758865248,0.67,0.57,81.25,7.42,8.97,0.6,12.17,7.7,3.61,8.08,2.19
Zach Sanford,14.890384615385,0.77,0.46,55.17,5.19,14.93,0.66,9.69,6.74,3.56,5.35,3.41
Nathan MacKinnon,20.375694444444,1.23,2.76,74.71,12.64,9.71,1.18,22.94,12.7,3.44,2.33,0.92
Aleksander Barkov,20.937333333333,1.49,1.83,74.36,10.09,14.77,1.11,14.96,9.86,4.13,1.78,2.12
Jonathan Drouin,16.089772727273,0.17,1.78,58.97,6.44,2.63,0.49,10.25,5.42,2.03,3.56,0.59
Elias Lindholm,19.896428571429,1.02,1.51,67.14,7.0,14.62,0.75,10.88,7.27,2.58,2.85,1.83
Sean Monahan,17.688333333333,0.68,1.22,62.22,6.65,10.2,0.87,10.45,7.73,3.8,3.32,1.22
Bo Horvat,19.889583333333,1.02,1.08,57.35,7.06,14.5,0.83,12.17,8.73,3.82,3.45,2.05
Valeri Nichushkin,14.07,0.78,0.85,56.76,7.6,10.2,0.73,13.34,8.14,3.49,5.04,2.17
Max Domi,15.221913580247,0.66,1.09,72.73,7.23,9.09,0.5,11.17,5.77,1.46,1.09,0.73
Alex Wennberg,18.166964285714,1.0,0.71,50.88,4.84,20.73,0.52,7.84,4.66,2.24,1.71,2.12
Curtis Lazar,13.323666666667,0.63,0.54,81.25,4.95,12.73,0.67,8.2,6.39,3.24,8.92,1.98
Anthony Mantha,18.12380952381,0.89,0.83,59.18,8.16,10.87,0.69,13.95,7.57,2.31,2.9,1.6
Conor Sheary,13.710062893082,1.16,0.66,61.11,7.27,15.91,0.85,11.89,7.68,3.96,1.98,1.65
Garnet Hathaway,12.334226190476,0.52,1.04,60.0,5.39,9.68,0.6,9.21,6.51,2.69,15.55,2.61
Pierre-Edouard Bellemare,11.326729559748,0.9,0.2,64.71,6.0,15.0,0.73,10.09,5.6,2.4,2.6,3.6
Sam Reinhart,19.538888888889,1.42,0.85,70.18,7.39,19.23,0.88,12.23,6.77,3.41,0.85,1.54
Leon Draisaitl,22.188392857143,1.5,2.56,71.79,8.11,18.45,1.0,14.58,8.26,2.99,1.79,0.58
Sam Bennett,14.421527777778,0.87,1.47,72.97,9.19,9.43,1.14,14.65,9.79,4.51,9.36,1.56
William Nylander,16.600653594771,1.2,1.77,75.0,9.43,12.78,1.15,15.38,10.7,4.82,0.85,1.06
Nikolaj Ehlers,16.894326241135,1.59,1.89,80.7,11.18,14.19,0.86,19.12,9.97,2.8,1.96,0.91
Nick Ritchie,15.369047619048,1.05,0.77,57.78,8.44,12.4,0.92,13.18,7.81,4.81,7.11,1.19
Kevin Fiala,16.899666666667,1.42,1.42,78.43,11.5,12.35,1.14,20.59,9.8,3.41,1.92,0.92
Jakub Vrana,15.007,1.52,1.36,64.29,8.0,19.0,0.81,15.67,9.2,2.88,2.32,0.64
Dylan Larkin,20.402272727273,0.6,1.0,66.67,8.96,6.72,0.83,14.9,7.82,3.14,2.54,1.14
Alex Tuch,16.826363636364,1.17,0.97,62.26,9.21,12.68,1.09,15.69,9.72,4.02,3.37,2.33
Nick Schmaltz,17.057371794872,0.68,1.49,59.26,7.1,9.52,0.75,12.24,7.98,3.65,1.01,1.69
Kasperi Kapanen,15.531666666667,1.06,1.83,71.43,6.57,16.18,0.49,10.82,6.28,2.03,3.96,0.77
Jared McCann,14.113953488372,1.38,1.78,61.54,9.29,14.89,0.92,15.52,7.91,4.05,3.95,1.68
David Pastrnak,18.618055555556,1.34,1.88,73.85,11.82,11.36,0.96,22.42,10.0,2.69,2.35,0.87
Adrian Kempe,16.93244047619,0.89,0.95,58.0,8.04,11.02,0.72,15.06,7.4,2.47,2.97,1.33
Ryan Donato,12.610333333333,0.57,1.33,64.52,9.9,5.77,1.16,16.27,10.94,6.38,4.76,2.0
Christian Dvorak,18.406845238095,0.99,0.81,65.96,5.53,17.89,0.86,8.96,6.81,4.19,2.79,2.62
Warren Foegele,14.154088050314,0.8,0.8,76.92,7.28,10.99,1.08,12.4,9.12,5.2,4.8,0.96
Brayden Point,18.436011904762,1.34,1.45,65.75,7.61,17.56,0.93,12.38,9.24,3.95,1.34,1.05
Viktor Arvidsson,16.626530612245,0.74,1.03,53.33,10.83,6.8,0.88,19.0,10.02,3.54,0.96,2.28
Danton Heinen,14.764341085271,0.66,0.66,73.68,7.18,9.21,0.73,13.14,8.69,3.12,3.02,2.84
Oskar Lindblom,13.181666666667,0.73,0.55,66.67,5.28,13.79,0.61,9.29,5.19,1.91,3.91,2.18
Anders Bjork,13.881851851852,0.48,0.58,57.89,3.94,12.2,0.37,7.97,4.51,1.73,4.61,1.25
Kevin Labanc,16.422727272727,0.8,1.06,62.22,8.57,9.3,0.85,15.21,9.3,3.25,4.05,1.0
Victor Olofsson,17.392857142857,0.8,1.17,61.54,7.95,10.08,0.65,14.05,6.65,1.97,1.05,0.74
Andrew Mangiapane,16.666369047619,1.16,0.9,71.11,5.85,19.78,0.77,10.86,8.23,3.86,3.28,2.12
Frank Vatrano,14.516369047619,1.33,0.59,66.67,11.66,11.39,1.08,18.08,8.71,2.88,5.09,1.55
Kyle Connor,18.757142857143,1.49,1.37,70.42,9.48,15.66,0.99,17.25,11.25,3.48,1.03,1.03
Colin White,14.691111111111,0.91,0.73,62.07,6.26,14.49,0.89,11.98,7.44,3.72,5.26,1.63
Pavel Zacha,17.155,1.19,1.26,81.4,7.2,16.5,0.73,12.31,7.9,2.59,2.94,0.7
Connor McDavid,22.153571428571,1.6,3.48,84.0,9.67,16.5,1.12,15.19,10.69,4.69,2.95,1.16
Jordan Greenway,15.794642857143,0.41,1.76,76.19,5.43,7.5,0.48,9.63,5.02,2.17,5.9,1.9
Timo Meier,16.060802469136,0.83,1.31,68.89,10.72,7.74,0.98,20.62,11.14,4.36,5.19,1.66
Mikko Rantanen,19.917948717949,1.74,2.09,70.97,10.25,16.95,1.18,17.96,10.08,4.06,1.51,1.16
Sebastian Aho,19.470535714286,1.32,1.82,66.28,8.14,16.22,1.03,13.81,8.75,3.91,2.09,1.38
Christian Fischer,12.749358974359,0.27,0.72,50.0,4.25,6.38,0.5,7.69,4.62,2.53,13.39,2.44
Travis Konecny,15.896,0.83,1.74,75.56,7.55,11.0,0.76,14.42,7.62,3.1,4.15,1.21
Dylan Strome,15.513333333333,0.87,0.77,53.13,6.87,12.68,0.78,10.83,7.25,3.58,0.77,1.84
Brock Boeser,19.319642857143,1.28,1.44,62.03,7.82,16.31,0.91,13.7,8.65,3.6,1.77,1.11
Mathew Barzal,18.745454545455,0.99,1.63,70.31,7.8,12.69,0.85,12.63,9.37,4.25,1.28,0.76
Roope Hintz,18.232113821138,1.2,2.25,72.88,7.38,16.3,0.9,14.93,9.79,4.74,4.17,1.2
Jack Roslovic,16.902430555556,0.89,1.63,75.56,6.29,14.12,0.61,9.61,5.77,2.29,2.51,1.63
Nicolas Roy,13.017333333333,0.55,0.83,50.0,4.79,11.54,0.55,8.57,6.55,3.04,4.61,2.12
Anthony Beauvillier,16.401063829787,1.17,1.01,65.12,8.48,13.76,0.82,13.54,9.65,3.89,3.04,1.01
Mathieu Joseph,10.93244047619,1.18,0.69,67.86,5.78,20.34,0.55,9.02,6.37,2.55,8.04,1.47
Lawson Crouse,14.291830065359,0.33,0.74,59.09,5.76,5.71,0.73,11.11,7.24,3.38,12.76,2.47
Mitchell Marner,22.42696969697,0.97,2.29,75.28,7.59,12.82,0.93,14.35,9.63,2.92,1.12,1.99
Joel Eriksson Ek,17.062202380952,1.19,0.69,58.82,7.54,15.83,1.0,10.68,7.1,4.58,6.59,2.32
Denis Gurianov,15.850909090909,0.83,1.24,62.5,8.95,9.23,0.85,17.27,8.81,3.37,4.34,0.83
Jake DeBrusk,14.889430894309,0.49,0.88,70.0,9.04,5.43,0.89,12.48,8.45,3.44,3.24,1.97
Anthony Cirelli,17.747,0.61,0.88,53.66,5.07,12.0,0.55,7.51,5.14,2.98,4.33,2.16
Artemi Panarin,19.642857142857,1.24,2.98,84.06,7.71,16.04,0.76,16.15,8.36,1.53,0.95,0.51
Noel Acciari,15.393495934959,0.38,0.67,47.83,6.46,5.88,0.74,9.7,6.37,3.8,8.65,5.99
Conor Garland,17.92074829932,0.82,1.84,73.58,9.22,8.89,0.82,16.47,7.99,2.73,1.78,1.3
Kirill Kaprizov,18.297575757576,1.61,1.43,78.46,9.36,17.2,1.02,16.69,9.54,4.29,1.73,1.07
Rudolfs Balcers,14.711382113821,0.8,0.9,62.96,6.57,12.12,0.8,9.85,7.06,3.88,8.06,2.88
Troy Terry,14.698958333333,0.6,1.11,64.52,5.87,10.14,0.66,10.97,7.82,2.47,0.43,1.11
Mason Appleton,14.430952380952,0.89,0.97,67.57,6.53,13.64,0.74,10.39,6.16,2.82,4.53,1.63
Kevin Rooney,12.353703703704,0.72,0.54,63.64,5.58,12.9,0.56,8.18,5.31,2.88,9.89,3.15
Matthew Tkachuk,18.152380952381,0.94,1.59,63.24,8.91,10.6,1.08,15.46,10.8,6.08,7.79,0.53
Auston Matthews,21.553205128205,2.19,1.34,77.65,11.88,18.47,1.43,19.59,14.61,6.69,3.05,2.52
Alex DeBrincat,20.506535947712,1.84,1.38,72.73,8.78,20.92,0.98,15.03,9.7,3.44,3.9,1.2
