Player,TOI/GP,Goals/60,Total Assists/60,IPP,Shots/60,SH%,ixG/60,iCF/60,iSCF/60,iHDCF/60,Hits/60,Shots Blocked/60
Ryan Reaves,10.142488262911,0.67,0.58,57.69,5.08,13.11,0.66,8.25,6.5,3.25,26.33,2.0
Patric Hornqvist,15.932051282051,1.23,1.09,52.46,12.17,10.12,1.6,16.95,12.75,7.68,7.75,2.97
Brad Marchand,19.452142857143,1.23,2.6,70.16,8.15,15.14,0.94,13.26,8.37,3.35,2.42,0.84
Nick Foligno,18.667661691542,0.48,1.01,55.36,6.28,7.63,0.73,9.5,6.43,3.17,10.17,2.4
Kyle Okposo,12.847435897436,0.81,0.9,79.17,7.36,10.98,0.67,11.94,6.83,2.87,4.94,1.35
Trevor Lewis,11.900892857143,0.54,0.54,54.55,8.28,6.52,0.83,13.5,6.39,4.14,6.12,1.98
Leo Komarov,12.596527777778,0.4,0.99,63.64,4.56,8.7,0.53,6.45,4.17,2.68,12.21,2.88
Milan Lucic,13.332598039216,0.53,0.79,45.45,5.49,9.64,0.65,9.53,6.22,2.85,13.1,1.32
Claude Giroux,18.984782608696,0.96,1.47,63.86,9.02,10.66,0.74,14.75,7.24,2.66,2.06,0.73
Jordan Staal,17.506862745098,0.4,0.96,54.0,6.3,6.4,0.79,10.18,7.86,4.33,7.51,1.81
Derick Brassard,13.696717171717,0.66,1.46,66.67,7.3,9.09,0.67,12.08,7.17,2.85,7.63,1.59
Phil Kessel,17.148571428571,0.7,1.2,71.7,7.65,9.15,0.69,13.5,7.0,2.45,0.55,1.0
Nicklas Backstrom,19.002459016393,0.62,2.17,60.0,6.83,9.09,0.66,11.39,5.85,2.9,1.55,2.33
Michael Frolik,12.438596491228,0.51,0.68,93.33,5.92,8.57,0.53,11.42,5.42,2.12,2.71,1.86
Artem Anisimov,13.848639455782,1.33,0.44,76.92,7.69,17.24,1.01,15.65,9.37,5.04,0.53,2.21
Jonathan Toews,19.776904761905,0.78,1.82,61.22,7.45,10.47,0.84,12.35,8.32,4.03,2.43,1.52
Mathieu Perreault,13.107142857143,0.65,0.75,60.0,6.63,9.86,0.65,11.12,6.91,3.18,6.45,1.78
Alex Killorn,17.925245098039,1.28,1.13,61.25,6.4,20.0,0.76,10.29,6.6,3.0,2.9,0.74
Jamie Benn,16.436956521739,1.01,1.06,62.9,8.68,11.59,1.05,14.81,9.68,4.81,8.83,3.02
Nick Bonino,16.519154228856,0.98,0.92,57.38,5.64,17.31,0.71,9.16,5.91,3.42,0.92,4.82
Pat Maroon,12.413802083333,0.68,1.06,56.1,6.04,11.25,0.75,9.36,6.57,3.4,7.85,0.98
James van Riemsdyk,14.90101010101,1.16,1.28,65.57,9.21,12.58,1.14,14.4,10.49,6.41,1.53,1.1
Logan Couture,18.527564102564,1.0,1.43,68.42,7.85,12.7,0.82,13.64,7.22,2.93,3.36,2.8
Riley Nash,11.843489583333,0.4,0.71,56.0,5.07,7.81,0.42,7.44,4.75,2.14,5.38,2.85
Kyle Turris,15.424193548387,0.56,1.38,62.0,5.52,10.23,0.52,10.16,5.27,1.94,1.13,1.57
Brandon Sutter,14.849621212121,0.73,0.83,68.0,6.98,10.53,0.61,10.28,5.79,2.57,1.65,1.38
Colton Sceviour,13.224154589372,0.39,0.66,55.17,7.5,5.26,0.58,11.24,5.79,2.3,5.98,4.73
David Perron,18.316666666667,1.15,1.61,66.67,7.66,15.06,0.72,14.95,7.57,1.61,3.09,0.88
Patrick Kane,21.340714285714,1.33,2.05,84.85,11.05,12.0,0.95,18.64,10.64,3.21,0.96,0.76
Evgenii Dadonov,17.105314009662,1.27,1.12,52.81,8.49,14.97,1.05,13.98,9.51,4.73,1.47,1.22
Mikael Backlund,17.945476190476,0.76,1.39,65.22,7.5,10.19,0.9,13.61,8.26,3.96,2.1,0.53
Max Pacioretty,17.901408450704,1.51,1.61,68.75,14.49,10.42,1.23,25.92,12.98,4.67,4.25,1.65
Jakub Voracek,17.043961352657,0.61,2.24,70.89,6.73,9.09,0.57,12.81,5.77,2.24,0.87,1.07
Carl Hagelin,14.319252873563,0.58,1.23,67.57,7.73,7.48,0.74,11.13,6.21,3.11,1.73,1.37
Lars Eller,17.014975845411,0.82,1.18,67.24,7.72,10.6,0.98,13.85,8.53,3.73,3.02,2.25
Wayne Simmonds,14.922058823529,0.47,1.01,55.56,7.04,6.72,0.98,11.47,7.69,4.61,8.57,1.71
Jay Beagle,12.563939393939,0.17,0.52,53.33,4.25,4.08,0.5,6.34,4.17,2.6,5.99,3.65
Steven Stamkos,18.420175438596,1.66,2.11,74.16,10.06,16.48,1.07,18.23,10.06,3.09,3.94,2.17
Josh Bailey,16.898529411765,0.73,1.51,79.63,4.91,14.89,0.54,8.41,4.75,2.45,1.04,2.51
Jordan Eberle,17.811781609195,0.93,1.39,68.97,7.9,11.76,0.95,14.11,9.76,5.11,2.15,2.27
Tyler Ennis,14.708571428571,0.93,1.22,74.0,9.27,10.06,1.08,15.85,9.85,5.54,5.59,1.52
Derek Stepan,17.642142857143,0.49,0.87,53.85,7.68,6.33,0.65,12.53,5.93,2.87,2.09,2.62
Adam Henrique,16.867136150235,1.3,0.85,67.19,8.52,15.29,1.05,14.08,9.92,5.36,3.76,1.6
Gustav Nyquist,18.032380952381,0.71,1.28,61.76,7.18,9.93,0.84,10.89,6.27,2.95,1.76,1.24
Derek Grant,13.912797619048,1.16,0.77,71.43,7.24,15.96,1.05,11.71,7.24,4.7,4.16,1.93
Matt Calvert,14.090666666667,1.02,1.11,73.53,7.58,13.48,0.73,12.01,7.75,3.32,4.94,1.87
Cam Atkinson,17.845075757576,0.92,1.07,72.22,11.31,8.11,0.97,16.81,8.25,2.98,1.38,1.6
Tyler Johnson,14.543076923077,0.89,1.08,56.36,7.17,12.39,0.77,12.06,8.25,4.13,3.94,1.4
Mike Hoffman,16.83768115942,1.5,1.55,69.41,11.05,13.55,0.88,21.38,8.31,1.81,1.7,1.14
Tyler Bozak,15.315671641791,0.76,0.94,61.7,6.37,11.93,0.62,9.24,5.5,2.51,1.87,1.93
Marcus Johansson,17.147222222222,0.52,1.22,58.82,5.07,10.34,0.46,8.92,4.55,2.22,2.27,1.28
Kyle Palmieri,17.110512820513,1.35,1.08,63.38,8.36,16.13,1.03,15.38,9.17,4.1,3.99,1.94
Ryan O'Reilly,20.573943661972,0.49,2.01,62.89,4.85,10.17,0.59,7.52,5.01,2.09,0.66,1.73
Kyle Clifford,11.191304347826,0.54,0.78,62.96,8.55,6.36,0.81,14.61,7.54,3.96,10.33,1.17
Alex Chiasson,13.12358974359,0.77,0.91,43.64,6.82,11.34,0.93,11.11,7.32,4.57,3.94,1.06
Jakob Silfverberg,17.678535353535,1.08,0.93,60.94,7.97,13.55,0.86,13.88,8.28,3.5,1.44,2.11
John Tavares,19.549470899471,1.27,1.66,62.5,9.6,13.2,1.09,17.39,11.69,4.87,1.56,1.51
Matt Duchene,16.880555555556,0.7,1.56,65.63,7.32,9.56,0.89,12.28,8.83,4.25,2.15,1.18
Evander Kane,19.538541666667,1.25,1.01,63.51,10.36,12.04,1.29,16.65,9.69,5.47,6.48,1.2
Brayden Schenn,18.432394366197,1.15,1.51,65.91,6.33,18.12,0.7,10.27,7.34,2.7,5.46,0.96
Nazem Kadri,17.425816993464,1.28,1.15,50.0,8.98,14.29,0.9,15.26,10.13,4.05,4.12,0.61
Zack Kassian,15.662146892655,0.97,1.23,61.82,6.43,15.15,0.73,10.65,7.92,4.48,10.19,0.52
Chris Kreider,17.249735449735,1.33,1.16,51.14,8.61,15.38,1.11,14.24,9.99,5.85,6.4,2.32
Reilly Smith,17.910798122066,1.27,1.27,70.13,7.97,15.98,1.02,12.55,8.78,4.1,2.6,1.42
Tomas Tatar,16.294117647059,1.19,2.11,72.62,8.77,13.58,0.83,14.3,8.29,3.47,4.28,1.3
Richard Panik,11.336723163842,0.81,1.17,62.86,6.1,13.24,0.54,11.21,6.1,2.15,6.73,1.7
Marcus Foligno,14.586440677966,0.77,0.98,71.43,6.0,12.79,0.64,9.34,6.0,3.63,12.83,2.51
Craig Smith,13.424637681159,1.17,0.84,50.0,11.92,9.78,1.42,18.14,11.66,5.83,3.89,1.23
Casey Cizikas,14.29375,0.87,0.35,58.33,5.86,14.93,0.71,9.97,7.0,4.11,11.63,3.41
Cody Eakin,14.576530612245,0.42,0.84,65.22,5.12,8.2,0.59,8.23,5.38,2.6,4.12,1.34
Erik Haula,15.830555555556,0.95,0.95,54.55,7.26,13.04,1.02,12.16,7.9,5.13,2.13,1.18
Anders Lee,18.296323529412,0.96,1.11,58.9,9.4,10.26,1.21,14.61,11.57,6.61,4.92,2.41
Nic Dowd,10.836904761905,0.69,0.79,60.0,5.14,13.46,0.52,7.91,4.25,1.58,11.57,2.57
Mats Zuccarello,15.939487179487,0.87,1.27,66.07,5.56,15.63,0.48,9.5,4.29,2.2,0.75,2.08
Calle Jarnkrok,15.93515625,0.88,1.12,69.39,8.0,11.03,0.73,13.59,7.71,2.41,1.65,1.59
Jason Zucker,16.337222222222,1.22,1.29,68.33,6.79,18.02,0.75,10.59,6.61,3.06,3.24,1.41
Tyler Toffoli,16.848529411765,1.26,1.05,67.69,10.63,11.82,1.1,18.38,10.26,4.5,2.51,0.84
Johan Larsson,14.898924731183,0.39,0.78,50.0,3.9,10.0,0.43,6.43,4.09,2.47,5.52,2.01
Jordan Weal,13.613265306122,0.72,0.63,60.0,7.74,9.3,0.81,12.32,8.46,4.23,2.88,1.89
Evgeny Kuznetsov,17.841798941799,1.01,1.76,65.0,6.89,14.73,0.72,9.98,6.41,3.42,1.87,0.85
Charlie Coyle,16.789047619048,0.82,1.07,62.71,7.4,11.03,0.94,12.25,8.32,4.14,4.24,1.74
Tyler Pitlick,12.049470899471,0.63,0.95,55.56,6.01,10.53,0.59,10.04,5.14,2.69,10.43,3.32
Brock Nelson,18.859803921569,1.22,1.31,68.35,8.19,14.86,0.98,12.73,9.5,5.01,2.29,2.06
Kevin Hayes,17.728985507246,1.13,0.88,69.49,8.58,13.14,0.9,13.78,8.04,4.12,4.32,1.08
Austin Watson,11.620125786164,0.58,0.78,58.33,4.87,12.0,0.53,8.67,4.29,2.24,12.76,4.68
Jaden Schwartz,18.15985915493,1.02,1.63,69.51,7.54,13.58,1.0,13.31,9.12,4.19,2.79,1.3
Riley Sheahan,12.792929292929,0.57,0.5,62.5,4.97,11.43,0.64,7.75,4.76,2.56,1.85,2.35
Chris Wagner,12.441542288557,0.43,0.29,43.48,5.61,7.69,0.64,10.0,5.9,3.24,13.82,2.23
Jeff Skinner,16.48418079096,0.86,0.56,53.49,11.29,7.65,1.06,17.95,11.66,4.94,1.79,0.68
Zach Hyman,19.096078431373,1.29,0.99,56.92,6.53,19.81,1.14,11.64,8.87,5.48,3.2,1.42
Taylor Hall,19.173846153846,0.77,1.73,73.24,11.17,6.9,0.98,18.63,9.53,3.76,2.26,1.4
Brett Connolly,14.494202898551,1.14,0.84,68.75,7.02,16.24,0.59,11.58,6.0,2.28,3.36,1.02
Ryan Johansen,17.055147058824,0.72,1.14,55.38,5.23,13.86,0.67,8.17,5.23,2.85,2.02,1.76
Tyler Seguin,19.148792270531,0.77,1.5,70.42,11.13,6.94,1.0,17.94,9.72,3.59,4.09,1.41
Mikael Granlund,17.802380952381,0.91,0.7,52.63,6.95,13.08,0.88,11.56,7.12,3.53,2.25,2.94
Nino Niederreiter,14.815174129353,0.66,1.09,58.0,6.95,9.57,0.89,13.06,8.28,4.41,3.14,1.15
Bryan Rust,19.765151515152,1.49,1.6,62.22,8.33,17.88,1.06,13.47,9.05,4.53,3.92,1.93
Joonas Donskoi,16.251794871795,0.91,0.97,55.0,6.3,14.41,0.82,10.34,7.44,3.41,1.42,2.16
Marcus Sorensen,13.844444444444,0.46,0.72,66.67,5.12,8.97,0.68,8.14,6.37,3.28,3.68,1.18
Brendan Gallagher,16.910451977401,1.32,1.26,59.72,13.59,9.73,1.5,23.69,14.19,7.76,3.19,1.74
Jesper Fast,16.607004830918,0.63,0.89,56.86,4.4,14.29,0.6,6.81,5.39,3.25,6.55,2.78
Mark Stone,19.395128205128,1.0,2.0,72.41,8.04,12.43,0.9,13.14,9.14,3.81,2.67,2.43
Ryan Dzingel,14.154427083333,0.53,1.39,56.86,6.49,8.16,0.9,11.79,7.55,3.64,2.38,1.66
Ondrej Palat,16.189855072464,0.91,1.29,56.94,6.87,13.28,0.8,11.82,8.22,3.38,7.79,3.28
Josh Archibald,13.231451612903,0.88,0.66,75.0,4.68,18.75,0.64,8.7,4.97,2.12,12.07,3.22
Johnny Gaudreau,18.79,0.82,1.82,72.5,9.53,8.61,0.86,15.92,8.76,2.74,0.05,0.5
Tobias Rieder,11.083636363636,0.39,0.59,83.33,7.58,5.19,0.98,12.7,8.07,4.43,2.95,2.56
Sean Kuraly,13.290338164251,0.39,1.11,69.7,6.22,6.32,0.49,10.86,4.91,1.83,9.49,2.03
Vincent Trocheck,16.725537634409,0.64,1.56,57.58,8.16,7.8,0.8,13.77,8.39,2.78,5.84,2.14
Adam Lowry,14.96156462585,0.33,0.49,55.56,5.57,5.88,0.67,9.17,6.14,2.95,11.21,1.8
Nick Cousins,13.511025641026,0.68,1.02,55.56,7.86,8.7,0.88,12.3,7.38,4.1,6.22,2.12
Blake Coleman,16.717929292929,1.14,0.6,61.54,10.88,10.5,1.05,16.64,10.01,5.27,10.39,2.5
Jean-Gabriel Pageau,19.156965174129,1.22,0.75,63.64,7.06,17.22,0.79,11.41,6.5,3.09,5.98,2.48
Rocco Grimaldi,12.649747474747,0.72,1.51,72.09,8.77,8.2,0.78,13.87,8.77,3.59,1.65,1.01
Boone Jenner,18.116428571429,0.52,0.62,48.98,8.47,6.15,0.78,12.82,6.81,3.45,5.16,3.79
Brandon Saad,16.747413793103,1.3,0.74,71.74,8.65,15.0,1.14,13.22,10.19,5.44,2.22,1.17
Matt Nieto,13.503333333333,0.51,0.83,56.76,5.4,9.41,0.53,8.95,5.9,2.6,2.35,1.46
William Karlsson,18.864285714286,0.76,1.57,66.67,6.97,10.87,0.88,12.67,8.53,3.84,2.02,1.92
Nikita Kucherov,18.863235294118,1.54,2.43,77.98,9.82,15.71,0.97,18.06,9.59,2.76,1.73,0.89
Ryan Nugent-Hopkins,20.466666666667,0.99,1.76,58.65,7.76,12.79,0.78,13.71,8.52,2.89,1.49,1.98
Gabriel Landeskog,20.029320987654,1.16,1.28,57.89,8.04,14.48,1.21,14.09,9.49,4.99,4.77,1.94
Jonathan Huberdeau,18.771256038647,1.07,2.55,70.91,7.04,15.13,0.74,12.79,7.32,2.87,2.36,1.2
Ryan Strome,19.58619047619,0.79,1.79,57.84,6.74,11.69,0.86,10.55,6.65,3.63,1.97,1.4
Mika Zibanejad,21.62865497076,2.0,1.65,80.65,10.12,19.71,1.11,17.03,9.69,4.57,2.48,2.38
Mark Scheifele,21.804460093897,1.12,1.71,61.86,6.59,17.06,0.95,11.16,8.68,4.11,1.32,1.9
Sean Couturier,19.831642512077,0.96,1.62,63.44,8.11,11.89,0.96,13.42,7.98,3.77,2.63,1.14
J.T. Miller,20.102898550725,1.17,1.95,67.92,7.14,16.36,0.81,12.54,8.0,3.72,5.32,1.64
Joel Armia,17.226149425287,0.96,0.84,54.55,9.31,10.32,0.98,15.91,10.27,4.2,8.77,1.5
Phillip Danault,18.844131455399,0.58,1.52,61.04,5.87,9.92,0.65,9.37,6.05,3.32,5.34,1.66
Vladislav Namestnikov,15.058205128205,1.04,0.86,63.27,6.01,17.35,0.85,10.3,6.5,3.62,6.62,2.88
Rickard Rakell,18.158974358974,0.76,1.37,64.62,9.45,8.06,1.08,16.06,9.3,4.57,4.12,1.47
Jonathan Marchessault,17.281060606061,1.16,1.32,68.12,12.36,9.36,1.18,20.41,11.36,3.89,5.21,0.63
Barclay Goodrow,15.925952380952,0.43,0.97,60.47,5.49,7.84,0.66,8.67,6.08,3.5,8.72,3.55
Luke Glendening,15.354444444444,0.39,0.2,50.0,4.95,7.89,0.55,8.01,4.95,2.8,9.57,4.43
Yanni Gourde,14.065476190476,0.61,1.22,69.77,6.7,9.09,0.68,10.73,6.95,3.23,4.75,1.22
Alex Galchenyuk,12.300847457627,0.66,1.32,70.59,7.11,9.3,0.72,11.66,6.86,3.14,4.3,1.41
Tanner Pearson,16.512077294686,1.11,1.26,72.58,8.64,12.8,0.97,13.43,8.06,3.53,5.06,2.11
Scott Laughton,14.607142857143,1.09,1.17,72.97,6.2,17.57,0.61,10.23,4.95,2.51,9.14,2.18
Mark Jankowski,11.097916666667,0.48,0.19,63.64,3.67,13.16,0.52,7.82,5.5,2.32,1.35,3.19
Zemgus Girgensons,13.793719806763,0.76,0.44,67.86,5.36,14.12,0.66,9.08,5.74,3.03,6.93,1.26
Tom Wilson,18.271568627451,1.01,1.11,57.89,7.44,13.64,0.98,12.31,7.82,4.78,12.22,2.8
Tomas Hertl,18.445138888889,1.08,1.36,67.92,7.93,13.68,1.19,13.42,10.57,5.76,1.97,1.69
Teuvo Teravainen,19.193137254902,0.69,2.21,66.32,8.37,8.24,0.87,14.57,7.59,2.9,0.83,1.38
Filip Forsberg,17.350529100529,1.15,1.48,69.57,10.87,10.61,1.03,20.09,10.21,3.68,4.5,1.48
Radek Faksa,15.891161616162,0.63,0.51,50.0,6.24,10.09,0.82,11.27,7.61,4.69,4.81,2.52
Oskar Sundqvist,14.380409356725,0.88,0.81,67.65,7.1,12.37,0.81,12.22,7.39,3.37,4.39,1.9
Chandler Stephenson,14.324871794872,0.71,0.97,49.06,4.7,15.07,0.53,8.57,5.61,2.51,3.35,2.06
Jujhar Khaira,12.533072916667,0.45,0.3,58.82,5.16,8.7,0.55,8.9,4.86,2.24,10.17,2.24
Jimmy Vesey,13.803385416667,0.61,0.75,50.0,6.32,9.68,0.72,11.07,7.2,3.8,2.92,1.36
Chris Tierney,17.189906103286,0.54,1.28,64.91,5.01,10.78,0.53,8.9,5.85,2.85,2.16,1.82
Colton Sissons,14.330994152047,0.66,0.44,51.72,3.82,17.31,0.42,6.76,3.89,2.06,6.17,3.01
Teddy Blueger,15.811594202899,0.49,0.71,66.67,5.61,8.82,0.52,8.63,5.22,2.31,4.56,1.92
Brock McGinn,13.201960784314,0.47,0.67,60.71,6.22,7.53,0.65,10.56,6.55,3.34,5.35,1.87
Andreas Athanasiou,15.844545454545,0.76,1.03,76.47,8.88,8.53,0.86,14.32,7.78,3.58,2.48,1.65
Cedric Paquette,13.053551912568,0.53,0.83,66.67,5.88,8.97,0.74,10.25,7.99,3.09,13.19,3.69
Vinnie Hinostroza,13.10637254902,0.34,1.14,66.67,8.89,3.79,0.59,14.07,6.93,2.36,3.43,1.75
Connor Brown,20.114788732394,0.67,1.13,69.35,7.27,9.25,0.75,12.06,7.02,3.45,1.64,1.47
Alexander Kerfoot,14.769230769231,0.56,1.19,51.85,5.5,10.23,0.69,9.5,7.25,4.06,3.0,2.56
Nikita Gusev,14.693181818182,0.8,1.92,75.86,9.78,8.23,0.89,16.71,7.73,2.35,0.74,0.43
Tim Schaller,11.56320754717,0.49,0.1,50.0,4.8,10.2,0.54,8.42,5.29,2.84,4.99,2.74
Carter Rowney,12.819483568075,0.53,0.73,59.38,4.15,12.7,0.52,7.51,4.94,2.31,12.46,2.77
Michael Raffl,12.36724137931,0.67,1.0,71.43,5.52,12.12,0.61,7.78,5.52,2.68,6.11,2.09
Dominik Kubalik,14.374509803922,1.84,0.98,71.88,9.64,19.11,1.12,16.57,10.01,3.93,4.85,1.04
Andreas Johnsson,15.754651162791,0.71,1.15,48.84,6.91,10.26,0.79,11.25,7.44,3.63,3.81,1.86
Pavel Buchnevich,16.929656862745,0.83,1.56,56.79,7.71,10.81,0.84,13.24,8.96,4.59,4.17,1.15
Jake Guentzel,20.628205128205,1.49,1.72,69.35,9.47,15.75,1.09,14.62,10.67,5.59,3.43,1.42
Mattias Janmark,14.619892473118,0.4,0.99,58.33,5.76,6.9,0.59,10.06,5.23,2.05,1.46,2.45
Anthony Duclair,16.260858585859,1.29,0.95,71.43,10.29,12.5,1.09,17.55,10.12,3.63,2.96,2.18
Oliver Bjorkstrand,17.941496598639,1.43,1.02,72.0,11.06,12.96,1.02,18.9,11.4,3.69,2.93,1.09
Miles Wood,13.233333333333,0.73,0.8,58.97,9.4,7.8,0.84,14.74,7.93,4.47,6.8,1.73
Nick Paul,14.441964285714,0.67,0.82,64.52,7.64,8.74,0.75,13.65,7.94,3.56,9.05,2.89
Andrew Copp,17.696296296296,0.54,0.86,66.67,6.51,8.26,0.59,10.93,6.19,2.96,3.18,1.45
Andre Burakovsky,15.200574712644,1.36,1.7,76.27,7.01,19.42,0.63,12.52,7.01,2.11,1.77,2.31
Jason Dickinson,14.967692307692,0.56,0.74,60.0,5.24,10.59,0.53,8.82,5.43,2.59,5.49,3.39
Ryan Hartman,12.255555555556,0.64,0.78,52.63,8.09,7.89,0.72,13.41,7.02,2.98,3.12,3.83
Adam Erne,11.815773809524,0.18,0.27,55.56,5.71,3.17,0.48,9.61,4.99,2.99,12.88,2.27
J.T. Compher,16.749004975124,0.59,1.07,52.54,5.67,10.38,0.58,9.57,5.77,2.09,1.92,3.21
Artturi Lehkonen,15.427857142857,0.72,0.78,67.5,7.78,9.29,0.77,13.89,8.44,3.78,6.67,2.11
William Carrier,9.8723004694836,0.6,1.03,61.29,8.47,7.07,0.8,13.52,8.82,5.22,18.23,0.94
Tyler Bertuzzi,19.314319248826,0.92,1.18,62.34,5.64,16.28,0.8,9.71,6.52,3.98,3.11,1.31
Zach Sanford,13.733045977011,1.21,1.05,65.22,6.78,17.78,0.81,11.98,9.49,4.37,8.21,2.41
Nathan MacKinnon,21.222463768116,1.43,2.38,78.15,13.03,11.01,1.02,22.62,11.39,2.83,2.09,1.27
Aleksander Barkov,20.014898989899,0.91,1.91,64.58,7.81,11.63,0.88,12.13,7.99,4.36,0.95,1.59
Elias Lindholm,19.721428571429,1.26,1.09,62.79,7.35,17.16,0.73,11.78,7.13,2.61,4.04,1.78
Sean Monahan,18.101666666667,1.04,1.23,59.26,7.86,13.25,1.04,13.07,9.8,4.45,3.08,1.04
Bo Horvat,19.731884057971,0.97,1.37,60.23,7.84,12.36,0.95,12.07,7.89,4.32,2.42,2.91
Valeri Nichushkin,14.072820512821,0.85,0.92,52.94,7.41,11.5,0.75,11.81,8.13,4.07,5.51,1.44
Max Domi,17.097417840376,0.84,1.33,57.14,8.85,9.5,0.81,15.92,7.86,3.21,1.58,0.64
Alexander Wennberg,16.682748538012,0.32,1.07,57.89,4.54,6.94,0.38,7.0,4.1,1.77,1.33,1.96
Anthony Mantha,18.893410852713,1.18,1.62,74.51,10.12,11.68,0.97,17.43,9.38,3.32,3.62,1.85
Conor Sheary,13.108201058201,0.73,0.94,58.97,7.41,9.8,0.72,12.21,7.85,2.76,2.03,1.89
Ryan Carpenter,14.073429951691,0.19,0.74,53.57,4.94,3.75,0.57,7.85,5.38,3.58,7.23,2.97
Garnet Hathaway,10.777525252525,0.76,0.59,66.67,6.75,11.25,0.9,11.72,8.18,4.89,15.94,3.88
Melker Karlsson,12.26912568306,0.48,0.48,63.16,4.49,10.71,0.5,7.54,4.33,2.16,3.05,3.13
Pierre-Edouard Bellemare,13.420048309179,0.58,0.84,66.67,5.51,10.59,0.39,8.94,4.6,1.75,2.79,2.98
Tomas Nosek,11.605721393035,0.62,0.54,57.69,7.18,8.6,0.81,11.88,8.02,4.71,7.02,2.93
Sam Reinhart,20.628502415459,0.93,1.18,56.82,6.07,15.28,0.71,11.42,6.87,3.2,1.52,1.14
