Player,TOI/GP,Goals/60,Total Assists/60,IPP,Shots/60,SH%,ixG/60,iCF/60,iSCF/60,iHDCF/60,Hits/60,Shots Blocked/60
Leon Draisaitl,22.611267605634,1.61,2.5,80.88,8.15,19.72,1.11,15.02,9.87,3.59,1.01,0.71
Sam Bennett,12.511217948718,0.74,0.37,60.0,7.56,9.76,0.79,13.83,7.75,3.32,9.31,1.2
Michael Dal Colle,11.798427672956,0.38,0.58,62.5,5.66,6.78,0.59,7.87,5.47,3.74,7.77,2.01
Jake Virtanen,13.085265700483,1.2,1.2,83.72,9.97,12.0,0.89,16.08,8.17,3.39,6.78,1.86
William Nylander,18.208578431373,1.5,1.36,70.24,9.55,15.74,1.04,14.3,9.93,5.23,0.44,0.68
Nikolaj Ehlers,16.523474178404,1.28,1.69,90.63,10.38,12.32,0.83,17.64,8.95,2.61,1.84,1.43
Nick Ritchie,14.160763888889,0.79,1.06,65.63,6.89,11.54,0.96,12.18,7.94,4.85,9.0,1.5
Kevin Fiala,15.40078125,1.4,1.89,80.6,10.65,13.14,0.86,18.99,9.37,3.84,1.52,1.1
Jakub Vrana,14.882367149758,1.46,1.58,76.47,10.93,13.37,1.06,18.29,10.11,3.62,1.69,0.93
Dylan Larkin,21.249061032864,0.76,1.35,60.92,8.87,8.52,0.8,15.31,9.03,3.3,2.07,1.79
Sonny Milano,13.09696969697,0.58,1.33,82.14,6.25,9.33,0.55,9.0,4.91,1.92,2.17,1.08
Alex Tuch,14.620634920635,0.78,0.88,65.38,9.67,8.08,0.93,16.61,10.75,4.2,5.67,1.95
Nick Schmaltz,15.535,0.61,1.88,72.58,5.24,11.58,0.53,10.37,5.35,2.15,0.66,1.93
Robby Fabbri,16.148633879781,0.91,1.04,68.09,6.76,13.51,0.63,10.35,6.27,2.5,4.57,0.85
Kasperi Kapanen,15.790096618357,0.72,1.27,69.23,6.66,10.74,0.61,11.79,6.72,2.7,4.02,0.94
Jared McCann,15.243686868687,0.83,1.25,60.34,8.95,9.33,0.7,14.85,8.11,2.45,5.31,1.61
David Pastrnak,18.960714285714,2.17,2.12,78.51,12.61,17.2,1.17,22.92,11.8,4.29,2.12,0.99
Adrian Kempe,16.012077294686,0.6,1.14,66.67,8.04,7.43,0.75,14.23,6.73,3.04,3.86,0.92
Brendan Lemieux,12.870338983051,0.47,0.95,60.0,6.8,6.98,0.82,13.35,7.51,4.35,12.96,4.11
Ivan Barbashev,13.452898550725,0.71,0.97,81.25,4.91,14.47,0.68,8.6,6.14,3.1,9.31,2.13
Ryan Donato,10.634946236559,1.27,0.82,67.65,8.64,14.74,0.94,16.83,9.28,5.46,4.82,1.27
Christian Dvorak,16.69619047619,0.92,1.03,52.78,6.88,13.43,0.94,11.35,8.16,4.93,2.0,1.85
Warren Foegele,13.709558823529,0.84,1.09,65.22,8.3,10.08,1.02,13.39,9.01,4.7,4.12,1.09
Brayden Point,18.901767676768,1.2,1.88,57.66,6.78,17.73,0.91,13.32,10.63,4.14,1.15,1.44
Michael Amadio,13.020588235294,0.41,0.68,43.24,6.71,6.06,0.79,11.11,5.96,3.25,1.42,1.49
Lucas Wallmark,12.77263681592,0.84,0.91,65.79,5.89,14.29,0.67,10.03,5.05,2.52,4.0,1.82
Viktor Arvidsson,16.202046783626,0.97,0.84,56.0,8.25,11.81,0.89,17.09,8.64,3.7,1.75,1.56
Danton Heinen,14.469900497512,0.62,0.99,57.78,6.75,9.17,0.68,11.39,6.81,3.28,2.17,2.1
Anders Bjork,12.930747126437,0.72,0.8,67.86,5.28,13.64,0.51,10.72,6.64,2.32,3.44,1.68
Kevin Labanc,16.07,0.75,1.01,61.11,9.39,7.95,0.91,16.21,9.49,3.36,2.45,1.28
Victor Olofsson,18.383641975309,1.21,1.33,61.76,7.68,15.75,0.74,13.78,7.13,1.87,0.6,0.97
Ondrej Kase,16.542727272727,0.46,1.12,61.54,9.5,4.86,0.76,16.49,7.85,3.03,0.86,1.12
Andrew Mangiapane,13.700980392157,1.09,0.97,60.38,7.02,15.6,1.02,13.2,9.4,4.25,4.7,1.61
Frank Vatrano,15.01690821256,0.93,1.04,80.95,9.38,9.88,0.86,13.78,7.41,2.95,5.91,2.49
Kyle Connor,21.087558685446,1.52,1.4,69.52,9.58,15.9,1.17,14.79,10.62,4.93,0.72,0.68
Colin White,15.706830601093,0.44,1.0,60.53,5.2,8.43,0.6,9.46,6.45,3.07,2.94,1.88
Pavel Zacha,16.267435897436,0.45,1.36,58.18,5.5,8.25,0.57,8.74,5.22,2.16,3.52,1.08
Connor McDavid,21.865625,1.46,2.7,78.86,9.09,16.04,0.97,14.53,9.82,4.2,1.59,0.77
Jack Eichel,22.203676470588,1.43,1.67,71.56,9.02,15.86,0.77,15.74,7.59,2.66,1.59,1.67
Jordan Greenway,14.16144278607,0.51,1.26,65.12,5.88,8.6,0.46,10.24,5.06,2.59,6.01,2.78
Timo Meier,17.282857142857,1.09,1.34,80.33,9.87,11.06,1.06,16.91,10.96,5.06,7.69,1.88
Mikko Rantanen,18.949603174603,1.43,1.66,67.21,8.07,17.76,0.8,13.72,7.84,2.94,2.11,1.73
Sebastian Aho,19.423774509804,1.73,1.27,70.97,9.36,18.45,1.41,15.13,10.58,5.95,2.5,0.91
Christian Fischer,11.020833333333,0.58,0.29,40.91,8.07,7.23,0.71,11.28,6.81,3.31,13.61,2.14
Travis Konecny,16.803787878788,1.3,2.0,80.26,7.63,17.02,0.83,12.98,7.63,3.46,3.41,1.62
Dylan Strome,15.939942528736,0.78,1.69,71.7,6.3,12.37,0.76,9.54,6.75,3.63,1.49,1.88
Brock Boeser,18.571929824561,0.91,1.64,55.56,9.58,9.47,0.96,15.98,9.01,3.51,1.59,0.79
Mathew Barzal,20.042892156863,0.84,1.8,77.92,7.53,11.11,0.75,12.99,8.36,3.7,0.97,1.89
Roope Hintz,14.735555555556,1.29,0.95,70.21,8.14,15.83,0.97,14.12,9.43,4.41,4.95,1.9
Austin Wagner,11.742820512821,0.47,0.39,57.89,9.75,4.84,1.07,15.88,9.83,5.19,11.4,1.49
Jack Roslovic,14.899061032864,0.68,0.96,60.42,6.64,10.26,0.62,11.68,7.15,2.61,3.29,1.19
Anthony Beauvillier,17.260049019608,0.92,1.07,61.9,6.75,13.64,0.78,12.01,8.59,3.83,4.4,1.84
Lawson Crouse,13.581565656566,1.0,0.67,75.76,7.3,13.76,0.83,11.38,6.56,3.35,13.45,1.94
Mitchell Marner,21.55395480226,0.75,2.41,72.83,7.27,10.39,0.71,13.07,7.17,1.89,1.13,1.75
Joel Eriksson Ek,15.717204301075,0.49,1.29,65.91,6.28,7.84,0.53,9.24,5.17,2.4,5.73,2.65
Denis Gurianov,12.985677083333,1.44,0.65,61.7,9.53,15.15,0.97,18.05,10.25,4.4,4.55,1.3
Jake DeBrusk,16.050769230769,1.09,0.92,52.24,9.26,11.8,0.99,14.95,8.97,4.95,2.01,0.86
Anthony Cirelli,18.461029411765,0.76,1.34,60.27,5.4,14.16,0.69,9.89,6.74,3.49,4.25,2.25
Artemi Panarin,20.6038647343,1.35,2.66,74.22,8.82,15.31,0.77,17.01,8.61,1.9,1.06,0.76
Noel Acciari,15.943686868687,1.14,0.4,56.25,6.16,18.52,0.68,10.78,7.18,3.02,6.9,5.87
Derek Ryan,14.547549019608,0.61,1.15,74.36,6.25,9.71,0.64,10.31,6.49,3.03,0.73,2.06
Conor Garland,14.152941176471,1.37,1.06,69.64,9.85,13.92,0.95,16.02,9.16,3.87,1.62,1.25
Dominik Simon,14.407291666667,0.46,0.98,61.11,6.64,6.86,0.63,11.71,6.9,2.86,3.71,1.3
Troy Terry,14.518439716312,0.35,0.97,62.5,6.42,5.48,0.67,12.31,8.35,3.08,0.26,0.79
Adam Gaudette,12.383615819209,0.99,1.72,71.74,6.16,16.0,0.79,12.4,7.8,3.04,2.38,1.64
Brandon Tanev,14.760049019608,0.66,0.84,83.33,5.74,11.46,0.56,9.68,5.26,2.39,14.59,3.89
Matthew Tkachuk,18.307971014493,1.09,1.8,67.03,8.93,12.23,1.06,15.34,9.55,4.99,5.79,1.04
Luke Kunin,15.465608465608,0.92,0.99,68.89,7.88,11.72,0.86,14.66,8.37,3.76,3.94,3.33
Auston Matthews,20.969523809524,1.92,1.35,70.8,11.85,16.21,1.13,20.6,12.67,4.25,1.64,2.45
Alex DeBrincat,17.49380952381,0.88,1.32,65.22,10.14,8.7,1.0,17.79,10.49,3.23,2.84,0.93
Patrik Laine,19.410049019608,1.27,1.59,63.0,10.27,12.39,0.96,18.91,8.32,2.59,4.41,1.59
Clayton Keller,16.295238095238,0.89,1.42,80.0,9.68,9.24,0.93,15.57,9.26,3.37,1.05,0.68
Sam Steel,15.549230769231,0.36,0.95,59.46,5.05,7.06,0.62,9.97,6.47,2.85,1.42,1.48
Brett Howden,13.142619047619,0.59,0.65,55.88,4.17,14.06,0.51,6.39,4.24,2.93,4.5,4.37
Max Jones,14.260451977401,0.57,0.29,54.55,7.27,7.84,0.83,12.55,8.34,4.35,5.85,1.28
Tyson Jost,12.767164179104,0.56,1.05,53.49,8.07,6.96,0.77,13.26,8.91,3.58,4.07,1.26
Pierre-Luc Dubois,17.931904761905,0.86,1.48,71.01,7.55,11.39,0.78,13.05,7.46,2.96,4.06,2.39
Jesper Bratt,13.982777777778,1.14,1.14,71.11,7.22,15.84,0.64,11.09,6.44,3.29,2.07,1.57
Alex Nylander,12.135128205128,0.76,1.22,72.22,7.15,10.64,0.58,11.49,6.54,2.51,2.21,1.06
Zach Aston-Reese,14.427777777778,0.44,0.51,50.0,7.15,6.12,0.71,11.45,6.64,3.57,9.92,2.19
Nico Hischier,18.06091954023,0.8,1.26,69.23,7.05,11.38,0.88,11.28,8.08,4.24,2.75,2.12
Elias Pettersson,18.53112745098,1.29,1.86,63.46,7.71,16.67,0.85,15.62,8.71,2.86,3.0,2.0
Nick Suzuki,15.989671361502,0.69,1.48,70.69,7.29,9.42,0.71,11.73,6.71,3.01,3.38,1.69
Robert Thomas,14.563636363636,0.62,2.0,75.0,5.43,11.49,0.58,9.11,6.62,3.5,0.81,0.81
Martin Necas,14.166927083333,1.06,1.32,75.0,5.89,17.98,0.61,10.72,6.29,2.25,4.3,1.26
Filip Chytil,14.840833333333,0.94,0.61,58.97,7.68,12.28,0.82,11.79,7.21,4.25,0.88,2.09
Alex Iafallo,18.927619047619,0.77,1.18,61.43,6.43,11.97,0.69,10.46,6.84,2.94,2.22,2.13
David Kampf,13.666904761905,0.5,0.5,69.57,5.64,8.89,0.72,8.78,5.9,3.14,3.26,1.63
Emil Bemstrom,12.26875,0.87,0.87,68.97,8.47,10.31,0.67,13.01,6.9,2.36,4.54,1.48
Joel Farabee,14.105448717949,0.65,1.06,53.85,6.63,9.88,0.86,11.62,8.26,4.25,2.54,1.47
Brady Tkachuk,18.934272300469,0.94,1.03,63.77,11.6,8.08,1.43,19.28,13.17,7.9,13.52,1.92
Andrei Svechnikov,16.737990196078,1.27,1.95,66.3,9.65,13.11,1.16,16.87,10.28,4.38,6.12,1.42
Dominik Kahun,13.283630952381,0.97,1.53,73.81,7.02,13.79,0.58,9.84,5.89,2.34,0.4,1.77
Blake Lizotte,13.96,0.4,1.12,76.67,5.75,6.9,0.63,10.45,6.02,3.37,2.78,1.45
Kirby Dach,14.265625,0.53,0.99,53.49,6.64,7.92,0.76,10.65,6.44,4.14,2.17,1.51
Kaapo Kakko,14.278787878788,0.64,0.83,51.11,6.94,9.17,0.58,12.48,6.81,2.67,1.27,0.7
Jack Hughes,15.865300546448,0.43,0.87,50.0,7.63,5.69,0.83,12.9,8.12,3.97,0.74,1.3
Ilya Mikheyev,15.576068376068,0.79,1.48,74.19,9.68,8.16,0.95,17.09,8.0,3.85,2.57,1.28
