,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Player,TOI/GP_x,Goals/60_x,Total Assists/60_x,IPP_x,Shots/60_x,SH%_x,ixG/60_x,iCF/60_x,iSCF/60_x,iHDCF/60_x,Hits/60_x,Shots Blocked/60_x,TOI/GP_y,Goals/60_y,Total Assists/60_y,IPP_y,Shots/60_y,SH%_y,ixG/60_y,iCF/60_y,iSCF/60_y,iHDCF/60_y,Hits/60_y,Shots Blocked/60_y,Goal_Proj,Assist_Proj,Shots_Proj,Hits_Proj,Shots_Blocked_Proj,TOI_GP_Proj
27,27,27,27,27,36,TJ Brodie,21.311382113821,0.14,0.82,31.82,2.33,5.88,0.11,5.42,1.41,0.38,1.82,3.64,21.217528735632,0.1,0.59,28.0,2.83,3.45,0.12,4.92,1.46,0.34,2.29,5.41,0.0953553998267181,0.6522372457235912,2.70793879347798,2.3188683472240768,4.827190394784225,20.969510184398203
28,28,28,28,28,38,Jared Spurgeon,21.157179487179,0.44,1.31,38.83,5.06,8.62,0.27,10.21,3.1,0.52,1.92,3.62,21.812025316456,0.38,0.8,38.64,5.19,7.38,0.36,10.1,3.48,1.04,2.3,6.23,0.3701617721947831,1.2172658623125023,5.671153074047711,2.342260488861145,5.279859139222225,21.485662644111738
29,29,29,29,29,39,Victor Hedman,25.075,0.58,1.9,53.13,6.39,9.13,0.42,13.48,4.87,0.96,2.71,3.76,23.719078947368,0.3,1.33,44.55,6.16,4.86,0.35,13.21,4.43,0.57,3.16,4.53,0.438138026873394,1.5090570588783294,6.42986151271338,3.11068282534251,4.366220504087394,23.163905087439552
30,30,30,30,30,40,Oliver Ekman-Larsson,22.313080168776,0.17,0.82,36.71,5.72,2.98,0.24,11.98,2.83,0.31,3.57,2.69,20.175925925926,0.11,1.1,44.0,4.96,2.22,0.19,10.85,2.81,0.28,3.19,2.37,0.1967829756486339,0.8475112541622074,4.732623420495454,3.2700076539427845,2.891025616146216,20.068903124962805
31,31,31,31,31,41,Calvin de Haan,18.957729468599,0.18,0.18,20.0,4.91,3.74,0.19,10.32,2.57,0.28,6.7,7.89,13.533018867925,0.17,0.84,37.5,4.27,3.92,0.26,12.8,4.02,0.84,7.03,4.1,0.2309145158396223,0.6888603141556852,5.102355073148226,6.637832545945698,5.166533459515229,14.27551244943614
32,32,32,32,32,42,Dmitry Kulikov,18.195833333333,0.29,0.7,34.78,3.05,9.46,0.19,6.92,2.1,0.45,4.12,4.25,19.474129353234,0.14,0.6,33.33,3.86,3.57,0.19,6.81,2.12,0.55,4.41,4.97,0.1673852788985667,0.7671179003906218,3.1594324295335308,4.269243749776408,4.735248167303642,19.43766353877754
33,33,33,33,33,43,Nick Leddy,21.412,0.11,0.78,35.82,2.65,4.23,0.12,5.16,1.35,0.22,1.38,2.5,21.124786324786,0.07,0.76,29.49,2.88,2.53,0.16,5.97,2.0,0.29,1.57,3.5,0.113195016099765,0.6743205960645964,3.390519192837955,1.7107827367446595,3.4739075111533584,20.88938006573541
34,34,34,34,34,44,Brayden McNabb,19.7,0.13,0.66,30.51,3.75,3.53,0.17,8.61,2.03,0.35,6.8,7.9,19.843699186992,0.04,0.59,22.97,3.28,1.12,0.15,8.08,2.06,0.26,7.41,7.26,0.1310498665655397,0.5994432225756465,3.6687742409925983,6.93771768949436,6.932897601175999,19.766691137562834
35,35,35,35,35,45,Tyson Barrie,18.960502283105,0.3,1.47,42.27,6.46,4.7,0.32,12.87,2.69,0.26,1.17,3.16,19.778431372549,0.46,1.5,47.83,5.82,7.98,0.34,11.74,2.68,0.61,1.96,3.21,0.3599439987635182,1.366714079685199,6.221439092155038,1.968790654943749,3.478286904520492,19.70616650418897
36,36,36,36,36,46,Dmitry Orlov,20.962719298246,0.45,0.87,39.77,4.78,9.45,0.25,8.96,2.86,0.64,4.67,3.54,22.545454545455,0.28,1.17,51.43,5.0,5.65,0.28,9.6,3.51,0.77,5.52,3.43,0.3000534019884247,1.046739565859891,4.96056764034677,5.186279223420097,3.6968066759689022,22.12241736270592
37,37,37,37,37,47,Brian Dumoulin,21.81798245614,0.11,0.54,21.95,3.29,3.3,0.16,6.69,1.52,0.36,3.18,5.03,20.640853658537,0.04,0.85,35.71,2.91,1.22,0.14,6.7,2.16,0.39,4.36,5.03,0.1141243154005541,0.6093230569343236,3.5481017255691025,4.08223786726394,4.965217662151008,20.47065155971362
38,38,38,38,38,48,Mattias Ekholm,23.478289473684,0.2,0.84,36.05,4.88,4.14,0.35,10.46,3.03,0.71,2.66,3.23,21.447863247863,0.32,0.82,36.78,4.84,6.67,0.28,10.26,3.23,0.93,3.26,3.73,0.3160220644780342,0.8538503410997669,5.248124250890108,3.177450984796185,3.7861726188901295,21.18084715187068
39,39,39,39,39,49,Chris Wideman,14.876041666667,0.25,1.45,55.1,4.79,5.26,0.2,9.33,2.33,0.25,2.77,2.9,13.511956521739,0.0,0.58,22.22,2.99,0.0,0.09,6.47,1.35,0.19,2.41,4.92,0.1190172515943258,0.7752210282304812,3.4439295128277694,2.559775652364846,4.367279826129353,14.236380289875074
40,40,40,40,40,50,David Savard,20.790591397849,0.14,0.65,36.96,3.07,4.55,0.22,5.91,2.0,0.98,6.24,5.91,22.387096774194,0.13,0.73,41.67,2.72,4.76,0.11,5.32,1.73,0.43,2.64,7.61,0.1479075176637565,0.5075580563213058,3.03451695582106,3.284051396296364,6.62698745774509,21.983840952927032
41,41,41,41,41,51,Ben Chiarot,22.848873873874,0.32,0.6,39.39,5.07,6.29,0.2,9.51,2.91,0.57,5.57,4.61,20.607675438596,0.19,0.54,33.93,4.21,4.55,0.22,8.85,2.15,0.27,5.63,6.24,0.2332659101984262,0.70163649040904,4.471610842876858,5.411754065824608,5.53481781993861,20.447059544771943
42,42,42,42,42,52,Nick Jensen,19.345394736842,0.2,0.65,28.38,3.59,5.68,0.16,8.33,2.16,0.41,5.51,3.75,20.616666666667,0.19,0.91,49.15,4.12,4.59,0.21,9.71,2.65,0.45,4.04,4.84,0.1892915011918589,0.8185299419133015,4.023234927510265,4.214029821307327,4.536736990763543,20.437009192922602
43,43,43,43,43,53,Brenden Dillon,18.832700421941,0.12,0.69,28.99,3.43,3.53,0.16,8.19,2.06,0.2,8.55,4.36,19.588414634146,0.07,0.78,38.33,3.1,2.41,0.13,7.62,1.79,0.22,7.4,4.03,0.1161141250815898,0.6897894696339196,3.630019067738252,7.208833667187256,4.238268586774413,19.540287409740998
44,44,44,44,44,54,Radko Gudas,18.015151515152,0.13,0.56,21.05,4.33,3.0,0.16,9.6,2.08,0.26,15.36,5.1,17.36087962963,0.1,0.72,32.69,5.28,1.82,0.18,11.81,2.26,0.43,14.98,5.95,0.1547803295053859,0.6849154246704162,4.134675996788821,13.957312080747505,5.496374918692049,17.599185525619873
45,45,45,45,45,56,Justin Holl,20.208695652174,0.13,0.86,32.39,2.75,4.69,0.15,5.51,2.02,0.47,5.55,4.48,20.241458333333,0.07,0.59,24.66,2.22,3.33,0.13,4.04,1.3,0.48,5.59,5.15,0.113640752059385,0.6751434891955951,3.041475421463536,5.37867905892249,4.893656406934595,20.115153346264865
46,46,46,46,46,57,Patrik Nemeth,16.634656084656,0.11,0.29,20.59,2.98,3.85,0.14,6.53,1.43,0.34,6.58,5.84,17.770888888889,0.0,0.23,14.71,2.79,0.0,0.1,6.26,1.67,0.32,5.22,5.31,0.0801358188889329,0.3313938724385406,2.990184576354495,5.2661554423675785,5.325543380712707,17.948664374299867
47,47,47,47,47,58,Jon Merrill,17.1,0.2,0.81,33.9,3.0,6.78,0.12,6.0,1.47,0.1,2.34,5.7,15.145433789954,0.11,0.54,30.0,2.33,4.65,0.11,5.37,1.19,0.22,2.55,5.81,0.0926553110963961,0.6821818460244641,2.894543042647429,2.59594138751416,5.569367389333331,15.668097864607233
48,48,48,48,48,59,Justin Faulk,23.197149122807,0.54,1.06,38.84,5.68,9.58,0.33,10.82,3.54,0.71,5.07,3.44,23.377235772358,0.34,1.22,44.25,6.13,5.61,0.39,11.02,3.63,0.85,3.51,4.38,0.4023589730674074,1.2710715034601314,6.144201443148358,3.7479271037014312,4.201887003559105,22.857081065173542
49,49,49,49,49,60,Derek Forbort,18.104824561404,0.17,0.44,27.45,2.79,6.25,0.09,5.76,1.09,0.17,5.8,4.36,17.732098765432,0.31,0.44,28.57,2.38,13.16,0.1,6.45,1.57,0.13,6.64,5.51,0.1196309017345176,0.5117368973504135,3.0821962701358387,6.203119756148629,5.064373292808603,17.922433000369082
50,50,50,50,50,61,Cam Fowler,24.416228070175,0.29,1.07,44.21,4.01,7.26,0.23,9.7,3.23,0.45,1.2,3.75,24.17337398374,0.3,1.15,51.06,3.93,7.69,0.23,8.9,3.0,0.58,0.54,3.15,0.2557280802432581,1.0845666336960256,4.581943328066024,0.9124311576505508,3.593414725089365,23.5555731827757
51,51,51,51,51,62,Erik Gudbranson,18.130128205128,0.25,0.47,31.48,5.47,4.65,0.17,11.37,1.78,0.17,6.15,3.9,21.299047619048,0.04,0.48,26.0,4.1,0.98,0.13,8.65,1.85,0.24,4.79,5.51,0.1315089229879689,0.5006143941965311,3.947844400027893,4.8763724988963295,4.94850120150096,21.02416900204682
52,52,52,52,52,65,John Klingberg,22.202027027027,0.22,1.5,47.0,5.08,4.32,0.34,13.22,3.91,0.37,2.08,2.81,20.621144278607,0.43,1.0,47.83,4.86,8.93,0.29,11.81,3.82,0.52,2.39,3.65,0.3528443621906105,1.2306841627637823,5.869960340237794,2.434986515862773,3.635722053174959,20.45547217319497
53,53,53,53,53,67,Dylan DeMelo,18.499122807018,0.04,0.51,25.0,3.33,1.28,0.15,6.02,1.32,0.3,4.82,4.61,19.560888888889,0.25,0.86,42.86,3.8,6.45,0.21,7.93,2.09,0.45,4.91,4.17,0.1817224790008416,0.648996556531225,4.382728394122179,4.75431844616017,4.379387589201601,19.51465132949777
54,54,54,54,54,69,Scott Mayfield,19.776229508197,0.15,0.75,41.86,3.98,3.75,0.18,10.05,2.79,0.4,3.83,5.42,20.990040650407,0.21,0.63,38.71,4.15,5.04,0.17,10.32,2.48,0.49,3.73,5.86,0.1923287436640541,0.6916821707126779,4.216139840352877,3.7149283113412137,5.526745493917495,20.76387040271597
55,55,55,55,55,70,Adam Larsson,22.281300813008,0.26,0.56,37.31,3.91,6.72,0.14,8.54,2.23,0.3,6.01,4.6,23.639837398374,0.25,0.77,32.04,4.43,5.59,0.22,9.25,2.23,0.56,6.87,5.35,0.2020871089597121,0.7732939290542677,4.173239151423045,6.408424435747346,5.035519680100551,23.080752800402866
56,56,56,56,56,71,Dougie Hamilton,21.223655913978,0.41,0.96,37.5,8.98,4.57,0.53,18.33,6.89,1.6,3.97,4.19,21.774390243902,0.74,1.75,53.62,9.24,8.0,0.47,18.89,7.22,1.18,2.15,2.89,0.638557413714251,1.443501788984727,8.643984276963595,2.5565155662626213,3.5591223969722208,21.45327646531601
57,57,57,57,57,72,Jonas Brodin,23.437671232877,0.18,0.88,32.97,4.42,3.97,0.17,8.14,2.24,0.35,1.47,4.42,22.864166666667,0.13,0.48,24.14,3.94,3.33,0.18,7.87,1.79,0.39,2.19,5.69,0.1728913407943283,0.7090869464373617,4.015172464975718,2.188422756563923,5.179959237825861,22.41217335355925
58,58,58,58,58,73,Jamie Oleksiak,19.33287037037,0.04,0.69,28.33,4.09,1.05,0.3,7.59,2.54,0.91,7.85,3.71,19.251333333333,0.37,0.66,36.23,3.16,11.84,0.15,6.69,2.24,0.42,5.24,4.78,0.2397628975267387,0.5651393460168418,4.316714035892406,5.483276854119046,4.493170425411081,19.249732511238662
59,59,59,59,59,74,Connor Murphy,21.758187134503,0.19,0.29,23.26,3.43,5.63,0.14,7.26,1.5,0.1,6.29,7.26,19.39,0.27,0.23,24.07,3.29,8.24,0.12,6.85,1.59,0.35,6.38,6.19,0.141097452892922,0.4535205595522198,3.5518593071848703,6.086832229654905,6.174432881439472,19.38267851307959
60,60,60,60,60,75,Colin Miller,18.98201754386,0.17,1.0,35.0,3.99,4.17,0.15,8.48,1.25,0.08,4.16,3.49,16.772151898734,0.27,0.68,30.88,4.8,5.66,0.26,12.36,3.53,0.41,4.89,3.17,0.2298632878007246,0.8297793600298762,4.792643103007327,4.634305116998582,3.539085381024051,17.092194094967148
61,61,61,61,61,77,Torey Krug,20.551041666667,0.41,1.55,38.39,5.43,7.56,0.31,11.18,3.24,0.5,2.42,3.19,18.583597883598,0.36,1.28,45.07,6.46,5.56,0.36,12.86,4.25,0.41,2.05,4.46,0.3783976902563127,1.3962523777535527,6.029796466102882,2.235037681983031,4.1835673493261885,18.675322376686857
62,62,62,62,62,78,Morgan Rielly,23.740650406504,0.31,1.79,43.31,6.81,4.52,0.31,11.84,3.51,0.49,2.84,2.68,21.704102564103,0.17,1.57,43.16,5.36,3.17,0.34,10.29,3.87,0.81,2.98,3.62,0.3295851885384274,1.4619621269959726,5.98902490527446,2.996867881446543,3.586230226925161,21.404995752024675
63,63,63,63,63,79,Hampus Lindholm,22.504694835681,0.19,0.83,35.53,5.33,3.52,0.28,10.33,2.82,0.6,2.63,3.45,23.186875,0.32,1.39,43.44,5.11,6.33,0.32,9.7,3.46,0.81,2.52,3.23,0.3127321345128768,1.040079282032842,5.607478944896455,2.619689173632511,3.56250027832301,22.688022955445447
64,64,64,64,64,80,Matt Dumba,23.091812865497,0.32,0.91,39.13,5.29,6.03,0.37,11.44,2.74,0.68,5.2,3.83,21.277637130802,0.14,0.36,25.93,3.53,4.04,0.22,9.21,2.68,0.61,3.71,4.14,0.2682909138088042,0.6722862193640533,4.655509516940739,3.9180779455525054,4.16616346001709,21.030857503037804
65,65,65,65,65,81,Brady Skjei,21.142276422764,0.31,1.04,46.99,6.37,4.89,0.29,11.42,2.94,0.62,3.29,2.53,21.808436213992,0.61,0.68,46.34,6.39,9.57,0.32,13.96,4.31,0.88,2.41,2.11,0.4123582571827027,0.921255543742296,6.316149076896904,2.642556312933268,2.705595777627797,21.48246576447173
66,66,66,66,66,82,Olli Maatta,18.283080808081,0.05,0.35,15.38,3.03,1.64,0.13,6.91,1.89,0.2,3.33,4.67,18.707051282051,0.25,0.7,46.94,2.55,9.68,0.13,5.63,1.32,0.12,3.21,5.26,0.1362810349428908,0.5987279679733528,3.926072690266853,3.2467467628897944,5.0029162926588,18.771102974069656
67,67,67,67,67,83,Mike Matheson,18.799099099099,0.47,0.86,41.33,6.04,7.86,0.31,12.72,3.88,0.56,4.18,3.49,24.451736111111,0.41,1.33,53.97,6.44,6.35,0.39,12.88,3.73,0.56,2.71,4.09,0.4075211745199122,1.2525616922817076,6.541607832874284,3.0084221124311377,4.052609928018278,23.768971647166108
68,68,68,68,68,84,Cody Ceci,20.896367521368,0.18,0.85,37.84,3.75,4.9,0.13,7.84,1.62,0.18,4.31,4.45,20.134375,0.04,0.52,21.13,3.28,1.14,0.15,7.15,2.16,0.48,5.18,4.1,0.1214245291811262,0.6391216215281781,3.534735649676134,4.8748948849290175,4.300011733214599,20.025547329984956
69,69,69,69,69,85,Jacob Trouba,22.424897119342,0.36,0.92,44.32,6.74,5.39,0.38,12.82,3.93,1.02,6.84,5.85,21.195731707317,0.28,0.76,34.09,6.87,4.02,0.3,12.5,3.31,0.66,7.53,6.77,0.3661686533539414,0.8771288138318751,5.727545745937755,7.033758838640389,6.143003468145015,20.956235978230403
70,70,70,70,70,86,Matt Grzelcyk,18.734931506849,0.18,0.88,32.0,5.18,3.39,0.19,9.26,2.37,0.31,1.75,3.64,17.233333333333,0.19,1.02,33.33,4.74,3.92,0.2,9.33,2.27,0.32,2.37,3.62,0.198600551637052,0.873801061395087,4.581484742901154,2.367507067446531,3.828050243567197,17.491949890850435
71,71,71,71,71,87,Colton Parayko,23.556041666667,0.19,0.92,32.41,4.3,4.44,0.22,7.77,2.36,0.57,2.29,5.38,23.002742616034,0.13,0.76,39.71,4.39,3.01,0.19,8.45,1.95,0.33,3.8,4.75,0.1904124691368638,0.7913796042174059,3.990101802878795,3.5220796880444096,4.8970911303651015,22.533274489435
72,72,72,72,72,88,Esa Lindell,22.045175438596,0.14,0.75,38.46,4.87,2.94,0.16,7.56,2.18,0.36,3.98,5.3,19.916869918699,0.29,0.59,31.58,4.26,6.9,0.26,8.49,2.5,0.48,3.2,5.4,0.242367512787798,0.7385120333374501,4.8312362481473325,3.342749804764874,5.239755718340128,19.842277022852702
73,73,73,73,73,89,Shayne Gostisbehere,22.194512195122,0.46,1.22,57.95,4.98,9.27,0.27,10.35,2.9,0.4,1.98,3.79,20.816666666667,0.5,1.08,48.81,5.96,8.39,0.37,12.84,3.77,0.69,1.77,3.42,0.3943702255171581,1.21472258483889,6.011185053324039,1.955754560263348,3.7541988500818144,20.625448505880527
74,74,74,74,74,90,Adam Pelech,21.282692307692,0.11,0.9,38.36,3.76,2.88,0.2,8.13,2.53,0.51,3.58,4.63,21.651912568306,0.27,0.68,35.59,4.41,6.19,0.23,10.45,3.04,0.5,3.5,5.0,0.2385426176408751,0.7724394324283608,4.611125906145674,3.5032558886218497,4.8477139562206375,21.347078250205723
75,75,75,75,75,91,Damon Severson,23.604791666667,0.35,1.11,51.11,5.02,6.96,0.33,9.91,3.05,0.54,2.89,2.92,19.954938271605,0.26,0.97,42.31,3.79,6.86,0.22,9.09,3.34,0.71,1.63,4.27,0.2848691727843746,0.930668759642124,4.983437533963,1.996001742561808,4.0095014871142,19.883333421882366
76,76,76,76,76,92,Jake McCabe,20.304,0.16,0.71,44.0,3.15,5.0,0.17,7.09,2.21,0.28,6.54,6.58,19.475,0.12,0.89,35.71,3.89,3.13,0.18,7.5,2.11,0.57,6.61,6.12,0.1543176748154398,0.7422380145975189,3.811183791747921,6.29850465237427,5.964071183104702,19.449172760795438
77,77,77,77,77,93,Jaccob Slavin,23.529957805907,0.13,1.23,39.25,5.33,2.42,0.27,11.01,3.1,0.55,1.61,3.91,21.991666666667,0.25,0.72,35.53,4.7,5.34,0.23,10.66,3.7,0.79,1.29,3.7,0.269684514826559,0.8920061723400362,5.031488092157906,1.5381593122958277,3.94071643168205,21.653969839258817
78,78,78,78,78,94,Brett Kulak,17.75472972973,0.23,0.73,36.84,4.2,5.43,0.14,8.17,1.96,0.46,4.7,2.88,17.509349593496,0.13,0.71,30.3,4.76,2.63,0.15,8.82,1.67,0.33,4.39,4.43,0.1496175532078396,0.6674479560390196,3.6187220840535415,4.346630457354904,4.088734269956009,17.726957977253637
79,79,79,79,79,95,Erik Gustafsson,16.218079096045,0.19,0.94,36.0,4.95,3.8,0.24,10.85,2.38,0.19,2.82,3.45,19.772857142857,0.3,1.52,48.28,5.29,5.74,0.29,11.66,3.81,0.82,2.25,2.73,0.2749006218876055,1.1087227204916703,5.567422085994087,2.44817078989848,3.2834108506087567,19.68733246424371
80,80,80,80,80,96,Matthew Benning,16.337179487179,0.0,0.62,37.93,3.45,0.0,0.12,6.44,1.75,0.34,4.63,3.79,19.778571428571,0.04,0.91,43.64,2.29,1.72,0.13,6.15,2.05,0.28,4.02,4.92,0.1062941833794716,0.5467497087586819,3.851995738603996,4.058993904982177,4.591467133224574,19.692908708599816
81,81,81,81,81,98,Jaycob Megna,19.120454545455,0.14,0.43,28.57,2.85,5.0,0.1,5.99,2.42,0.21,5.06,6.56,18.866049382716,0.06,0.65,24.49,3.3,1.79,0.17,7.42,2.12,0.41,5.06,3.89,0.1186559815144337,0.6679248511303671,3.50944216038034,4.904616662415783,4.714294418485755,18.913629090756633
82,82,82,82,82,100,Nate Schmidt,20.209307359307,0.15,1.08,42.67,4.51,3.42,0.25,9.91,2.35,0.39,1.43,4.01,18.467370892019,0.32,0.55,36.54,4.62,6.93,0.27,11.21,3.2,0.69,2.06,3.89,0.2813479144418833,0.8303772798611755,5.047387433543134,2.084908823582445,4.071959999280346,18.57251535789151
83,83,83,83,83,101,Chad Ruhwedel,15.330555555556,0.2,0.45,27.08,4.11,4.88,0.16,9.08,2.06,0.2,7.48,4.32,14.568439716312,0.09,0.35,22.73,3.15,2.78,0.13,8.5,2.02,0.35,7.89,4.47,0.1324504413841414,0.512921481440686,3.701271645432442,7.4046629466469,4.473791449136204,15.157353481214955
84,84,84,84,84,102,MacKenzie Weegar,23.372708333333,0.26,1.16,36.67,6.51,3.94,0.35,12.55,4.14,0.87,5.74,5.01,21.098559670782,0.14,0.95,41.89,5.62,2.5,0.28,12.5,3.55,0.6,6.53,4.11,0.3120465560326268,1.0287213618252378,5.407094886538205,6.111367519277724,4.4466551981434055,20.876575010696477
85,85,85,85,85,105,Connor Clifton,16.042777777778,0.12,0.5,28.57,4.99,2.5,0.17,9.23,1.99,0.19,9.72,3.86,17.855769230769,0.22,0.78,35.38,4.01,5.38,0.23,7.41,2.54,0.69,8.96,5.17,0.2041421956363142,0.7009045179126889,4.7585154480285565,8.56084443179617,4.748644556628516,18.019452557752707
86,86,86,86,86,106,Carson Soucy,17.659895833333,0.53,0.58,36.84,5.15,10.31,0.24,8.97,3.03,0.48,6.26,3.88,16.29188034188,0.14,0.61,27.12,4.11,3.45,0.18,9.25,2.46,0.33,6.75,4.53,0.2277804541846928,0.747008556721979,4.365076289179165,6.358549424226013,4.396448006167648,16.66783532359051
87,87,87,87,87,107,Josh Brown,14.216666666667,0.0,0.49,27.27,3.65,0.0,0.1,7.06,1.06,0.08,9.58,5.03,15.7625,0.22,0.17,17.95,3.81,5.88,0.23,7.17,2.24,0.73,8.51,6.61,0.1790621902458581,0.4509286308536701,4.547839675049877,8.202282058278719,5.847140253728049,16.18995630799699
88,88,88,88,88,108,Ryan Graves,20.722,0.23,0.85,38.89,4.29,5.41,0.21,9.3,3.32,0.89,3.47,5.21,19.947863247863,0.31,0.69,29.89,5.44,5.67,0.22,11.18,3.43,0.54,3.2,5.86,0.2696302934231234,0.7902935818583355,4.477239588602005,3.2615610799766133,5.4738473652770505,19.86247846738043
89,89,89,89,89,109,Shea Theodore,23.137179487179,0.47,1.26,49.52,6.82,6.83,0.39,13.86,4.36,1.13,1.23,3.22,21.43303030303,0.41,1.68,56.94,6.92,5.88,0.37,14.35,4.07,0.81,0.81,4.38,0.4428347756316664,1.335970423593554,6.617484407702532,1.1189721285481458,4.146469916411972,21.166209560367232
90,90,90,90,90,111,Brett Pesce,21.700714285714,0.28,0.83,39.44,5.85,4.73,0.23,12.01,2.37,0.51,1.54,3.91,22.009552845528,0.17,0.83,35.71,4.79,3.47,0.21,11.5,2.59,0.4,1.23,3.66,0.2300053873441345,0.7598348947226432,4.7204047138845056,1.4821790588220027,3.9183892774649114,21.660193014608026
91,91,91,91,91,112,Seth Jones,26.209829059829,0.15,1.35,53.68,5.69,2.58,0.28,10.71,3.11,0.85,2.91,4.55,24.451157407407,0.41,0.85,41.57,6.07,6.74,0.33,11.25,3.27,0.75,3.61,4.26,0.3559330999941864,1.0022910020585336,5.575472386112825,3.478796813540931,4.414509935150039,23.806264953836475
92,92,92,92,92,113,Darnell Nurse,25.048591549296,0.3,0.88,34.31,6.85,4.43,0.36,13.83,3.95,0.67,6.61,4.45,23.495731707317,0.37,0.97,43.43,6.32,5.91,0.31,12.49,3.86,0.75,4.55,5.11,0.3710219598655505,1.0162652081953183,6.161811986136735,4.770254732733016,4.863772377197392,22.969560898537416
93,93,93,93,93,114,Rasmus Ristolainen,21.440909090909,0.08,0.59,25.4,4.11,2.06,0.25,8.48,2.76,1.02,9.75,5.3,19.024099099099,0.13,0.72,32.79,3.67,3.49,0.21,7.37,1.49,0.43,6.9,6.05,0.2051128616186872,0.6412031413922582,3.9406648298724862,7.026226769034268,5.602571974368657,19.062894619176884
94,94,94,94,94,115,Josh Morrissey,23.659282700422,0.39,0.8,34.91,5.55,6.94,0.39,11.27,3.72,0.71,4.82,3.34,24.231196581197,0.51,1.9,58.02,5.46,9.3,0.39,12.54,4.41,0.95,2.83,3.78,0.4310268640789246,1.3409888803737362,6.724530597638353,3.199979408386885,3.841790105235122,23.601991676248034
95,95,95,95,95,116,Ryan Pulock,21.135416666667,0.25,0.81,33.87,6.18,4.1,0.3,11.46,2.69,0.46,4.36,6.59,20.905081300813,0.18,0.74,31.71,4.41,3.97,0.2,10.54,2.66,0.21,4.9,4.48,0.2405726620821475,0.748670522520145,4.880392554978265,4.673616616437271,5.051176818708638,20.696926979352224
96,96,96,96,96,117,Nikita Zadorov,16.910135135135,0.19,0.86,44.0,5.08,3.77,0.21,10.79,2.88,0.19,8.68,2.35,18.685772357724,0.55,0.27,29.17,5.09,10.77,0.26,10.49,3.29,0.47,6.81,2.94,0.3229412431464676,0.7699068094611436,5.591495635048078,6.7886345860379,3.1235429745130765,18.745597730240164
97,97,97,97,97,118,Trevor van Riemsdyk,17.468055555556,0.05,0.76,34.69,3.58,1.33,0.17,7.01,2.15,0.38,1.19,6.15,19.065333333333,0.29,0.67,33.82,4.07,7.22,0.17,8.14,2.06,0.46,0.88,6.71,0.191606624295831,0.6575622830293419,4.332516820307401,1.1649138722756371,6.1850814920199415,19.078486948341112
98,98,98,98,98,119,Jordan Oesterle,18.287037037037,0.15,0.44,27.59,4.59,3.17,0.15,7.36,2.04,0.0,1.97,3.21,15.655769230769,0.15,0.66,42.31,3.98,3.7,0.2,7.74,2.58,0.29,3.02,5.01,0.1722112866574984,0.6639642469635962,4.577898059880205,2.8882606039142456,4.495603636825243,16.117909440061897
99,99,99,99,99,120,Aaron Ekblad,24.91393442623,0.59,1.66,45.6,7.11,8.33,0.43,12.52,3.99,1.03,2.45,2.72,23.394131455399,0.51,0.87,36.19,7.8,6.48,0.54,13.58,4.91,1.34,2.78,2.89,0.5766735014555623,1.4464001609087695,7.778058233472217,2.7853267093112564,3.188835496489103,22.880528567800354
100,100,100,100,100,121,Travis Sanheim,22.970208333333,0.23,0.78,34.44,4.02,5.69,0.23,8.13,2.29,0.72,2.09,4.64,20.402674897119,0.25,0.58,39.66,4.03,6.31,0.27,7.48,2.83,0.84,2.21,4.97,0.2642733264699954,0.7636854416450863,4.441739067488346,2.302068342604862,4.833487549064469,20.269422080206443
101,101,101,101,101,122,Tony DeAngelo,19.797395833333,0.47,1.94,48.57,7.15,6.62,0.34,12.5,3.74,0.33,1.94,2.79,22.058571428571,0.43,1.2,50.6,6.76,6.32,0.33,11.15,2.91,0.58,2.02,3.07,0.3978862245790333,1.5073543275166548,6.527004070249296,2.136206413028912,3.306940400013049,21.69310928019861
102,102,102,102,102,123,Marcus Pettersson,15.655092592593,0.11,0.9,41.3,4.42,2.41,0.2,10.06,2.18,0.32,6.49,3.94,20.583823529412,0.04,0.99,36.36,4.12,1.04,0.23,9.26,2.96,0.81,5.7,5.62,0.1837506876631609,0.8022941994231191,4.520960922250829,5.610521644447648,5.019976709624848,20.389629318298017
103,103,103,103,103,124,Brandon Montour,17.911111111111,0.45,1.08,42.53,6.33,7.19,0.39,12.32,4.38,0.99,2.65,2.69,24.12625,0.5,1.77,47.71,7.52,6.61,0.52,14.27,4.85,1.4,2.86,2.89,0.519146277692244,1.510294490903333,7.478218963061105,2.8769476955980835,3.181278620969039,23.481419296380434
104,104,104,104,104,125,Jake Walman,14.02385620915,0.25,0.59,45.45,7.3,3.45,0.38,14.51,4.7,1.01,3.94,4.87,19.718518518519,0.43,0.43,32.73,6.76,6.43,0.34,12.41,3.62,0.58,2.27,5.84,0.4149546529841496,0.7592411430882626,6.264223509912992,2.641413164947517,5.377039198941092,19.62889175590624
105,105,105,105,105,126,Devon Toews,25.378535353535,0.47,1.58,46.34,5.66,8.23,0.29,9.56,2.76,0.86,1.93,3.04,25.10625,0.21,1.28,41.67,4.93,4.24,0.26,9.23,2.84,0.75,2.78,4.12,0.302015755697491,1.194555674023949,4.9368204402579625,2.702546048742834,3.9560021608801774,24.371654779615874
