,Player,TOI_GP_Proj,Goal_Proj,Assist_Proj,Shots_Proj,Hits_Proj,Shots_Blocked_Proj,Total_Goals,Total_Assists,Total_Shots,Total_Hits,Total_Shots_Blocked,Projected Fantasy Points
168,Kasperi Kapanen,14.249258530230575,0.8351403075411329,1.2686080943504268,6.846452664370504,6.115916221819859,1.285611249425819,15.866840201559834,24.1022996132565,130.07583203946834,116.19636185858957,24.425342749921654,123.51036417837105
169,Jared McCann,16.364746498488113,1.3121337914123772,1.5731729396762433,9.669340015734782,3.1287482147174663,1.407048978972477,28.630315824751513,34.326101808110735,210.9817308869157,68.26822852193145,30.701333135788154,169.07455659377257
170,David Pastrnak,18.9822018217688,1.8230367197703248,2.099619480960032,13.905852297451045,3.26554666925354,1.1220306455469986,46.140334590900906,53.14053431533438,351.95159308523074,82.64968791223411,28.398149551976882,261.1710611344966
171,Adrian Kempe,18.38250665892861,1.2702921765577495,1.276130919975792,10.089219692276082,4.536847225458079,1.2898582803458063,31.134872525810326,31.27798017882625,247.286864235545,111.19816577669988,31.61443790337465,191.0725922093518
172,Ivan Barbashev,16.70200185506284,0.8879305605348392,1.382668493181111,5.329842530148578,7.394265800720229,1.755442155928021,19.773623825626494,30.79110898406381,118.69205310097914,164.6653881606093,39.09253085968709,150.9508496656357
173,Nicolas Aube-Kubel,12.088088915057613,0.6605798444362753,0.937964043348296,6.872124196580706,10.96363182605116,1.1863814228761351,10.646863860054161,15.11759034016154,110.76113109811524,176.70580846034915,19.121445502532385,113.05841432551905
174,Ryan Donato,12.38003401548326,0.97034894204017,1.0545080331919272,8.603745010350233,4.771866904225709,1.041829803069822,16.017270545794,17.406460427355213,142.019541184907,78.76783278889744,17.197184533798165,108.93714114584385
175,Christian Dvorak,16.865031814228416,0.6723222627343576,1.0632768169758815,5.614055607720552,1.2758261034376468,3.2831968714588533,15.118315133905302,23.909596460839687,126.24163524140607,28.689130431865316,73.82829291937169,111.33599137681105
176,Warren Foegele,13.34489797166325,0.9660383891298382,1.0415499565714046,9.06289540717196,6.654282388521809,1.3764455631360448,17.18891165286348,18.532503870447577,161.25788604875368,118.4009593992789,24.49136747146545,128.94788040604905
177,Brayden Point,19.138949305379512,1.5220433931406243,1.721031715094068,9.954809549618645,2.1022395076415066,1.3939518488806744,38.840415122541636,43.918318330847626,254.03279375314548,53.646207152689044,35.571698359823024,207.4118233923453
178,Michael Amadio,12.940769437032454,0.8696442056841578,1.0201681230958055,5.940392573939551,3.959471240948541,1.782478827641985,15.005153544013218,17.602347290657285,102.497667553082,68.31813922890112,30.755530046542454,98.00548858581512
179,Viktor Arvidsson,17.003505954219882,1.2816780306952422,1.5547308162183515,11.054940098684192,1.3652201565031103,2.197978902384937,29.057360035092486,35.24783292103717,250.6303197220277,30.951372079895517,49.83112980526927,176.21575839302025
180,Sam Lafferty,14.846617492781435,0.6773770559927954,0.8673048284804824,6.716573343007286,7.903602727363456,1.948329177780558,13.409010731615234,17.16872405078951,132.95786038112195,156.4556886774258,38.56813073671107,125.98216546283467
181,Danton Heinen,11.912765308508035,0.9485104254367256,1.1911434272886166,8.547305743511252,5.655921973771187,2.114729477849972,15.065842787867762,18.919749464081594,135.7627297900164,89.83689476902626,33.58970128081395,113.84876649978126
182,Michael Bunting,15.908391098125009,1.1224262881847125,1.399984795958586,8.744690478939763,3.9616179254604016,1.0105143125697098,23.8079951616789,29.695340887383903,185.48527489469845,84.03062311942229,21.434209192815846,150.04885801247585
183,Oskar Lindblom,11.87616484782054,0.6078733390035652,0.8123213797322848,6.632209315350528,4.75009509425073,2.0822155384876613,9.625605307468586,12.86301682014619,105.02028151247185,75.21721650952708,32.97164664503051,85.41651360184072
184,Victor Olofsson,14.820724162091418,1.0813983678749004,1.2668861892829335,8.165058448185729,1.0240492830747103,0.9513515266914364,21.369475892813018,25.034894341500657,161.3494387038865,20.23620260378367,18.799624744371105,117.87016264013701
185,Pierre Engvall,14.09960692069422,0.9231336930274572,1.0850182074829031,8.496426675726372,3.070353704565409,0.6377420353579555,17.35442960924793,20.3977736364069,159.72836847765672,57.7210404558261,11.989216020467527,112.46628909339034
186,Jake Evans,14.944291057153835,0.5463341997061273,1.0495991737995376,5.95215751079817,2.86444309004522,2.616231912184127,10.886103059847434,20.91402072881131,118.60103234585617,57.0760950057185,52.130308224924974,99.6380857426311
187,Andrew Mangiapane,16.685135962525933,1.045563061733371,1.1924537732232394,9.01018396580923,3.6382457502906274,1.3183540746553255,23.26048245655492,26.528337780342422,200.4481926891975,80.93950001157506,29.32922264316556,150.7285315294368
188,Frank Vatrano,16.34366123969077,0.9782685610979328,1.0670125643757489,9.17580403120019,3.9382601213995785,2.6338017736610784,21.317986618699134,23.25185585420131,199.95497691696653,85.82078573058422,57.39461861495116,151.68042440722505
189,Kyle Connor,19.988423983715915,1.305748866326505,1.7537429302422092,11.267774015091604,1.5952414198945608,0.9598773763975724,34.79981594185411,46.73940966416747,300.3000591551306,42.51514914298329,25.581914629082064,208.4383222796747
190,Pavel Zacha,16.21984858710075,0.9872853201262644,1.4472469625807152,7.976671606162049,3.352377223031315,1.0526571869018722,21.351491206287065,31.298835468267555,172.50720757463225,72.50006795255095,22.76525358089571,140.9449501578614
191,Connor McDavid,21.39134368711485,1.7378934572432696,2.570296219697972,11.848282613752565,2.872565695135105,1.2416850030324225,49.56783498063869,73.30945308433519,337.9342473237981,81.93072006460135,35.41508086800373,286.26513510971336
192,Jack Eichel,18.463213808989,1.1806549835813298,1.6180719455097006,9.78657822415094,3.207840952450447,2.703502667173918,29.064913862013984,39.83307771769653,240.92224828119288,78.9694044937647,66.5537970362721,194.57426789453194
193,Jordan Greenway,14.119111384283062,0.5911526571608448,0.6797040928712695,6.543801284280856,7.996104717139131,2.439004228282663,11.128733615425155,12.795757060803378,123.19021227916794,150.5305241889048,45.91542982114703,114.96226586395863
194,Timo Meier,18.9026780371903,1.4897776433541123,1.5196865369830193,12.727319486495162,6.018912455632549,1.805497354303157,37.547716185769204,38.30152710139026,320.77389670623495,151.69808571047534,45.504980247188634,242.8912001389034
195,Mikko Rantanen,21.171321838473528,1.4816512544240794,1.9137909558762816,10.16906919137566,2.5411512193404127,1.488839280911887,41.82468741305361,54.02331234455553,287.05684886442646,71.7327070731804,42.02759410926275,237.87697468238017
196,Sebastian Aho,18.962552899469152,1.3470581960163486,1.5034571497750533,9.830796773007048,2.6757226848996583,0.9952777730848328,34.05821640083133,38.012514312926086,248.55600513610233,67.65137727562586,25.164009895716,191.4717951914498
197,Evgeny Svechnikov,11.725963675303502,0.6644331720916458,0.8310473430697852,6.435224335431364,8.609863448983347,1.873767727684568,10.388158987484426,12.993107943058384,100.61227573292973,134.6119280694694,29.29564308104697,99.89938763888877
198,Christian Fischer,14.979879243806556,0.5325141447915188,0.6933142958481818,6.023494700371751,6.514440048736997,1.863913092249556,10.635996779461163,13.84768590641405,120.30829764970346,130.1140336947967,37.228257390464556,107.03232664907755
199,Keegan Kolesar,12.439221321100364,0.5662434136979968,0.8252222478830588,5.8646477308779295,17.201776325963646,2.321880290790349,9.391502859473034,13.686829574017754,97.26886812623947,285.3022704463019,38.50984375765603,137.74008087551317
