Player,TOI/GP,Goals/60,Total Assists/60,IPP,Shots/60,SH%,ixG/60,iCF/60,iSCF/60,iHDCF/60,Hits/60,Shots Blocked/60
Gustav Forsling,23.435772357724,0.41,0.87,40.2,6.53,6.22,0.29,12.89,3.75,0.5,2.15,3.31
Jake Middleton,19.039240506329,0.12,0.48,25.42,3.15,3.8,0.18,7.06,2.07,0.68,4.59,6.18
Noah Hanifin,22.641769547325,0.23,1.01,42.22,5.76,3.98,0.3,12.5,3.5,0.75,2.49,4.22
Rasmus Andersson,24.086919831224,0.35,1.2,42.24,5.01,6.92,0.28,9.59,2.96,0.66,1.58,4.29
Jonas Siegenthaler,20.153958333333,0.15,0.63,23.86,3.13,4.76,0.13,7.03,1.86,0.19,3.76,5.62
Vince Dunn,23.669341563786,0.44,1.56,45.71,4.69,9.33,0.31,10.48,3.22,0.34,3.6,2.5
Erik Cernak,19.240238095238,0.09,0.62,28.07,3.88,2.3,0.2,7.4,2.41,0.31,9.31,4.45
Brandon Carlo,18.830666666667,0.13,0.55,21.62,3.99,3.19,0.24,7.39,2.63,0.59,5.44,4.93
Ethan Bear,18.527049180328,0.16,0.69,32.0,3.98,4.0,0.2,8.23,2.12,0.53,2.07,4.35
Caleb Jones,19.209589041096,0.17,0.51,28.57,3.68,4.65,0.26,8.43,2.91,0.64,4.96,5.05
Jeremy Lauzon,16.841791044776,0.16,0.48,32.43,4.09,3.9,0.2,8.61,2.45,0.37,13.29,3.99
Thomas Chabot,24.972303921569,0.39,1.06,34.75,5.83,6.67,0.34,12.54,3.85,0.57,2.79,4.35
Ivan Provorov,23.022764227642,0.19,0.67,35.53,3.65,5.22,0.18,8.14,2.54,0.51,3.08,5.15
John Marino,21.070833333333,0.18,0.62,29.51,2.98,5.97,0.21,6.45,2.09,0.49,1.96,3.6
Will Borgen,16.359756097561,0.13,0.76,31.25,3.4,3.95,0.13,7.47,1.79,0.09,9.08,3.98
Colton White,14.530072463768,0.0,0.54,27.27,2.69,0.0,0.15,5.12,1.62,0.54,3.05,3.32
Alexandre Carrier,17.888372093023,0.16,0.55,36.0,3.74,4.17,0.22,7.72,2.42,0.47,4.45,5.23
Niko Mikkola,17.431069958848,0.04,0.21,9.52,2.63,1.61,0.11,5.4,1.27,0.13,6.42,4.5
Vladislav Gavrikov,21.971296296296,0.23,0.49,30.65,3.38,6.74,0.24,6.33,2.24,0.99,2.81,4.36
Matt Roy,18.77581300813,0.35,0.66,35.14,5.26,6.67,0.27,9.78,3.62,0.78,4.64,5.96
Jalen Chatfield,14.124786324786,0.33,0.44,25.45,5.06,6.45,0.28,11.71,3.16,0.82,4.25,3.43
Adam Fox,24.377642276423,0.36,1.8,52.55,4.77,7.55,0.36,9.94,4.62,1.05,0.75,3.75
Ryan Lindgren,18.839947089947,0.05,0.86,30.51,3.79,1.33,0.18,8.04,2.73,0.66,3.44,4.65
Charlie McAvoy,22.302985074627,0.28,1.81,54.74,4.22,6.67,0.28,9.03,3.53,0.8,3.37,5.26
Jakob Chychrun,22.703819444444,0.5,1.32,52.38,7.93,6.25,0.53,15.47,5.23,1.1,3.03,4.57
Andrew Peeke,21.246875,0.21,0.25,25.0,3.18,6.67,0.11,6.64,1.48,0.18,6.35,6.95
Dante Fabbro,17.44746835443,0.09,0.39,25.0,4.4,1.98,0.2,8.88,2.26,0.35,4.92,5.62
Josh Mahura,14.039837398374,0.21,0.63,28.57,4.07,5.13,0.2,10.27,2.71,0.36,5.26,3.65
Riley Stillman,14.642666666667,0.08,0.57,25.0,3.03,2.7,0.15,8.6,1.39,0.49,6.64,3.61
Samuel Girard,21.494956140351,0.22,1.14,56.06,4.37,5.04,0.2,9.88,2.94,0.59,2.46,4.26
Mikhail Sergachev,23.810970464135,0.32,1.72,53.33,4.98,6.41,0.26,11.23,3.73,0.61,4.08,4.75
Filip Hronek,21.699739583333,0.39,1.3,46.43,5.36,7.26,0.28,11.19,2.64,0.39,4.41,2.51
Jacob MacDonald,12.039367816092,0.09,0.6,40.0,6.44,1.33,0.46,12.03,5.76,2.06,5.93,3.69
Troy Stecher,16.369135802469,0.14,0.5,34.15,3.98,3.41,0.17,8.19,2.62,0.54,3.17,4.16
Nikita Zaitsev,16.463768115942,0.08,0.55,32.0,1.58,5.0,0.04,3.96,0.95,0.08,7.53,5.7
Gavin Bayreuther,15.947058823529,0.15,0.89,48.28,4.5,3.28,0.18,8.71,1.99,0.37,3.98,5.24
Juuso Valimaki,18.175213675214,0.17,1.27,42.5,3.94,4.3,0.27,8.21,3.43,0.93,2.24,4.15
Nicolas Hague,18.090946502058,0.12,0.57,26.56,4.22,2.91,0.21,10.15,2.58,0.37,4.79,5.45
Mario Ferraro,21.603240740741,0.15,0.27,21.57,2.55,6.06,0.22,5.67,2.12,0.58,4.98,5.59
Cal Foote,15.122333333333,0.16,0.4,22.58,3.09,5.13,0.12,6.67,1.51,0.16,4.6,4.13
Mikey Anderson,21.659956709957,0.18,0.54,27.78,3.24,5.56,0.18,6.76,2.81,0.54,5.83,4.64
Henri Jokiharju,21.024444444444,0.14,0.48,22.81,3.76,3.8,0.15,7.28,1.47,0.05,3.0,2.76
Miro Heiskanen,25.491139240506,0.33,1.85,52.52,6.14,5.34,0.38,13.14,4.65,0.69,1.46,2.86
Timothy Liljegren,17.908457711443,0.3,0.6,29.51,4.2,7.14,0.22,7.7,2.5,0.4,5.35,4.65
Dylan Samberg,14.925925925926,0.13,0.38,23.53,3.13,4.08,0.09,7.47,1.72,0.19,5.81,5.93
Pierre-Olivier Joseph,15.249111111111,0.26,0.84,33.33,5.67,4.63,0.22,11.59,3.46,0.37,4.62,1.89
Cale Makar,26.380277777778,0.64,1.86,57.89,6.67,9.66,0.47,15.28,5.19,1.1,2.46,2.96
Erik Brannstrom,16.113513513514,0.1,0.81,33.33,3.72,2.7,0.18,10.06,3.47,0.55,2.47,5.18
Neal Pionk,21.940853658537,0.33,0.77,41.77,4.74,7.04,0.24,9.87,2.2,0.5,5.64,4.3
Calle Rosen,15.601360544218,0.63,0.78,38.3,4.87,12.9,0.2,9.03,3.06,0.24,1.26,4.0
Radim Simek,14.623484848485,0.09,0.19,17.65,3.64,2.56,0.26,7.46,3.36,0.75,8.3,6.9
Jan Rutta,17.120238095238,0.19,0.38,25.71,4.01,4.69,0.13,8.76,1.81,0.13,4.44,4.38
Johnathan Kovacevic,17.419480519481,0.13,0.54,25.42,4.12,3.26,0.22,9.13,2.59,0.4,4.16,3.85
Jacob Bryson,14.58615819209,0.07,0.56,32.14,1.88,3.7,0.07,4.04,0.91,0.0,2.37,4.81
Sebastian Aho,16.770422535211,0.25,0.91,38.98,4.48,5.62,0.19,9.22,2.52,0.4,1.91,3.48
Nick Perbix,15.396376811594,0.28,0.85,38.46,6.27,4.5,0.25,11.58,4.52,0.62,4.12,3.67
Sean Walker,14.827857142857,0.17,0.58,27.66,5.43,3.19,0.27,10.69,3.76,0.87,4.45,6.01
Sean Durzi,19.785416666667,0.38,1.22,48.1,4.63,8.18,0.25,11.08,4.63,0.8,2.86,5.98
Zach Whitecloud,17.111581920904,0.3,0.42,27.91,3.8,7.81,0.21,8.26,2.2,0.48,5.35,5.76
Martin Fehervary,20.000248756219,0.27,0.45,32.0,4.07,6.59,0.3,8.46,3.18,1.12,9.72,5.73
Quinn Hughes,25.661111111111,0.21,2.07,53.52,4.62,4.55,0.24,11.03,3.18,0.42,0.87,2.13
Evan Bouchard,18.516463414634,0.32,1.26,36.04,6.16,5.13,0.34,15.02,3.95,0.47,3.75,3.04
Mattias Samuelsson,22.176060606061,0.1,0.39,15.38,3.74,2.63,0.19,6.79,1.52,0.39,5.26,4.48
K'Andre Miller,21.952109704641,0.31,1.18,48.31,3.91,7.96,0.23,8.3,2.84,0.66,5.6,3.63
Rasmus Dahlin,25.794017094017,0.45,1.73,47.4,6.08,7.35,0.47,11.27,4.26,1.07,3.13,3.94
Noah Dobson,20.380982905983,0.49,1.36,50.0,7.77,6.31,0.43,18.15,4.38,0.6,2.26,3.93
Adam Boqvist,18.633333333333,0.35,1.33,46.15,4.76,7.35,0.28,9.45,3.36,0.49,1.61,3.29
Rasmus Sandin,19.326525821596,0.31,1.22,43.75,3.54,8.64,0.17,7.61,2.49,0.44,5.95,3.8
Nils Lundkvist,16.308888888889,0.37,0.61,36.36,5.76,6.38,0.27,11.96,3.07,0.55,3.0,4.11
Calen Addison,16.119892473118,0.18,1.56,42.03,4.62,3.9,0.21,9.31,1.74,0.24,1.14,2.28
Jordan Harris,18.652307692308,0.2,0.64,33.33,3.46,5.71,0.17,7.82,2.77,0.69,2.62,4.85
Ilya Lyubushkin,15.008823529412,0.12,0.71,35.9,2.41,4.88,0.09,4.59,1.06,0.12,5.82,6.11
Alexander Romanov,19.449561403509,0.08,0.81,35.48,4.06,2.0,0.15,9.54,2.23,0.37,8.04,5.24
Tim Berni,16.964406779661,0.06,0.12,9.09,3.48,1.72,0.2,7.13,2.58,0.6,7.31,4.44
Simon Benoit,19.349145299145,0.12,0.28,22.73,3.26,3.66,0.16,6.96,1.79,0.28,8.59,5.09
Bowen Byram,21.877777777778,0.65,0.91,50.0,4.24,15.38,0.35,9.14,3.92,0.85,5.35,3.53
Moritz Seider,23.148780487805,0.16,1.17,40.0,4.43,3.57,0.22,9.39,2.12,0.19,6.54,6.01
Cam York,19.645679012346,0.11,1.02,38.46,2.38,4.76,0.25,6.9,3.0,0.79,2.49,3.9
Braden Schneider,15.721810699588,0.24,0.61,36.0,3.72,6.33,0.16,7.96,2.26,0.38,6.93,6.13
Kaiden Guhle,20.515909090909,0.27,0.93,54.55,3.19,8.33,0.17,7.11,2.66,0.53,5.58,5.12
Jake Sanderson,21.920346320346,0.14,1.0,38.1,4.69,3.03,0.28,9.92,2.7,0.43,1.53,5.23
Justin Barron,16.303418803419,0.38,1.04,46.88,3.77,10.0,0.15,8.78,2.55,0.38,4.62,3.59
Artem Zub,20.253144654088,0.17,0.39,24.39,2.29,7.32,0.12,6.09,1.62,0.22,7.32,3.75
J.J. Moser,21.050609756098,0.24,0.83,41.89,3.23,7.53,0.19,7.4,2.43,0.45,2.78,4.76
Owen Power,23.801687763713,0.13,0.99,31.53,4.15,3.08,0.26,7.28,3.19,0.83,0.86,2.74
Arber Xhekaj,15.270588235294,0.39,0.62,44.83,5.78,6.67,0.21,13.02,2.47,0.31,12.25,3.54
Nick Blankenburg,19.174074074074,0.35,0.87,38.89,4.35,8.0,0.29,9.04,2.78,0.52,5.3,4.26
