Player,TOI/GP,Goals/60,Total Assists/60,IPP,Shots/60,SH%,ixG/60,iCF/60,iSCF/60,iHDCF/60,Hits/60,Shots Blocked/60
Paul Carey,10.26,0.68,0.68,73.68,4.97,13.73,0.46,9.06,4.87,2.73,6.53,2.14
Nick Bonino,15.635680751174,0.65,0.7,58.14,4.49,14.46,0.55,7.78,4.59,2.49,0.97,3.89
Patrick Maroon,16.534234234234,0.83,1.27,56.58,6.91,12.06,0.91,12.11,7.85,4.76,7.36,0.69
James van Riemsdyk,14.894032921811,1.79,0.9,61.36,12.33,14.52,1.73,21.44,15.47,9.1,1.99,1.14
Paul Byron,16.125406504065,0.91,0.68,58.33,5.22,17.39,0.95,9.21,7.49,5.08,6.22,2.5
Sam Gagner,15.111036036036,0.54,1.13,60.78,8.8,6.1,0.67,14.49,6.22,2.58,2.9,1.5
Logan Couture,18.547435897436,1.41,1.12,70.11,8.46,16.67,0.74,15.64,8.05,2.9,1.37,2.99
Riley Nash,15.409210526316,0.77,1.33,74.55,5.79,13.27,0.64,9.63,6.4,3.13,4.41,3.43
Kyle Turris,16.614254385965,0.76,1.66,61.45,6.89,11.03,0.69,12.92,6.8,2.52,1.0,1.66
Brandon Sutter,17.315573770492,0.62,0.85,74.29,6.02,10.38,0.52,8.8,5.0,2.33,3.12,1.82
Colton Sceviour,13.439473684211,0.65,0.76,66.67,8.28,7.8,0.69,12.86,6.7,3.7,4.93,4.05
David Perron,17.808333333333,0.77,2.41,74.16,6.06,12.7,0.56,11.31,6.02,1.54,5.68,0.96
Patrick Kane,20.186585365854,0.98,1.78,79.17,10.33,9.47,0.91,18.67,9.1,2.75,0.65,0.51
Evgenii Dadonov,18.698873873874,1.21,1.6,66.33,8.15,14.89,1.02,15.74,9.67,4.16,1.17,1.43
Mikael Backlund,19.022967479675,0.54,1.19,70.31,8.23,6.54,0.77,14.31,7.58,3.15,2.08,1.54
Max Pacioretty,19.012239583333,0.84,0.99,51.39,10.45,8.02,1.16,19.28,9.71,4.09,5.82,1.33
Jakub Voracek,19.457113821138,0.75,2.44,72.03,8.57,8.77,0.8,15.49,7.52,2.82,0.86,1.2
Carl Hagelin,15.941975308642,0.46,0.98,63.27,7.85,5.92,0.64,11.89,6.09,2.56,5.2,1.67
Lars Eller,15.300617283951,0.87,0.97,67.86,7.79,11.18,0.8,14.48,7.36,3.34,3.44,3.34
Wayne Simmonds,18.087555555556,1.06,0.97,54.76,7.78,13.64,1.22,12.91,9.11,5.53,5.71,2.39
Zack Smith,16.719852941176,0.26,0.74,51.35,6.54,4.03,0.62,12.03,6.23,3.01,4.75,1.53
Jay Beagle,12.446202531646,0.43,0.92,70.97,3.97,10.77,0.53,7.32,4.39,2.14,4.21,2.68
Steven Stamkos,18.774358974359,1.11,2.42,71.07,8.69,12.74,0.87,16.88,8.77,3.15,2.5,1.43
Colin Wilson,13.13244047619,0.49,0.98,64.29,6.12,8.0,0.71,8.89,5.96,3.18,3.1,1.88
Mikkel Boedker,13.356756756757,0.91,1.34,74.0,7.22,12.61,0.73,12.02,8.26,3.52,2.49,1.46
Josh Bailey,17.88399122807,0.79,2.34,73.2,6.67,11.92,0.63,11.74,7.33,2.56,0.53,1.46
Jordan Eberle,16.068106995885,1.15,1.57,69.41,8.44,13.66,0.98,13.37,9.36,4.61,2.12,1.38
Tyler Ennis,11.973287671233,0.55,0.96,64.71,7.89,6.96,0.69,13.87,7.76,3.84,3.5,2.27
Derek Stepan,19.267276422764,0.53,1.6,65.12,7.94,6.7,0.67,13.1,7.14,2.96,1.97,2.05
Jori Lehtera,10.514516129032,0.28,0.46,47.06,4.14,6.67,0.39,6.81,3.77,1.66,5.06,1.93
Adam Henrique,17.785185185185,1.0,1.08,58.14,6.29,15.89,0.91,10.95,7.58,4.16,2.54,2.54
Gustav Nyquist,17.851219512195,0.86,0.78,57.14,8.73,9.86,0.84,14.06,8.36,4.06,2.66,1.48
Derek Grant,11.09797979798,0.98,0.98,77.42,5.32,18.46,0.72,9.17,6.47,3.85,5.16,3.19
Matt Calvert,13.376086956522,0.59,0.98,68.57,7.02,8.33,0.73,10.99,7.74,3.9,3.97,2.28
Cam Atkinson,18.901538461538,1.17,1.07,57.5,11.28,10.39,1.34,18.56,11.43,5.37,1.56,1.42
Tommy Wingels,11.486,0.63,0.56,58.62,5.99,10.47,0.67,10.38,6.34,2.58,12.47,2.86
Antoine Roussel,12.431735159817,0.33,0.79,60.71,5.62,5.88,0.6,11.31,6.61,3.24,6.88,2.78
Tyler Johnson,16.991769547325,0.92,1.26,68.49,8.11,11.29,0.88,13.56,8.85,3.66,2.09,2.05
Mike Hoffman,18.406910569106,0.87,1.35,62.92,10.22,8.56,0.7,17.85,7.2,2.27,1.23,1.35
Tyler Bozak,15.642592592593,0.52,1.52,50.59,7.29,7.14,0.86,11.93,7.67,4.07,2.04,1.33
Kyle Palmieri,17.309677419355,1.34,1.12,61.97,10.18,13.19,1.07,18.28,9.56,3.47,5.26,2.8
Ryan O'Reilly,20.816872427984,0.85,1.32,63.54,8.18,10.43,0.78,12.74,6.3,3.17,1.49,1.71
Alex Chiasson,11.765573770492,0.75,0.75,58.06,4.93,15.25,0.58,7.69,5.43,3.01,4.77,2.42
Jakob Silfverberg,17.96038961039,0.74,1.0,66.67,8.11,9.09,0.89,15.23,8.5,3.77,2.26,2.65
John Tavares,19.925203252033,1.36,1.73,69.42,9.47,14.34,1.12,16.45,11.57,4.85,1.1,1.25
Matt Duchene,18.332113821138,1.08,1.28,73.75,7.58,14.21,0.83,13.09,8.66,4.47,2.39,1.96
Evander Kane,19.576282051282,1.14,0.98,71.05,12.1,9.42,1.2,19.33,11.0,6.13,6.25,1.34
Brayden Schenn,19.725406504065,1.04,1.56,67.31,7.79,13.33,0.97,13.17,9.27,3.56,5.71,1.37
Nazem Kadri,16.759375,1.43,1.03,61.11,9.44,15.17,1.14,16.42,10.11,4.48,4.21,1.16
Magnus Paajarvi,12.450421940928,0.49,0.24,60.0,7.69,6.35,0.67,10.68,5.55,3.29,6.34,2.56
Zack Kassian,11.669369369369,0.49,0.83,73.08,5.98,8.14,0.58,9.94,6.18,3.2,8.96,0.63
Chris Kreider,15.618390804598,1.06,1.39,62.71,9.07,11.68,1.02,15.63,9.6,5.43,6.82,1.59
Reilly Smith,17.924378109453,1.1,1.9,69.77,8.09,13.58,0.89,13.84,7.74,3.35,2.0,1.2
Tomas Tatar,16.265447154472,0.9,0.63,49.28,7.83,11.49,0.7,14.26,8.23,2.65,3.01,1.3
Richard Panik,15.197222222222,0.77,1.15,59.32,7.46,10.29,0.93,14.7,8.17,4.11,7.51,2.03
Marcus Foligno,10.862987012987,0.57,1.08,65.71,5.67,10.13,0.54,8.97,5.02,3.01,13.27,3.16
Craig Smith,15.38164556962,1.23,1.28,62.96,11.31,10.92,1.28,18.37,11.8,5.78,2.96,1.73
Casey Cizikas,13.215104166667,0.5,0.71,58.62,5.25,9.46,0.52,8.73,5.39,3.05,9.08,3.76
Nicolas Deslauriers,11.594827586207,0.89,0.36,66.67,6.87,12.99,0.55,11.33,6.6,3.48,21.23,2.68
Cody Eakin,14.535,0.57,0.83,65.85,5.52,10.28,0.51,10.06,5.93,2.32,3.25,2.32
Gabriel Bourque,10.904310344828,0.47,0.57,91.67,4.17,11.36,0.56,7.97,5.79,3.42,11.67,5.6
Erik Haula,17.373684210526,1.32,1.18,67.07,7.95,16.57,0.88,13.63,9.04,3.86,3.86,1.91
Anders Lee,17.266869918699,1.7,0.93,60.19,8.81,19.23,1.22,13.43,10.55,6.91,4.32,1.61
Jordan Nolan,9.7975845410628,0.36,0.36,66.67,4.44,8.0,0.4,8.34,4.08,2.31,10.92,1.51
Mats Zuccarello,18.92375,0.63,1.47,63.1,7.05,8.99,0.72,11.53,6.54,2.89,2.46,2.66
Calle Jarnkrok,15.885294117647,0.89,1.06,74.47,5.83,15.24,0.57,10.22,5.89,2.39,2.0,1.72
Oscar Lindberg,11.775132275132,0.73,0.16,57.89,6.55,11.11,0.58,11.57,5.74,2.26,5.82,2.18
Jason Zucker,16.960975609756,1.42,1.34,68.82,9.58,14.86,1.1,14.58,9.28,5.39,3.45,2.03
Tyler Toffoli,16.118699186992,1.09,1.04,62.67,11.39,9.56,1.16,19.97,11.3,4.49,3.4,0.77
Ryan Spooner,15.291807909605,0.86,1.86,70.69,7.12,12.15,0.56,10.71,5.92,2.33,4.39,1.06
Johan Larsson,14.114791666667,0.21,0.69,65.38,4.57,4.65,0.37,7.44,3.08,1.49,6.22,2.5
Jordan Weal,12.95,0.54,0.87,63.64,6.85,7.84,0.8,12.09,7.18,3.42,1.14,1.68
Evgeny Kuznetsov,18.811814345992,1.09,2.26,72.17,7.55,14.44,0.82,12.64,7.35,3.88,2.02,1.05
Charlie Coyle,16.533080808081,0.6,1.43,66.07,6.43,9.4,0.66,10.94,6.21,3.35,4.18,3.46
Tyler Pitlick,13.679583333333,0.77,0.71,69.23,7.07,10.85,0.64,13.38,7.73,3.07,6.69,3.13
Brock Nelson,14.728455284553,0.94,0.79,66.04,6.86,13.77,0.73,12.37,8.64,4.42,2.48,2.58
Devante Smith-Pelly,12.348888888889,0.45,0.58,57.14,6.67,6.8,0.67,12.63,6.8,2.72,9.78,4.02
Nick Bjugstad,15.119715447154,0.92,1.45,69.01,11.13,8.26,1.14,17.42,10.89,4.98,4.6,0.92
Kevin Hayes,17.353289473684,1.14,0.86,70.97,7.82,14.53,0.82,12.19,7.05,3.82,1.82,1.64
Vladimir Tarasenko,19.057083333333,1.3,1.3,67.35,12.04,10.78,1.15,23.97,12.52,2.91,3.5,1.46
Austin Watson,12.331578947368,0.9,0.32,61.29,6.15,14.58,0.63,10.88,5.31,2.69,11.97,4.99
Jaden Schwartz,19.392741935484,1.2,1.75,70.24,7.83,15.29,0.99,13.42,8.93,3.84,2.59,1.5
Riley Sheahan,14.668930041152,0.56,1.06,61.54,5.5,10.09,0.58,8.74,5.5,2.47,2.63,2.52
Chris Wagner,13.27805907173,0.4,0.51,69.57,5.32,7.53,0.54,10.01,5.43,2.92,14.47,2.8
Jeff Skinner,16.707926829268,1.05,1.09,77.78,12.13,8.66,1.3,21.46,13.49,5.43,1.53,1.05
Zach Hyman,17.357723577236,0.63,1.05,55.56,6.28,10.07,0.77,10.07,7.42,4.3,4.93,2.32
Taylor Hall,19.141666666667,1.61,2.23,76.86,11.47,14.03,1.12,18.97,11.26,4.91,2.97,1.81
Brett Connolly,12.002857142857,1.07,0.86,60.0,4.78,22.39,0.59,10.57,6.78,2.29,5.14,1.71
Ryan Johansen,18.548734177215,0.61,1.6,56.84,5.28,11.63,0.62,8.64,5.12,2.54,3.56,1.43
Tyler Seguin,20.908536585366,1.4,1.33,62.9,11.72,11.94,1.31,19.88,11.55,4.41,2.59,1.54
Mikael Granlund,18.781601731602,0.87,1.91,74.44,8.01,10.88,0.93,13.86,7.8,3.69,1.95,1.87
Nino Niederreiter,15.001322751323,1.14,0.89,49.23,8.44,13.53,1.05,13.9,9.27,5.27,3.68,1.27
Joakim Nordstrom,10.571777777778,0.15,0.38,36.84,7.34,2.06,0.64,14.23,6.89,2.5,8.1,3.1
Bryan Rust,16.049033816425,0.7,1.35,71.7,6.66,10.57,0.87,11.76,8.02,4.06,5.26,2.17
Joonas Donskoi,14.97297979798,0.85,1.09,59.26,7.83,10.85,0.85,12.2,8.74,4.37,1.7,1.7
Tom Kuhnhackl,10.021497584541,0.17,0.52,47.06,5.47,3.17,0.45,7.98,4.77,2.52,12.06,4.34
Brendan Gallagher,16.157317073171,1.4,1.04,65.85,12.59,11.15,1.57,21.65,12.91,7.47,4.08,1.86
Jesper Fast,14.881690140845,0.74,1.14,68.75,4.54,16.25,0.61,7.61,5.68,3.29,7.38,2.5
Micheal Ferland,15.019264069264,1.09,1.04,59.42,7.47,14.58,1.08,13.75,9.13,5.45,8.87,1.56
Mark Stone,20.672988505747,1.0,2.1,76.54,6.61,15.15,0.84,11.96,7.41,3.5,2.65,1.95
Brian Gibbons,14.430508474576,0.85,0.99,72.22,5.07,16.67,0.5,7.75,4.58,2.47,2.47,4.09
Ryan Dzingel,16.494936708861,1.06,0.83,59.42,6.26,16.91,0.7,10.96,7.46,3.59,2.76,0.87
Ondrej Palat,16.996130952381,0.69,1.51,54.69,6.87,10.09,0.79,12.29,7.69,3.47,5.04,3.03
Scott Wilson,12.206763285024,0.43,0.57,48.28,6.98,6.12,0.57,11.26,5.34,2.42,9.12,2.35
Johnny Gaudreau,19.42375,0.93,2.32,77.06,8.77,10.57,0.84,15.83,8.61,3.67,0.62,0.7
Tobias Rieder,14.65235042735,0.63,0.68,60.98,5.98,10.53,0.65,11.18,6.14,3.46,5.04,2.15
Sean Kuraly,12.248888888889,0.39,0.52,56.0,8.75,4.48,0.78,13.72,7.31,3.2,9.34,1.44
Andrew Shaw,15.809477124183,0.74,0.74,51.28,7.0,10.64,0.88,11.31,7.52,4.54,5.95,1.93
Vincent Trocheck,21.364227642276,1.06,1.51,72.12,9.83,10.8,1.07,16.92,8.77,3.01,4.97,1.88
Adam Lowry,14.88962962963,0.72,1.16,70.0,6.27,11.43,0.59,9.4,6.9,3.67,11.1,2.51
Nick Cousins,12.853755868545,0.79,0.46,55.88,7.82,10.08,0.69,11.77,7.36,3.81,7.69,2.56
Blake Coleman,14.394092827004,0.69,0.63,56.82,7.7,8.9,0.84,12.93,7.7,4.06,11.4,3.01
Logan Shaw,11.878009259259,0.28,0.7,66.67,7.37,3.81,0.7,13.89,7.58,3.58,7.72,3.23
Nick Shore,14.168489583333,0.33,0.93,63.33,4.96,6.67,0.54,9.13,5.49,2.32,3.64,1.32
Jean-Gabriel Pageau,16.738888888889,0.64,0.69,56.86,6.76,9.52,0.7,11.08,6.07,3.77,6.02,3.17
Boone Jenner,16.461333333333,0.63,0.92,62.75,9.09,6.95,0.86,15.07,8.7,4.71,9.96,4.03
Dmitrij Jaskin,12.448464912281,0.38,0.7,47.22,7.86,4.84,0.73,13.44,8.37,4.0,13.13,2.92
Victor Rask,15.380985915493,0.77,0.93,53.45,6.92,11.11,0.64,12.69,6.59,2.2,3.41,1.59
Brandon Saad,17.50406504065,0.75,0.71,51.47,9.91,7.59,1.1,16.6,11.41,5.52,1.21,1.34
Brett Ritchie,10.839201877934,0.55,0.55,45.16,9.12,5.98,1.01,16.53,9.75,5.15,13.41,0.78
Markus Granlund,16.255974842767,0.56,0.28,50.0,6.48,8.6,0.7,10.38,5.57,3.41,3.27,0.84
Matt Nieto,14.909009009009,0.82,0.6,60.47,4.62,17.65,0.6,7.94,4.95,2.23,1.47,3.05
William Karlsson,18.716869918699,1.68,1.37,69.64,7.19,23.37,1.0,12.59,8.8,3.91,1.88,1.76
Nikita Kucherov,19.821458333333,1.48,2.31,80.0,10.56,13.98,0.97,20.7,10.56,2.88,1.17,0.57
Ryan Nugent-Hopkins,18.087903225806,1.28,1.28,73.85,8.08,15.89,0.92,13.59,8.83,4.01,2.35,2.09
Gabriel Landeskog,20.143162393162,0.95,1.41,51.24,6.99,13.66,0.81,11.91,7.56,4.32,5.69,1.95
Jonathan Huberdeau,19.206300813008,1.03,1.6,66.35,7.77,13.24,0.91,12.99,8.11,3.81,1.56,1.6
Ryan Strome,15.22012195122,0.62,1.01,69.39,7.07,8.84,0.76,12.02,7.5,3.03,2.07,0.82
Mika Zibanejad,17.965046296296,1.25,0.93,65.28,9.83,12.74,1.05,17.02,8.91,4.27,4.27,2.97
Mark Scheifele,20.678333333333,1.11,1.79,63.16,6.04,18.4,0.81,10.45,7.79,3.58,2.76,1.5
Sean Couturier,21.591666666667,1.05,1.52,53.52,7.69,13.66,1.02,12.78,8.81,4.34,2.51,1.49
Sven Baertschi,15.605660377358,1.02,1.09,59.18,6.02,16.87,0.68,10.45,6.38,2.9,1.38,2.1
J.T. Miller,17.020325203252,0.99,1.5,67.44,6.15,16.08,0.77,10.23,6.66,3.57,5.33,1.12
Joel Armia,12.601476793249,0.72,1.02,55.77,7.71,9.38,0.82,13.26,7.35,3.68,5.18,2.35
Stefan Noesen,13.286574074074,0.82,0.88,64.29,7.97,10.24,0.76,12.1,6.52,3.83,7.02,2.57
