Player,TOI/GP,Goals/60,Total Assists/60,IPP,Shots/60,SH%,ixG/60,iCF/60,iSCF/60,iHDCF/60,Hits/60,Shots Blocked/60
Phillip Danault,16.587820512821,0.56,1.18,67.57,6.54,8.51,0.73,10.5,6.4,3.69,4.1,2.64
Vladislav Namestnikov,17.087654320988,0.95,1.13,52.17,6.72,14.19,0.91,10.71,8.37,4.73,3.42,1.91
Rickard Rakell,19.416666666667,1.36,1.4,71.13,9.23,14.78,1.03,16.29,10.43,4.66,4.62,1.2
Jonathan Marchessault,17.504545454545,1.2,2.14,72.12,11.93,10.07,1.17,20.88,10.06,3.07,4.41,1.16
Luke Glendening,13.199033816425,0.72,0.53,82.61,5.8,12.5,0.74,8.04,5.67,3.1,9.03,5.47
Yanni Gourde,16.157926829268,1.13,1.77,71.11,6.16,18.38,0.75,10.87,7.11,3.85,2.58,1.9
Alex Galchenyuk,16.234146341463,0.86,1.44,76.12,9.6,8.92,0.97,17.22,8.88,3.43,1.49,1.67
Nail Yakupov,10.838218390805,0.86,0.67,47.06,8.97,9.57,0.84,15.56,7.92,1.62,5.73,0.86
Pontus Aberg,12.167295597484,0.37,1.12,50.0,6.51,5.71,0.54,11.63,6.14,2.7,2.23,0.74
Tanner Pearson,15.967682926829,0.69,1.15,50.63,8.25,8.33,0.99,14.62,8.29,3.76,5.32,1.65
Scott Laughton,11.119958847737,0.67,0.67,86.96,7.19,9.26,0.66,11.52,6.73,3.46,8.39,1.8
Mark Jankowski,13.356018518519,1.06,0.5,71.43,7.36,14.41,0.91,13.17,8.42,4.24,2.18,3.18
Zemgus Girgensons,13.70985915493,0.43,0.49,60.0,6.97,6.19,0.54,10.36,5.36,2.84,8.26,1.97
Tom Wilson,15.988888888889,0.67,1.01,55.56,5.92,11.38,0.7,11.26,6.88,3.51,12.03,2.45
Tomas Hertl,18.101476793249,0.92,1.01,51.69,7.34,12.57,1.21,13.93,10.11,5.58,3.52,2.98
Teuvo Teravainen,16.887195121951,1.0,1.78,71.11,8.02,12.43,0.78,15.25,7.37,2.73,1.13,0.95
Filip Forsberg,17.474129353234,1.33,1.95,70.33,9.17,14.53,0.99,17.89,8.81,3.23,4.41,1.9
Radek Faksa,15.271308016878,0.85,0.8,63.46,5.92,14.29,0.65,9.4,5.82,3.13,5.02,2.79
Brendan Leipsic,13.135632183908,0.39,1.34,66.67,7.48,5.26,0.66,13.31,7.32,2.76,2.52,1.73
Chandler Stephenson,11.868905472637,0.45,0.91,56.25,2.72,16.67,0.3,4.53,3.24,1.58,1.96,2.49
Devin Shore,15.428455284553,0.52,1.0,66.67,5.83,8.94,0.78,10.48,7.78,3.98,3.37,2.7
Jujhar Khaira,12.707487922705,0.75,0.68,72.41,5.0,15.07,0.6,10.81,6.77,2.94,8.76,2.67
Jimmy Vesey,14.331223628692,0.9,0.58,53.85,7.21,12.5,0.98,12.72,8.59,5.03,4.4,1.8
Chris Tierney,15.999796747967,0.78,1.05,67.8,5.4,14.41,0.73,8.55,5.9,3.34,1.19,2.06
Jordan Martinook,14.010288065844,0.32,0.48,65.22,5.92,5.36,0.67,11.16,6.34,3.38,6.77,2.22
Martin Frk,10.287254901961,0.94,1.2,69.44,8.58,11.0,0.79,16.21,6.09,2.06,6.6,0.86
Colton Sissons,16.094238683128,0.41,0.83,42.86,5.52,7.5,0.57,8.84,5.89,3.18,6.26,2.26
Brock McGinn,14.496666666667,0.83,0.72,69.77,8.28,10.0,1.06,16.92,9.67,5.33,7.09,0.88
Charles Hudon,14.028935185185,0.59,1.19,65.22,10.63,5.59,0.82,16.99,8.73,3.74,7.48,2.26
Andreas Athanasiou,15.314084507042,0.88,0.94,68.75,9.38,9.41,0.82,17.77,8.94,3.37,1.32,1.55
Josh Anderson,18.037830687831,1.0,0.58,61.22,9.93,10.11,0.96,16.79,10.03,4.33,5.76,1.27
Vinnie Hinostroza,13.819666666667,0.61,1.56,71.43,7.47,8.14,0.75,15.89,9.12,2.95,2.26,1.48
Connor Brown,15.013414634146,0.68,0.68,50.91,5.8,11.76,0.71,9.89,6.53,3.07,1.12,1.36
Alexander Kerfoot,13.441772151899,1.07,1.36,71.67,4.63,23.17,0.5,7.74,5.54,2.37,2.37,1.98
Tim Schaller,13.280284552846,0.66,0.55,68.75,7.33,9.02,0.77,11.57,6.89,3.64,7.27,3.25
Michael Raffl,13.254605263158,0.77,0.54,50.0,5.72,13.54,0.6,9.11,6.19,3.45,5.36,2.98
Pavel Buchnevich,15.014189189189,0.76,1.57,67.19,7.34,10.29,0.75,14.36,7.34,3.4,2.75,1.89
Jake Guentzel,16.486178861789,0.98,1.15,73.85,7.59,12.87,0.91,13.14,8.74,4.48,6.3,2.04
Mattias Janmark,16.926131687243,0.83,0.66,65.38,5.95,13.97,0.59,9.98,5.86,3.54,0.66,1.79
Anthony Duclair,13.283333333333,0.89,0.97,63.89,7.82,11.34,0.75,14.12,8.87,4.11,3.71,2.1
Sven Andrighetto,14.486333333333,0.66,1.16,59.46,9.19,7.21,0.85,16.4,8.53,3.4,3.15,1.49
Oliver Bjorkstrand,14.287804878049,0.56,1.49,72.73,8.35,6.75,0.72,14.9,7.63,2.3,3.28,2.2
Miles Wood,12.45899122807,1.2,0.82,71.11,10.77,11.18,0.91,16.6,9.0,4.25,4.75,1.39
Andrew Copp,13.731300813008,0.48,1.01,59.57,5.12,9.38,0.55,9.91,5.38,2.77,5.28,2.72
Andre Burakovsky,13.838392857143,0.93,1.01,69.44,6.5,14.29,0.74,13.16,8.28,2.94,3.1,2.01
Ryan Hartman,13.062179487179,0.65,1.18,70.45,7.6,8.53,0.82,14.6,8.72,3.89,6.65,2.24
Jacob de la Rose,11.845454545455,0.37,0.74,66.67,4.88,7.55,0.45,9.95,5.16,1.84,11.7,3.32
J.T. Compher,15.999758454106,0.71,0.54,52.27,7.12,9.92,0.71,12.55,7.55,2.88,2.45,3.53
Remi Elie,10.253935185185,0.49,0.65,58.33,5.69,8.57,0.6,10.65,5.77,3.09,8.21,1.63
Artturi Lehkonen,16.486868686869,0.66,0.5,55.26,9.04,7.32,1.01,15.99,9.87,4.91,3.91,1.27
Tyler Bertuzzi,14.4,0.61,1.48,72.73,7.2,8.43,0.93,13.28,8.94,5.56,4.6,3.3
Nathan MacKinnon,19.90518018018,1.59,2.36,76.98,11.57,13.73,1.02,20.2,11.81,3.38,1.55,0.9
Aleksander Barkov,22.070042194093,0.93,1.76,67.24,8.81,10.55,0.97,12.94,8.47,3.65,1.03,2.31
Jonathan Drouin,17.599350649351,0.58,1.46,64.79,7.26,7.93,0.62,13.24,6.73,2.57,2.44,1.2
Elias Lindholm,17.892798353909,0.66,1.16,57.89,6.33,10.46,0.83,11.05,6.87,3.89,4.06,1.7
Sean Monahan,18.681981981982,1.35,1.43,64.0,8.77,15.35,1.31,15.28,11.94,5.73,1.52,0.74
Bo Horvat,19.349739583333,1.07,1.07,58.67,7.66,13.92,0.86,12.26,8.48,4.6,1.7,1.41
Max Domi,16.706097560976,0.39,1.58,56.96,6.57,6.0,0.8,13.8,6.61,2.5,2.15,1.23
Alexander Wennberg,18.125757575758,0.4,1.35,42.17,3.71,10.81,0.43,6.37,4.26,2.11,1.4,2.31
Curtis Lazar,9.8571794871795,0.19,0.94,66.67,6.09,3.08,0.71,11.61,7.49,3.46,12.17,2.43
Anthony Mantha,17.29375,1.04,1.04,67.61,8.24,12.63,0.86,14.35,8.28,4.21,3.95,1.56
Conor Sheary,13.947257383966,0.98,0.65,54.55,7.73,12.68,0.78,13.29,8.28,3.65,1.58,1.69
Ryan Carpenter,12.599358974359,0.82,0.55,55.56,7.78,10.59,0.75,12.27,7.69,3.94,6.96,1.56
Garnet Hathaway,11.532768361582,0.35,0.79,48.15,6.0,5.88,0.7,10.58,6.79,3.79,13.58,2.82
Melker Karlsson,13.248591549296,0.51,0.7,67.86,4.85,10.53,0.59,9.06,5.68,2.74,5.17,4.4
Pierre-Edouard Bellemare,12.327314814815,0.41,0.68,57.14,6.22,6.52,0.51,11.09,5.0,1.55,2.77,4.26
Tomas Nosek,11.091542288557,0.57,0.65,55.56,7.43,7.61,0.78,12.43,9.04,3.96,4.28,1.94
Sam Reinhart,17.101422764228,1.07,1.07,62.5,8.04,13.3,1.01,12.79,8.69,5.13,2.05,1.8
Leon Draisaitl,19.315598290598,1.0,1.79,76.09,7.73,12.89,0.86,12.9,8.0,3.27,1.59,0.96
Sam Bennett,14.400406504065,0.56,0.76,70.27,7.98,7.01,0.84,14.89,9.35,4.22,7.11,1.73
Jake Virtanen,11.986444444444,0.67,0.67,60.61,8.68,7.69,0.82,16.35,9.34,3.14,10.41,1.94
William Nylander,16.688414634146,0.88,1.8,64.21,8.07,10.87,0.86,16.66,10.26,3.33,0.92,0.79
Nikolaj Ehlers,16.080487804878,1.32,1.41,70.59,10.51,12.55,0.85,19.2,9.15,2.96,1.77,1.23
Nick Ritchie,13.18201754386,0.6,1.02,64.29,7.31,8.2,1.0,14.07,8.98,5.21,13.24,1.62
Kevin Fiala,15.147708333333,1.14,1.24,62.34,9.26,12.3,1.0,17.53,10.45,4.7,1.68,1.34
Brendan Perlini,14.511711711712,0.95,0.73,53.57,7.21,13.18,0.71,15.64,7.99,3.02,4.64,1.9
Jakub Vrana,12.498630136986,0.85,0.92,69.23,8.75,9.77,0.98,13.74,9.73,4.87,2.04,1.05
Dylan Larkin,19.843495934959,0.59,1.73,73.26,8.55,6.9,0.76,15.52,7.49,2.77,2.8,1.55
Sonny Milano,11.64303030303,1.31,0.75,78.57,6.47,20.29,0.69,11.43,6.56,2.81,2.62,1.03
Alex Tuch,15.252564102564,0.76,1.11,57.81,8.62,8.77,1.07,15.23,11.04,5.19,4.99,2.12
Nick Schmaltz,18.231196581197,0.89,1.31,68.42,4.98,17.8,0.58,9.2,6.08,2.53,0.55,1.65
Jared McCann,13.255147058824,0.6,1.26,82.35,9.52,6.29,0.71,14.11,7.06,2.66,2.86,2.13
David Pastrnak,17.965853658537,1.43,1.83,69.57,10.02,14.23,1.02,18.33,9.37,2.93,2.24,1.26
Adrian Kempe,13.331069958848,0.89,1.17,71.15,6.61,13.45,0.6,11.78,6.56,2.22,5.06,1.0
Ivan Barbashev,12.19748427673,0.65,0.56,68.42,4.18,15.56,0.56,9.56,6.5,3.16,6.5,2.32
Christian Dvorak,16.427136752137,0.7,1.03,63.79,7.07,9.93,0.94,11.33,8.52,5.24,4.31,2.25
Brayden Point,19.619715447154,1.19,1.27,66.0,8.09,14.75,1.0,14.1,10.33,4.7,0.97,2.13
Viktor Arvidsson,17.748290598291,1.26,1.39,61.62,10.71,11.74,1.12,18.42,9.27,4.46,1.3,2.25
Danton Heinen,15.022077922078,0.83,1.61,69.12,7.0,11.85,0.68,11.98,7.37,3.06,2.33,1.71
Kevin Labanc,14.351298701299,0.6,1.57,58.82,8.47,7.05,0.75,16.07,9.07,2.77,1.68,1.25
Ondrej Kase,13.922474747475,1.31,1.18,79.17,9.53,13.7,0.94,15.61,9.08,3.72,1.83,1.7
Kyle Connor,16.90701754386,1.45,1.21,69.51,8.97,16.15,1.02,13.49,9.67,4.67,0.84,1.21
Pavel Zacha,14.371256038647,0.48,1.03,60.98,6.78,7.14,0.7,11.56,7.74,3.27,4.24,1.33
Connor McDavid,21.546341463415,1.39,2.28,88.52,9.34,14.91,1.13,14.74,11.17,5.88,0.95,1.56
Jack Eichel,20.14328358209,1.11,1.73,72.73,10.94,10.16,0.91,19.29,8.54,2.4,2.31,1.56
Timo Meier,14.867695473251,1.05,0.75,59.02,10.46,10.0,1.21,17.94,12.26,6.28,5.23,2.39
Mikko Rantanen,18.962757201646,1.13,2.15,68.85,6.95,16.29,0.8,11.91,6.41,2.42,1.25,1.56
Sebastian Aho,17.918162393162,1.24,1.55,74.71,8.59,14.5,1.0,16.74,9.44,3.86,2.79,0.73
Christian Fischer,13.901476793249,0.82,0.98,63.46,8.41,9.74,0.92,13.11,8.36,4.92,5.96,1.26
Travis Konecny,14.907201646091,1.19,1.14,71.21,8.8,13.56,0.91,14.41,9.34,4.27,4.82,2.63
Brock Boeser,17.49247311828,1.6,1.44,72.37,9.9,16.2,0.84,18.87,9.79,2.93,1.6,1.33
Mathew Barzal,17.765650406504,0.91,2.59,72.65,7.0,12.94,0.68,10.71,7.25,3.46,0.86,1.28
Anthony Beauvillier,14.52676056338,1.22,0.87,58.06,7.68,15.91,0.76,12.74,9.19,4.25,4.65,1.69
Mitchell Marner,16.388008130081,0.98,2.1,75.82,8.66,11.34,0.8,17.81,9.33,2.54,1.38,1.12
Joel Eriksson Ek,12.778444444444,0.38,0.63,55.17,7.76,4.84,0.61,11.96,5.95,2.94,8.39,2.88
Jake DeBrusk,14.37119047619,0.95,1.61,63.24,8.53,11.19,0.85,14.67,9.01,3.7,4.18,1.55
Evan Rodrigues,13.929166666667,0.63,1.62,78.13,8.17,7.69,0.62,14.9,6.1,1.88,1.71,2.06
Artemi Panarin,20.130658436214,0.99,2.02,79.61,8.39,11.84,0.82,17.29,8.76,2.24,0.55,0.7
Noel Acciari,12.913055555556,0.77,0.08,55.0,5.11,15.15,0.6,8.75,6.04,2.87,11.77,3.18
Derek Ryan,15.606041666667,0.72,1.11,61.29,6.49,11.11,0.89,11.87,8.07,4.37,2.5,1.3
Denis Malgin,13.852941176471,0.93,0.93,55.0,6.71,13.92,0.65,11.97,6.28,2.46,4.08,2.04
Brandon Tanev,12.661202185792,0.62,0.78,62.07,6.14,10.13,0.57,10.49,6.06,3.19,14.61,4.35
Matthew Tkachuk,17.250735294118,1.23,1.28,74.24,9.62,12.77,1.19,15.8,11.05,7.06,4.09,0.82
Auston Matthews,18.128225806452,1.82,1.55,75.0,9.98,18.18,1.08,16.71,12.87,4.54,0.85,3.26
Alex DeBrincat,14.802032520325,1.38,1.19,68.42,8.95,15.47,0.92,17.7,10.18,2.67,1.98,1.24
Patrik Laine,16.480691056911,1.95,1.15,67.31,10.7,18.26,1.06,20.73,9.55,2.66,3.29,1.91
Clayton Keller,18.086585365854,0.93,1.7,76.47,8.58,10.85,0.9,15.58,8.9,3.52,0.28,1.13
Jesse Puljujarvi,13.367692307692,0.83,0.55,54.05,9.39,8.82,0.92,16.02,8.77,3.87,4.63,1.59
Tyson Jost,14.633846153846,0.76,0.63,46.81,7.13,10.62,0.68,12.24,7.7,3.6,2.08,1.64
Pierre-Luc Dubois,16.634552845528,0.88,1.23,56.47,7.26,12.12,0.82,12.05,8.49,4.27,5.59,2.02
Jesper Bratt,15.251351351351,0.69,1.17,66.04,5.32,13.0,0.5,9.3,4.63,1.86,2.34,1.17
Drake Caggiula,13.548258706468,0.86,0.46,54.05,6.87,12.5,0.81,11.96,8.13,3.97,9.72,2.18
Nolan Patrick,13.724885844749,0.78,1.02,68.18,7.61,10.24,0.81,12.28,8.26,4.07,2.87,1.14
Nico Hischier,16.309349593496,0.9,1.44,65.0,8.08,11.11,0.95,12.97,8.52,4.85,2.51,1.75
Alex Iafallo,15.103555555556,0.48,0.85,47.17,6.83,6.98,0.71,12.34,7.42,3.39,2.81,1.75
