Player,TOI/GP,Goals/60,Total Assists/60,IPP,Shots/60,SH%,ixG/60,iCF/60,iSCF/60,iHDCF/60,Hits/60,Shots Blocked/60
Derek Grant,14.313615023474,0.89,0.83,80.56,6.91,12.82,0.78,11.39,6.2,4.01,4.07,2.89
Matt Martin,11.440845070423,0.22,0.3,29.17,4.88,4.55,0.55,7.83,4.65,2.59,17.36,1.92
Cam Atkinson,18.245662100457,1.04,1.22,67.57,9.69,10.7,1.04,14.91,8.87,4.41,0.9,2.03
Antoine Roussel,12.136163522013,0.37,0.37,66.67,5.5,6.78,0.64,9.61,5.78,3.26,6.9,3.17
Mike Hoffman,17.042039800995,0.79,1.05,63.64,8.09,9.74,0.67,14.98,5.78,1.79,1.42,1.52
Tyler Bozak,12.163333333333,0.3,0.89,70.59,4.54,6.52,0.37,7.2,4.24,1.78,1.97,2.07
Marcus Johansson,16.128502415459,0.49,1.08,56.86,5.98,8.11,0.69,9.87,6.58,3.56,1.67,1.4
Kyle Palmieri,15.624879227053,0.83,1.0,54.1,8.68,9.62,1.01,14.86,9.91,4.51,4.29,1.0
Ryan O'Reilly,19.080769230769,0.85,1.49,58.0,6.77,12.5,0.86,10.16,7.82,3.59,0.81,1.53
Alex Chiasson,11.625124378109,1.0,0.69,48.89,7.55,13.27,0.92,10.78,7.78,4.31,5.24,1.39
Jakob Silfverberg,17.038993710692,0.33,1.06,46.67,7.97,4.17,0.63,12.16,6.18,2.79,1.06,2.66
John Tavares,18.069831223629,1.13,2.06,63.87,9.96,11.39,1.42,18.03,13.45,6.72,3.78,1.85
Matt Duchene,19.013675213675,1.74,1.74,65.65,9.26,18.78,1.16,15.49,10.72,4.41,1.25,1.13
Evander Kane,19.450387596899,1.58,1.22,59.09,10.9,14.47,1.32,18.65,11.62,5.74,9.68,0.79
Brayden Schenn,17.780913978495,1.31,1.85,62.37,6.04,21.62,0.77,10.72,7.89,3.37,6.48,0.93
Nazem Kadri,19.243661971831,1.23,2.59,70.73,10.85,11.34,1.28,19.28,10.89,4.48,2.28,0.83
Zack Kassian,11.786781609195,0.53,1.14,52.78,5.09,10.34,0.6,9.04,5.79,3.42,13.52,0.53
Chris Kreider,18.730041152263,2.06,0.99,65.25,10.2,20.16,1.37,16.29,11.59,7.08,5.58,1.54
Reilly Smith,17.783630952381,0.96,1.33,66.67,9.04,10.67,1.05,15.06,10.0,4.52,3.31,1.39
Tomas Tatar,14.832236842105,0.8,0.8,63.83,7.03,11.36,0.87,12.99,8.57,3.73,3.99,1.49
Marcus Foligno,16.420945945946,1.14,0.94,58.33,4.89,23.23,0.64,8.05,5.43,3.11,11.75,2.07
Craig Smith,14.426801801802,0.9,1.12,65.45,10.51,8.56,0.93,17.87,10.06,4.5,5.34,1.57
Casey Cizikas,13.746846846847,0.59,0.35,59.26,5.37,10.99,0.6,8.67,5.84,3.42,8.14,2.54
Nicolas Deslauriers,11.365432098765,0.52,0.33,65.0,5.87,8.89,0.66,10.3,5.67,3.19,17.14,3.19
Cody Eakin,13.67077294686,0.25,0.51,48.0,4.71,5.41,0.34,7.51,3.63,1.97,2.1,1.84
Erik Haula,15.094871794872,0.92,1.32,72.13,7.19,12.77,0.72,11.06,6.98,3.41,6.57,1.83
Anders Lee,16.631798245614,1.33,0.85,52.87,7.55,17.61,1.15,12.63,9.73,6.08,4.46,1.42
Nic Dowd,14.262760416667,0.66,0.92,64.86,5.92,11.11,0.6,8.87,5.85,2.43,9.14,3.48
Mats Zuccarello,18.602619047619,1.11,2.53,69.91,7.33,15.09,0.61,12.35,6.59,2.12,1.66,1.52
Calle Jarnkrok,16.036616161616,0.68,1.02,61.22,5.73,11.88,0.65,9.92,5.78,2.15,2.15,0.96
Jason Zucker,14.820325203252,0.79,0.89,53.13,10.07,7.84,0.98,14.42,8.59,4.34,6.52,1.97
Tyler Toffoli,16.303603603604,0.99,1.44,65.33,9.7,10.26,1.08,16.36,8.8,3.83,4.03,1.19
Johan Larsson,15.91511627907,0.61,1.23,63.64,3.86,15.91,0.43,7.72,4.3,1.58,6.14,2.19
Evgeny Kuznetsov,20.280379746835,0.9,2.02,67.24,7.79,11.54,0.82,12.92,6.97,2.92,1.57,0.94
Charlie Coyle,17.400203252033,0.67,1.18,60.27,5.51,12.21,0.7,9.0,5.26,2.57,3.53,1.64
Brock Nelson,17.675,1.74,1.04,71.08,8.06,21.64,0.96,13.15,9.52,4.29,1.46,2.03
Kevin Hayes,17.923611111111,0.7,1.46,72.09,8.79,7.94,0.7,14.58,6.21,1.95,2.51,0.84
Vladimir Tarasenko,16.911333333333,1.61,2.27,74.55,10.88,14.78,1.12,18.07,11.68,3.03,3.93,2.13
Austin Watson,11.991542288557,0.75,0.45,64.0,6.57,11.36,0.59,11.05,5.3,2.54,15.91,4.7
Jaden Schwartz,18.456306306306,0.7,1.32,62.16,8.87,7.92,0.9,14.76,8.7,3.87,3.69,1.14
Riley Sheahan,12.043961352657,0.29,0.94,51.52,4.98,5.8,0.43,7.87,4.77,2.24,1.16,2.02
Jeff Skinner,17.076875,1.45,1.32,67.02,11.51,12.6,1.28,17.74,11.99,6.41,1.27,0.88
Zach Hyman,19.464912280702,1.1,1.1,60.67,8.64,12.68,1.21,14.32,10.75,6.49,3.0,1.26
Taylor Hall,16.407407407407,0.9,1.85,62.89,9.8,9.22,0.9,14.54,8.85,3.84,2.48,1.63
Ryan Johansen,16.565400843882,1.19,1.7,56.25,5.41,22.03,0.6,8.34,6.05,2.38,3.3,1.6
Tyler Seguin,17.81316872428,1.0,1.04,59.76,9.07,11.01,0.82,14.35,8.07,3.49,3.99,1.37
Mikael Granlund,20.414583333333,0.4,1.95,55.65,4.3,9.4,0.52,8.05,5.58,2.09,3.38,1.65
Nino Niederreiter,14.839777777778,1.29,1.08,57.89,7.76,16.67,1.21,13.1,9.0,5.44,6.42,0.92
Bryan Rust,18.770277777778,1.28,1.81,63.74,9.59,13.33,1.34,16.09,11.19,5.33,2.29,1.28
Joonas Donskoi,14.818666666667,0.11,1.08,53.66,4.8,2.25,0.55,8.37,6.26,2.75,1.94,1.67
Sam Carrick,11.4671875,0.9,0.65,86.36,6.54,13.75,0.67,11.36,6.05,3.35,9.97,1.72
Brendan Gallagher,15.018452380952,0.5,1.21,53.33,10.13,4.93,1.32,17.84,11.49,6.35,3.85,2.07
Jesper Fast,14.810569105691,0.69,0.99,53.97,4.79,14.43,0.74,8.45,5.83,3.56,5.39,1.78
Mark Stone,18.343243243243,0.8,1.86,61.22,6.28,12.68,0.98,10.43,7.43,3.71,1.68,2.12
Colin Blackwell,11.933908045977,0.87,0.87,66.67,6.67,12.99,0.6,10.92,6.07,2.95,7.89,2.08
Ondrej Palat,16.490692640693,0.85,1.46,56.98,6.76,12.59,0.79,11.72,8.32,3.78,5.86,1.98
Travis Boyd,16.512612612613,0.83,0.88,50.72,4.32,19.32,0.64,7.61,6.04,3.58,3.49,2.7
Johnny Gaudreau,18.572967479675,1.58,2.95,72.78,10.32,15.27,1.13,18.24,10.2,3.43,0.39,0.35
Sean Kuraly,15.855627705628,0.69,0.79,50.0,5.95,11.57,0.68,9.34,4.96,2.56,11.79,2.51
Vincent Trocheck,17.873868312757,0.87,1.24,53.68,6.96,12.5,0.99,12.43,8.79,4.81,7.67,1.91
Adam Lowry,15.480379746835,0.64,0.39,52.5,5.64,11.3,0.84,9.52,6.77,3.83,11.33,2.11
Nick Cousins,12.468382352941,0.64,0.92,66.67,7.29,8.74,0.75,12.1,7.57,3.54,4.67,1.98
Blake Coleman,14.820576131687,0.8,0.85,63.46,10.6,7.55,1.04,16.44,9.6,4.25,8.15,2.2
Jean-Gabriel Pageau,17.67380952381,0.79,0.93,55.71,5.56,14.29,0.65,8.77,6.04,3.66,7.54,2.34
Boone Jenner,20.458474576271,1.14,1.04,57.89,7.95,14.38,0.94,13.22,8.2,4.32,3.98,2.78
Brandon Saad,16.270726495726,1.13,1.18,59.04,7.47,15.19,0.99,11.16,8.23,3.69,0.95,0.95
Matt Nieto,14.403571428571,0.36,0.65,65.38,4.88,7.32,0.44,7.14,4.52,2.26,5.71,2.8
William Karlsson,18.28184079602,0.59,1.13,55.56,6.61,8.89,0.76,11.61,7.69,3.77,2.06,2.06
Nikita Kucherov,19.982978723404,1.6,2.81,72.63,9.97,16.03,1.03,17.63,10.73,3.26,2.04,0.45
Ryan Nugent-Hopkins,19.318253968254,0.54,1.92,54.35,7.59,7.14,0.75,11.39,7.49,2.91,2.07,1.68
Gabriel Landeskog,20.317647058824,1.74,1.68,58.42,8.69,20.0,1.31,14.53,9.96,5.62,5.44,1.97
Jonathan Huberdeau,19.420625,1.16,3.28,77.18,8.57,13.51,1.0,13.28,8.84,4.13,3.82,1.08
Ryan Strome,18.32545045045,0.93,1.46,49.09,7.12,13.04,0.82,11.37,6.86,3.5,1.81,0.84
Mika Zibanejad,19.632716049383,1.09,1.96,63.28,8.26,13.24,0.93,14.45,7.02,2.98,2.53,1.77
Mark Scheifele,21.133830845771,1.23,1.74,68.63,6.74,18.24,0.82,11.19,7.71,3.31,1.53,1.99
J.T. Miller,21.052916666667,1.14,2.39,76.74,7.34,15.53,0.89,12.47,8.34,3.63,6.13,1.99
Joel Armia,13.723611111111,0.44,0.58,53.85,7.51,5.83,0.74,13.04,7.58,3.28,7.58,1.97
Phillip Danault,18.125738396624,1.13,1.01,62.96,8.13,13.92,1.06,12.53,8.8,4.99,3.1,2.05
Vladislav Namestnikov,14.651333333333,0.87,0.76,63.83,4.97,17.58,0.76,8.35,5.68,3.6,3.39,2.13
Rickard Rakell,17.985238095238,0.95,1.0,52.56,8.77,10.87,0.9,16.3,9.48,3.72,4.72,2.1
Jonathan Marchessault,17.580921052632,1.35,1.62,80.49,11.27,11.95,1.21,18.55,9.65,3.86,2.74,0.76
Barclay Goodrow,16.71223628692,0.59,0.91,58.93,5.27,11.21,0.78,8.27,5.68,3.45,5.91,2.45
Luke Glendening,14.115650406504,0.47,0.36,69.57,6.01,7.76,0.71,10.0,7.21,3.89,9.28,3.06
Yanni Gourde,18.481081081081,0.92,1.18,72.73,5.62,16.41,0.64,10.79,5.97,2.98,3.38,1.36
Alex Galchenyuk,13.153611111111,0.46,1.14,61.76,6.77,6.74,0.73,11.02,7.07,3.57,5.09,1.82
Tanner Pearson,16.054901960784,0.77,1.1,58.62,8.74,8.81,0.96,13.3,8.57,3.57,4.62,2.25
Scott Laughton,16.421393034826,0.6,1.04,68.18,6.0,10.0,0.63,10.69,6.71,3.71,8.23,2.56
Zemgus Girgensons,14.789285714286,0.72,0.58,62.07,6.67,10.87,0.68,10.5,6.81,3.4,5.87,1.81
Tom Wilson,18.582264957265,0.99,1.16,53.06,6.25,15.89,0.84,11.55,7.74,3.97,9.94,2.28
Tomas Hertl,19.944105691057,1.1,1.25,60.95,7.52,14.63,0.95,13.35,9.43,5.32,3.85,2.09
Teuvo Teravainen,17.699567099567,0.97,1.89,64.36,8.89,10.89,0.89,14.35,7.44,2.55,0.66,1.32
Filip Forsberg,18.097826086957,2.02,2.02,72.41,10.86,18.58,1.19,20.37,11.58,3.89,5.38,2.31
Radek Faksa,15.769047619048,0.25,0.69,70.37,4.4,5.62,0.55,7.41,4.3,2.37,6.37,3.36
Oskar Sundqvist,13.999435028249,0.58,1.09,56.1,5.08,11.43,0.52,8.5,5.23,1.96,5.08,2.11
Chandler Stephenson,19.305274261603,0.83,1.69,64.0,4.92,16.8,0.66,7.67,4.92,2.4,2.68,1.73
Jimmy Vesey,14.426470588235,0.49,0.43,62.5,6.73,7.27,0.74,11.31,7.03,3.36,5.2,1.77
Chris Tierney,12.415,0.41,0.83,58.06,4.97,8.33,0.58,8.35,5.73,3.04,2.9,2.07
Jordan Martinook,11.200847457627,0.54,0.82,62.5,6.99,7.79,0.76,13.8,8.26,4.36,7.54,1.0
Colton Sissons,16.163291139241,0.33,0.99,60.87,4.09,8.05,0.53,7.66,4.42,2.3,8.83,2.07
Teddy Blueger,15.017948717949,0.55,1.17,68.29,5.72,9.68,0.55,8.24,5.41,2.58,5.35,1.97
Brock McGinn,14.995052083333,0.75,0.63,70.97,6.19,12.12,0.69,9.82,6.25,2.88,5.88,3.13
Dominic Toninato,8.3952380952381,0.65,0.65,70.0,4.08,15.91,0.56,8.17,5.85,2.6,8.54,2.97
Josh Anderson,17.225362318841,0.96,0.66,59.26,7.67,12.5,0.96,14.29,9.59,4.34,7.72,1.77
Vinnie Hinostroza,13.900537634409,0.91,0.84,75.76,6.4,14.13,0.58,10.72,4.59,2.16,1.74,0.91
Connor Brown,20.06484375,0.47,1.35,67.24,5.65,8.26,0.66,10.98,6.68,2.66,0.65,1.73
Alexander Kerfoot,15.214634146341,0.63,1.83,69.86,5.63,11.11,0.6,9.28,6.3,3.03,3.61,3.13
Michael Raffl,14.536184210526,0.38,0.49,80.0,5.11,7.45,0.5,8.2,5.05,2.66,7.66,1.85
Dominik Kubalik,14.52094017094,0.79,0.9,66.67,8.53,9.32,0.96,15.1,8.05,3.55,4.93,1.48
Andreas Johnsson,14.36220657277,0.76,1.29,59.32,6.71,11.4,0.72,10.53,7.18,4.06,3.77,1.29
Tyler Motte,14.011206896552,0.52,0.59,48.39,7.46,6.93,0.71,13.14,7.9,2.66,8.64,4.28
Pavel Buchnevich,18.300913242009,1.35,2.07,71.03,8.94,15.08,0.92,13.65,8.44,3.19,2.56,0.67
Jake Guentzel,20.097368421053,1.57,1.73,66.67,10.37,15.15,1.42,17.05,13.12,6.32,2.83,1.49
Mattias Janmark,14.344278606965,0.56,1.0,59.52,5.56,10.11,0.68,8.99,6.12,3.25,1.19,1.75
Anthony Duclair,14.997972972973,1.68,1.46,56.86,9.03,18.56,1.11,13.68,9.3,4.22,2.05,0.86
Carter Verhaeghe,16.053205128205,1.15,1.49,71.43,8.0,14.37,0.92,14.95,10.4,4.03,2.4,0.77
Oliver Bjorkstrand,17.944375,1.17,1.21,67.86,8.99,13.02,1.07,16.8,9.61,3.89,3.55,1.3
Nicholas Paul,16.512083333333,0.73,0.73,74.42,7.54,9.64,0.76,13.76,8.49,3.68,4.81,2.54
Andrew Copp,19.176157407407,0.91,1.39,65.43,7.95,11.48,1.03,12.3,9.04,3.91,1.96,1.78
Andre Burakovsky,16.265625,1.01,1.8,62.24,6.87,14.77,0.6,14.43,7.29,1.75,2.26,1.57
Jason Dickinson,13.050537634409,0.37,0.44,52.38,4.89,7.58,0.58,9.27,5.86,2.45,7.49,3.19
Ryan Hartman,18.180487804878,1.37,1.25,58.04,9.62,14.23,1.04,16.94,9.66,3.34,2.9,1.93
Adam Erne,13.384388185654,0.34,0.74,54.29,6.13,5.56,0.57,9.99,6.24,2.84,9.14,2.44
J.T. Compher,16.32119047619,0.95,0.79,55.93,5.36,17.65,0.84,10.45,6.72,3.26,1.63,2.89
Artturi Lehkonen,15.095045045045,1.02,1.02,76.0,8.33,12.26,1.02,14.45,9.24,4.78,4.4,2.09
William Carrier,11.62380952381,0.74,0.9,55.56,9.83,7.5,1.18,15.9,11.72,7.37,13.03,1.97
Tyler Bertuzzi,19.873039215686,1.33,1.42,67.39,7.99,16.67,1.2,13.59,9.81,4.88,2.89,1.82
Zach Sanford,14.298958333333,0.47,0.63,51.22,5.45,8.65,0.72,10.96,7.24,3.83,8.86,3.51
Nathan MacKinnon,21.061025641026,1.4,2.45,70.97,13.1,10.7,1.16,21.96,12.4,3.68,2.98,1.71
Aleksander Barkov,20.303233830846,1.72,2.16,69.84,9.44,18.22,1.08,15.0,9.88,4.37,2.21,1.85
Elias Lindholm,19.950406504065,1.54,1.47,55.03,8.66,17.8,1.05,13.97,10.71,4.73,2.42,1.91
Sean Monahan,14.059230769231,0.53,0.98,54.76,7.29,7.21,0.84,12.93,8.67,3.74,3.87,1.58
Bo Horvat,19.480238095238,1.36,0.92,54.74,8.58,15.9,1.02,13.38,9.02,3.65,4.22,1.98
Valeri Nichushkin,19.026075268817,1.27,1.37,57.14,9.16,13.89,1.08,13.43,9.92,5.44,4.53,1.37
Max Domi,13.044444444444,0.7,1.79,68.42,6.64,10.58,0.73,13.16,6.01,2.56,1.53,0.57
Alex Wennberg,17.828333333333,0.46,1.09,59.68,4.0,11.58,0.38,6.39,3.62,2.1,1.98,1.85
Curtis Lazar,11.991428571429,0.57,0.57,66.67,6.79,8.42,0.75,10.51,7.79,3.5,13.3,3.65
Conor Sheary,15.285915492958,1.05,1.33,74.14,7.13,14.73,0.89,11.83,7.52,3.54,2.49,2.43
Ryan Carpenter,12.58184079602,0.21,0.64,63.16,4.77,4.48,0.53,8.33,5.34,2.35,9.68,3.13
Garnet Hathaway,13.388377192982,0.83,0.71,53.06,7.31,11.29,0.78,11.62,7.37,3.95,14.74,3.66
Frederick Gaudreau,16.311184210526,0.68,1.45,62.86,6.39,10.61,0.64,10.99,7.16,2.57,2.32,2.08
Pierre-Edouard Bellemare,13.756666666667,0.49,0.6,46.51,3.93,12.5,0.43,7.03,4.69,2.07,4.8,2.4
Tomas Nosek,13.345777777778,0.18,0.84,54.84,5.04,3.57,0.57,9.35,5.99,2.82,5.1,2.04
Sam Reinhart,17.765384615385,1.43,2.12,63.57,8.05,17.74,1.23,14.07,10.22,5.72,2.12,1.3
Leon Draisaitl,22.349166666667,1.85,1.85,75.86,9.33,19.78,1.2,16.18,9.7,4.13,1.78,0.84
Sam Bennett,16.950234741784,1.4,1.05,56.98,12.02,11.62,1.25,19.84,12.91,5.53,5.93,1.35
William Nylander,18.27304526749,1.38,1.86,66.12,10.38,13.28,1.11,18.93,11.59,4.62,0.77,1.22
Nikolaj Ehlers,18.068817204301,1.5,1.45,69.62,13.12,11.43,1.21,24.1,13.18,3.91,1.71,1.45
Nick Ritchie,12.701461988304,0.99,0.91,67.65,7.71,12.9,1.0,13.18,9.2,5.55,12.68,1.82
Kevin Fiala,17.643089430894,1.37,2.16,77.27,10.87,12.6,1.03,18.79,10.7,4.44,2.16,0.87
Dylan Larkin,19.66103286385,1.33,1.63,69.7,9.11,14.62,0.9,16.55,9.37,3.57,3.27,1.2
Sonny Milano,15.27803030303,0.83,1.19,57.63,5.59,14.89,0.71,10.53,6.78,3.87,1.61,0.89
Alex Tuch,18.347,0.78,1.7,58.46,9.09,8.63,1.0,14.91,9.03,3.92,2.09,3.2
Nick Schmaltz,18.247354497354,1.2,1.88,74.68,6.42,18.7,0.8,11.06,6.73,2.87,0.78,1.46
Robby Fabbri,17.326488095238,1.05,0.8,58.82,7.61,13.82,0.95,13.05,8.22,4.02,5.32,1.17
Kasperi Kapanen,14.532278481013,0.57,1.1,65.31,6.74,8.53,0.58,12.28,7.32,2.56,5.75,0.99
Jared McCann,16.134684684685,1.36,1.16,80.65,10.0,13.57,1.04,17.74,9.4,3.52,3.27,1.46
David Pastrnak,18.602546296296,1.79,1.66,70.0,13.98,12.82,1.29,25.09,12.27,3.4,2.82,0.63
Adrian Kempe,18.583760683761,1.45,0.79,67.5,10.22,14.17,1.18,18.34,10.1,4.22,4.59,1.16
Ivan Barbashev,16.442181069959,1.17,1.53,69.77,5.0,23.42,0.76,8.47,6.35,3.24,7.21,1.26
Nicolas Aube-Kubel,9.8162162162162,0.91,0.99,76.67,7.19,12.64,0.67,12.56,7.02,3.47,11.56,1.49
Ryan Donato,13.794369369369,0.94,0.88,63.27,9.35,10.06,1.09,15.75,9.46,5.35,4.11,1.0
Christian Dvorak,17.375,0.68,1.36,63.46,5.36,12.64,0.69,8.88,6.35,3.33,1.97,3.21
Juho Lammikko,12.274888888889,0.46,0.52,53.57,4.37,10.45,0.5,7.69,4.63,2.41,6.06,3.0
Warren Foegele,12.611788617886,0.7,0.81,60.47,8.24,8.45,0.93,14.21,8.93,4.24,7.37,0.87
Brayden Point,19.461111111111,1.31,1.4,51.79,8.22,15.91,1.16,13.59,11.77,6.12,3.5,1.26
Michael Amadio,12.160714285714,0.97,0.62,62.07,5.64,17.19,0.6,9.6,5.73,3.0,3.7,1.41
Viktor Arvidsson,16.981313131313,1.07,1.55,72.06,12.15,8.81,1.28,22.06,13.33,4.87,1.23,2.41
Sam Lafferty,13.571130952381,0.39,0.63,61.9,6.32,6.25,0.64,9.71,7.5,3.63,10.82,2.05
Danton Heinen,12.714912280702,1.12,0.93,66.0,8.57,13.04,0.94,13.47,9.93,3.91,4.1,2.05
Michael Bunting,15.542405063291,1.12,1.95,62.38,8.55,13.14,1.17,14.46,10.65,5.82,4.15,1.03
Oskar Lindblom,13.799789029536,0.66,0.77,63.41,6.99,9.45,0.72,11.67,5.94,3.14,4.57,2.64
Anders Bjork,12.050287356322,0.43,0.26,47.06,4.38,9.8,0.39,7.98,4.81,1.89,0.94,1.37
Victor Olofsson,15.33912037037,1.09,1.58,72.06,8.91,12.2,0.74,15.92,7.55,2.12,0.54,0.81
