Player,TOI/GP,Goals/60,Total Assists/60,IPP,Shots/60,SH%,ixG/60,iCF/60,iSCF/60,iHDCF/60,Hits/60,Shots Blocked/60
Tyler Bozak,16.348842592593,0.66,1.27,65.52,7.19,9.22,0.8,11.37,7.49,3.57,2.65,1.68
Marcus Johansson,15.923563218391,0.84,1.1,63.83,7.47,11.3,0.78,12.15,7.47,3.57,1.82,1.56
Kyle Palmieri,18.15518018018,1.21,1.03,59.52,10.0,12.05,0.9,17.1,7.77,2.86,4.38,1.56
Ryan O'Reilly,20.752235772358,0.99,1.73,70.0,8.25,11.97,0.89,12.98,8.71,3.91,1.09,1.27
Kyle Clifford,10.487037037037,0.87,0.79,72.41,9.14,9.57,1.03,15.5,8.18,4.77,9.14,1.91
Alex Chiasson,16.970319634703,1.07,0.77,52.05,5.96,17.89,0.87,10.03,7.22,4.26,4.12,1.5
Jakob Silfverberg,17.095890410959,1.15,0.91,76.79,7.84,14.72,0.85,13.85,8.08,3.22,1.83,2.07
John Tavares,19.089227642276,1.8,1.57,66.17,10.96,16.43,1.48,18.59,13.99,7.78,2.26,2.03
Matt Duchene,18.834246575342,1.35,1.7,68.63,7.51,18.02,0.87,12.0,8.16,3.71,1.22,1.75
Evander Kane,18.410444444444,1.3,1.13,62.92,11.65,11.19,1.18,19.38,11.43,5.48,7.52,1.09
Brayden Schenn,18.574768518519,0.76,1.66,65.85,7.13,10.69,0.99,11.8,9.11,4.58,4.98,1.39
Nazem Kadri,16.189726027397,0.81,1.42,60.27,9.34,8.7,1.16,18.58,12.03,5.18,4.32,0.66
Magnus Paajarvi,13.46875,0.61,0.45,63.33,6.63,9.24,0.6,9.86,5.51,2.56,3.62,3.73
Zack Kassian,14.801898734177,0.77,0.56,48.15,5.7,13.51,0.66,8.72,6.05,3.34,9.8,0.77
Chris Kreider,17.405907172996,1.22,1.05,53.61,8.77,13.93,1.1,14.09,9.29,5.93,6.94,2.14
Reilly Smith,18.271621621622,0.84,1.51,63.86,7.9,10.67,1.01,13.4,8.88,4.08,1.73,1.46
Tomas Tatar,16.398958333333,1.14,1.51,75.32,8.92,12.82,0.89,15.55,9.1,3.89,3.52,1.37
Richard Panik,16.608444444444,0.67,0.92,57.89,6.74,10.0,0.84,12.19,6.84,3.66,6.6,2.5
Marcus Foligno,11.97012195122,0.43,0.73,65.52,5.56,7.69,0.6,9.29,5.26,3.06,12.59,2.63
Craig Smith,15.125877192982,1.1,0.89,62.3,10.7,10.24,1.05,17.64,10.18,4.44,4.02,1.72
