Player,TOI/GP,Goals/60,Total Assists/60,IPP,Shots/60,SH%,ixG/60,iCF/60,iSCF/60,iHDCF/60,Hits/60,Shots Blocked/60
Ryan Reaves,9.3207762557078,0.44,0.88,71.43,4.23,10.42,0.61,6.97,4.76,3.17,17.28,2.12
Brad Marchand,18.528082191781,0.93,2.04,64.42,8.12,11.48,0.89,14.86,9.36,3.37,3.59,0.98
Nick Foligno,12.366111111111,0.81,1.29,61.9,5.74,14.08,0.68,9.38,6.06,3.4,11.89,2.35
Kyle Okposo,14.667555555556,0.6,0.93,68.29,8.18,7.33,0.86,13.14,7.53,3.55,4.25,1.36
Trevor Lewis,12.118699186992,0.54,0.66,62.5,8.69,6.25,0.73,13.52,6.58,3.14,9.54,1.99
Milan Lucic,11.306926406926,0.48,0.83,54.29,5.03,9.59,0.66,9.92,6.06,3.45,11.58,1.03
Claude Giroux,18.79593495935,1.36,1.71,73.15,8.33,16.36,0.86,13.9,7.75,3.7,2.92,1.17
Jordan Staal,16.268106995885,0.77,0.77,61.82,5.65,13.71,0.75,9.15,6.88,3.82,7.06,1.78
Derick Brassard,12.180376344086,1.03,0.79,54.76,7.31,14.13,0.91,11.04,7.79,4.61,7.15,0.79
Phil Kessel,12.808739837398,0.8,1.26,67.92,8.51,9.4,0.82,14.91,8.97,3.2,0.57,1.6
Nicklas Backstrom,16.878205128205,0.64,1.28,60.0,5.38,11.86,0.77,10.76,6.84,3.46,2.19,2.1
Jonathan Toews,17.710691823899,0.96,1.02,63.27,5.56,17.24,0.68,8.82,5.56,3.2,0.58,1.47
Alex Killorn,17.208943089431,1.15,1.57,62.75,6.08,18.88,0.85,10.16,7.36,4.17,2.59,1.32
Jamie Benn,15.783536585366,1.53,2.09,63.93,8.81,17.37,1.21,15.3,9.78,4.87,4.5,1.76
Nick Bonino,15.915053763441,0.61,0.55,48.72,5.53,10.99,0.72,9.0,6.2,3.34,1.16,4.8
Pat Maroon,10.344791666667,0.36,0.65,60.87,4.5,8.06,0.68,8.85,6.09,3.48,12.47,0.87
James van Riemsdyk,15.353825136612,0.77,1.09,56.86,7.62,10.08,0.99,12.62,8.26,5.57,1.15,1.28
Logan Couture,19.131504065041,1.03,1.53,67.68,7.61,13.57,1.01,13.08,8.76,4.63,4.9,2.68
David Perron,16.918495934959,1.04,1.38,53.33,8.43,12.31,0.95,15.14,8.39,2.77,4.63,1.04
Patrick Kane,19.308675799087,0.89,1.53,64.04,9.66,9.25,0.8,15.79,7.45,2.26,0.55,0.81
Evgenii Dadonov,14.72397260274,0.39,1.45,58.93,6.14,6.36,0.75,11.39,6.48,3.8,1.84,2.4
Mikael Backlund,18.163008130081,0.77,1.49,65.88,10.47,7.31,1.07,17.08,9.51,4.07,3.91,1.25
Lars Eller,14.791865079365,0.48,0.63,50.0,6.76,7.14,0.61,12.94,6.57,2.56,4.49,2.03
Steven Stamkos,19.020781893004,1.32,1.95,61.31,9.35,14.17,1.19,17.49,11.18,4.09,3.58,1.99
Josh Bailey,15.1328125,0.5,1.05,59.52,4.46,11.11,0.53,7.12,5.14,1.98,0.68,1.92
Jordan Eberle,16.684349593496,0.88,1.89,64.95,7.76,11.3,0.82,14.08,8.86,3.33,1.93,1.1
Derek Stepan,9.0805936073059,0.45,0.54,47.83,8.87,5.1,0.82,16.11,8.33,4.25,2.62,1.9
Adam Henrique,18.180107526882,1.17,0.85,60.32,7.03,16.67,1.01,11.92,8.52,4.63,1.49,2.45
Gustav Nyquist,17.619607843137,0.73,1.07,65.85,6.81,10.78,0.81,10.95,6.68,3.2,2.74,2.0
Derek Grant,14.845652173913,0.44,1.14,62.07,6.33,6.94,0.76,10.81,5.18,3.08,3.16,2.28
Matt Martin,11.148559670782,0.47,0.8,59.38,5.45,8.54,0.6,10.83,6.05,2.72,19.6,2.86
Tyler Johnson,16.566369047619,0.78,1.29,71.11,8.08,9.6,1.12,13.97,8.86,3.56,3.17,1.62
Mike Hoffman,15.673631840796,0.8,1.14,62.96,8.46,9.46,0.77,14.91,7.14,2.63,1.37,1.37
Marcus Johansson,16.49,0.86,1.23,57.5,6.23,13.87,0.66,10.6,6.91,3.18,1.18,1.05
Kyle Palmieri,17.098484848485,1.02,1.08,53.23,7.78,13.11,1.0,15.31,10.72,4.85,4.85,1.08
Ryan O'Reilly,17.938993710692,1.01,0.88,57.69,6.44,15.69,0.77,10.29,7.51,3.72,1.14,1.45
Jakob Silfverberg,15.179218106996,0.49,0.78,60.47,6.88,7.09,0.62,11.22,5.12,2.34,0.49,2.49
John Tavares,17.656458333333,1.53,1.87,70.18,11.77,13.0,1.86,19.71,15.72,9.51,4.76,1.53
Matt Duchene,18.299061032864,1.02,1.57,62.92,7.76,13.1,0.88,14.73,8.96,3.23,1.25,1.48
Evander Kane,18.70325203252,1.25,0.94,62.22,11.42,10.96,1.18,20.19,12.83,5.48,9.7,1.17
Brayden Schenn,18.429268292683,0.83,1.75,74.71,5.72,14.58,0.76,11.28,7.31,2.98,5.56,1.63
Nazem Kadri,17.208739837398,1.02,1.36,65.88,11.35,8.99,1.2,20.83,11.95,4.34,4.21,1.32
Chris Kreider,18.413080168776,1.48,0.74,50.94,9.45,15.72,1.49,15.76,11.67,8.08,5.28,0.99
Reilly Smith,16.969658119658,1.18,1.36,65.88,8.16,14.44,0.9,14.1,8.93,3.63,3.13,1.45
Tomas Tatar,15.117073170732,0.97,1.36,53.33,7.41,13.07,1.21,13.36,9.49,5.03,3.15,1.45
Marcus Foligno,14.990769230769,0.43,0.86,61.76,5.11,8.43,0.62,9.42,6.16,3.39,14.59,2.46
Craig Smith,10.999739583333,0.77,0.6,53.33,8.86,8.65,0.9,15.17,8.78,4.01,4.09,1.79
Casey Cizikas,14.536419753086,0.31,0.76,60.0,5.66,5.41,0.62,9.63,6.06,3.36,9.58,2.96
Nicolas Deslauriers,10.094166666667,0.45,0.45,63.16,5.2,8.57,0.52,9.73,5.05,2.3,22.74,1.93
Erik Haula,16.631041666667,0.63,1.22,58.57,7.4,8.54,0.98,13.3,8.21,4.46,4.15,2.44
Anders Lee,17.222967479675,1.19,0.93,54.95,9.09,13.08,1.47,14.27,11.34,7.82,5.31,2.42
Nic Dowd,13.351282051282,0.9,0.83,73.53,4.29,20.97,0.53,7.47,5.12,2.56,9.4,4.22
Mats Zuccarello,20.19358974359,0.84,1.71,64.42,7.54,11.11,0.74,14.51,7.5,2.74,1.94,1.94
Calle Jarnkrok,14.382420091324,1.14,1.09,70.91,6.06,18.87,0.77,11.26,7.66,3.49,2.86,1.09
Jason Zucker,15.655982905983,1.33,1.03,69.57,9.68,13.71,1.28,16.61,10.81,6.44,9.68,1.42
Tyler Toffoli,16.610975609756,1.5,1.72,70.19,11.81,12.69,1.24,21.01,11.19,4.01,2.6,0.62
Evgeny Kuznetsov,18.059465020576,0.49,1.76,67.9,7.05,6.98,0.7,13.13,6.93,2.34,1.76,1.19
Charlie Coyle,16.986382113821,0.69,1.25,71.43,6.03,11.43,0.64,10.38,7.06,3.58,2.93,2.71
Tyler Pitlick,10.075683060109,0.68,0.88,69.57,5.27,12.96,0.58,9.37,5.86,2.64,10.06,2.83
Brock Nelson,18.435365853659,1.43,1.55,69.44,8.81,16.22,1.02,16.59,10.76,4.45,1.98,1.71
Nick Bjugstad,16.200427350427,0.81,0.57,52.73,6.88,11.72,0.92,11.73,7.79,3.89,7.98,2.09
Kevin Hayes,17.565637860082,0.76,1.52,72.0,8.81,8.61,0.78,16.32,6.66,2.7,2.19,0.93
Vladimir Tarasenko,16.800241545894,0.93,1.66,68.49,8.75,10.65,0.91,15.68,10.3,3.11,3.88,1.86
Austin Watson,10.232888888889,0.7,0.16,64.71,6.18,11.39,0.6,10.87,5.86,3.05,12.9,4.77
Jaden Schwartz,17.42323943662,1.02,0.92,61.54,8.1,12.57,1.1,14.11,9.17,4.7,2.67,1.21
Jeff Skinner,17.397257383966,1.53,2.05,63.57,10.56,14.46,1.45,18.9,12.62,6.33,0.92,0.61
Zach Hyman,20.150632911392,1.36,1.77,50.3,10.44,13.0,1.67,16.24,13.68,8.52,2.9,0.72
Taylor Hall,15.929234972678,0.99,1.23,61.02,9.26,10.67,1.03,15.81,10.5,5.0,2.16,2.04
Ryan Johansen,15.741515151515,0.83,1.11,57.14,5.96,13.95,1.01,10.67,8.18,4.44,3.4,1.32
Tyler Seguin,16.617543859649,1.0,1.38,71.43,8.98,11.11,1.09,14.4,9.79,4.32,3.99,1.09
Mikael Granlund,17.809493670886,0.43,1.32,56.94,5.16,8.26,0.77,9.47,6.01,2.99,3.33,2.56
Nino Niederreiter,16.286752136752,1.13,0.8,63.08,8.55,13.26,1.02,14.26,9.82,5.62,7.79,1.56
Bryan Rust,17.899588477366,0.83,1.08,58.97,8.73,9.48,1.16,15.06,10.26,5.75,4.06,2.07
Jesper Fast,14.731458333333,0.51,0.97,58.0,3.87,13.16,0.68,7.74,5.91,3.77,5.29,2.04
Mark Stone,19.376744186047,1.22,1.51,61.29,8.14,15.04,1.24,13.68,11.09,6.7,2.23,1.66
Colin Blackwell,11.800943396226,0.19,0.77,66.67,5.08,3.77,0.51,9.5,4.7,2.01,4.7,1.63
Ondrej Palat,15.53537414966,0.63,1.18,51.11,6.23,10.13,0.71,11.82,8.04,4.26,5.52,3.47
Josh Archibald,9.9768817204301,0.58,0.58,54.55,6.89,8.45,0.74,10.86,6.5,3.88,18.91,2.72
Travis Boyd,16.530284552846,0.66,0.84,50.75,4.16,15.96,0.61,7.44,5.67,3.59,1.73,2.61
Johnny Gaudreau,19.418125,0.81,2.05,75.51,8.5,9.55,1.0,15.37,8.73,2.9,0.19,0.7
Sean Kuraly,15.073474178404,0.62,0.5,58.82,5.61,11.0,0.7,10.26,5.33,2.58,10.48,2.58
Vincent Trocheck,19.315853658537,0.83,1.59,63.37,8.52,9.78,1.14,15.53,10.8,5.34,6.89,1.67
Adam Lowry,15.647357723577,0.61,1.08,62.07,5.89,10.32,0.94,9.77,7.29,4.54,7.53,2.15
Nick Cousins,11.02552742616,0.62,1.24,67.5,7.1,8.74,0.67,12.05,7.1,3.38,5.99,2.48
Blake Coleman,15.203048780488,0.87,0.96,74.51,9.05,9.57,1.21,15.93,10.73,5.78,5.15,1.88
Josh Leivo,11.891176470588,0.4,1.19,59.26,9.0,4.4,0.94,16.13,9.1,4.35,5.44,1.29
Jean-Gabriel Pageau,17.612619047619,0.63,1.31,64.52,5.99,10.57,0.79,9.93,6.76,3.8,8.52,2.97
Boone Jenner,20.207352941176,1.14,0.83,56.96,9.34,12.15,1.34,16.85,10.52,6.42,5.63,3.06
Brandon Saad,16.654929577465,0.96,0.91,62.71,6.44,14.96,0.77,10.05,7.31,3.65,1.22,1.57
Matt Nieto,13.524691358025,0.66,0.66,57.14,6.3,10.43,0.72,9.53,6.19,3.29,2.36,1.75
William Karlsson,17.468902439024,0.59,1.63,68.83,6.74,8.7,0.9,12.15,8.21,3.98,2.09,2.09
Nikita Kucherov,20.132317073171,1.09,3.02,76.87,9.85,11.07,1.06,19.81,11.56,3.96,2.22,1.02
Ryan Nugent-Hopkins,19.801219512195,1.37,2.48,62.65,7.43,18.41,1.05,12.12,8.76,3.81,1.77,0.96
Jonathan Huberdeau,16.864135021097,0.68,1.8,64.71,5.67,11.9,0.77,10.49,6.76,3.15,2.93,1.22
Ryan Strome,17.039634146341,0.64,1.12,61.19,5.58,11.54,0.67,8.85,5.24,2.88,1.25,1.03
Mika Zibanejad,19.962195121951,1.43,1.91,77.78,9.2,15.54,1.11,16.13,8.43,3.45,2.6,1.76
Mark Scheifele,20.478806584362,1.52,0.94,62.96,7.45,20.39,1.14,13.13,10.02,4.88,1.81,1.37
J.T. Miller,20.67962962963,1.15,1.79,70.69,7.99,14.35,0.85,14.47,8.35,3.15,7.16,1.83
Joel Armia,14.946124031008,0.65,0.65,73.68,6.44,10.14,0.83,11.76,7.28,3.27,3.45,2.33
Stefan Noesen,12.332478632479,0.81,1.43,56.25,8.36,9.7,1.58,14.72,10.1,7.42,6.18,1.12
Phillip Danault,18.325,0.72,1.44,65.85,6.11,11.76,0.65,10.06,6.59,2.95,3.23,2.99
Vladislav Namestnikov,12.624242424242,0.49,1.05,60.98,6.67,7.41,0.87,10.99,7.96,4.38,6.67,2.41
Rickard Rakell,18.437804878049,1.11,1.27,55.05,9.64,11.52,1.36,17.3,11.31,6.07,5.6,2.1
Jonathan Marchessault,17.140350877193,1.29,1.34,68.67,10.78,11.97,1.12,19.9,10.69,3.59,3.5,0.78
Barclay Goodrow,14.170731707317,0.57,1.03,64.58,4.6,12.36,0.54,8.16,5.37,2.99,6.3,3.3
Luke Glendening,12.062380952381,0.21,0.21,37.5,4.62,4.62,0.59,9.66,6.11,3.27,8.1,4.26
Yanni Gourde,17.134362139918,0.61,1.47,64.0,6.1,9.93,0.78,10.55,6.14,3.33,5.1,2.33
Scott Laughton,18.285042735043,0.76,1.05,63.24,7.15,10.59,0.68,11.7,5.85,2.65,6.56,2.4
Mark Jankowski,12.439666666667,0.68,0.48,75.0,5.5,12.28,0.58,10.23,6.66,3.28,4.34,2.99
Zemgus Girgensons,12.976875,0.58,0.46,66.67,6.59,8.77,0.76,11.67,6.76,3.06,5.55,2.83
Tomas Hertl,19.281223628692,0.87,1.62,63.0,7.21,12.02,1.12,13.47,9.81,5.51,3.58,2.25
Teuvo Teravainen,16.908823529412,0.63,1.3,59.68,7.51,8.33,0.71,12.26,6.37,2.14,0.78,0.94
Filip Forsberg,17.472,1.3,1.58,67.74,10.78,12.1,1.26,22.12,11.88,4.6,5.91,1.37
Radek Faksa,13.720576131687,0.59,0.49,54.05,4.75,12.5,0.62,7.61,5.24,3.35,4.8,3.73
Oskar Sundqvist,13.865174129353,0.65,1.16,51.85,4.46,14.49,0.72,8.07,5.68,3.55,4.07,1.81
Chandler Stephenson,19.0170781893,0.62,1.91,65.66,4.67,13.33,0.7,7.91,5.38,3.0,2.88,2.18
Jujhar Khaira,13.878758169935,0.51,0.68,56.0,5.0,10.17,0.66,9.41,5.93,3.22,9.15,3.39
Jimmy Vesey,13.61049382716,0.6,0.76,52.08,6.69,8.94,0.93,11.21,6.97,3.65,5.33,2.18
Jordan Martinook,15.632723577236,0.61,0.98,59.65,7.58,8.02,1.03,14.32,8.89,4.73,3.79,1.45
Colton Sissons,15.82743902439,0.55,0.83,62.5,4.02,13.79,0.58,8.28,4.9,2.4,7.58,3.33
Teddy Blueger,12.909788359788,0.3,0.89,69.57,6.27,4.71,0.79,9.44,5.98,3.98,5.24,3.47
Brock McGinn,13.034,0.74,0.43,57.58,5.59,13.19,0.6,9.57,5.52,2.52,5.16,2.64
Andreas Athanasiou,16.003497942387,0.93,0.93,68.97,8.1,11.43,0.86,15.6,8.33,3.75,1.99,2.04
Josh Anderson,16.959903381643,1.08,0.56,51.61,8.41,12.8,1.16,14.41,10.2,4.92,7.13,2.51
Alexander Kerfoot,14.618902439024,0.5,1.1,60.38,6.66,7.52,0.75,11.06,7.41,3.6,2.7,2.3
Liam O'Brien,11.426785714286,0.28,0.75,61.11,3.66,7.69,0.41,6.94,3.75,1.41,19.03,2.63
Dominik Kubalik,14.913580246914,0.99,1.24,63.38,8.64,11.49,1.04,15.65,8.59,3.23,4.42,1.29
Tyler Motte,12.572580645161,0.62,0.85,70.37,8.39,7.34,0.92,14.16,8.08,4.46,9.08,4.62
Saku Maenalanen,10.33203125,0.36,0.54,62.5,5.53,6.56,0.61,9.89,5.17,2.99,10.25,2.81
Hudson Fasching,12.482653061224,0.98,0.88,55.88,5.98,16.39,0.79,10.69,7.65,5.0,4.41,2.16
Pavel Buchnevich,19.45291005291,1.27,2.01,69.79,6.02,21.14,0.81,11.11,7.54,3.28,2.64,1.13
Jake Guentzel,20.116025641026,1.38,1.41,60.83,9.33,14.75,1.46,17.05,12.66,6.73,3.17,1.76
Mattias Janmark,14.663888888889,0.62,0.93,64.1,4.9,12.66,0.62,7.25,4.84,3.29,1.24,1.61
Carter Verhaeghe,17.502057613169,1.78,1.31,73.0,11.64,15.27,1.34,19.89,12.02,5.04,1.23,1.31
Oliver Bjorkstrand,15.623456790123,0.95,1.19,62.5,9.39,10.1,1.13,16.97,10.0,3.56,2.99,1.8
Miles Wood,12.10701754386,0.85,0.91,67.5,10.89,7.78,1.03,18.0,9.59,5.15,6.52,1.24
Nicholas Paul,16.159166666667,0.79,0.7,53.33,5.57,14.17,0.76,10.07,6.78,3.2,5.15,2.14
Andrew Copp,18.155081300813,0.36,1.33,63.64,4.84,7.5,0.57,8.22,4.84,2.1,1.29,1.81
Andre Burakovsky,16.553741496599,0.96,1.92,75.0,7.77,12.38,0.63,15.24,7.62,1.78,1.26,1.11
Jason Dickinson,15.938888888889,0.43,1.01,63.83,5.5,7.89,0.59,10.09,5.79,2.7,5.41,3.86
Ryan Hartman,16.29802259887,0.94,1.37,74.0,9.3,10.07,0.99,17.16,8.8,3.43,3.87,3.0
Adam Erne,13.38087431694,0.59,0.74,69.23,4.04,14.55,0.5,8.38,5.07,2.28,11.76,4.04
J.T. Compher,20.540650406504,0.61,1.25,50.49,5.49,11.04,0.72,9.08,6.8,3.06,1.32,2.92
Artturi Lehkonen,20.45234375,0.96,1.38,53.68,6.88,14.0,0.92,12.65,8.8,4.63,4.26,1.97
William Carrier,12.585119047619,1.36,0.77,69.44,10.05,13.56,1.18,14.64,10.13,6.9,11.32,1.87
Tyler Bertuzzi,16.488333333333,0.58,1.6,50.0,7.79,7.48,0.87,13.17,8.01,4.29,3.93,1.6
Nathan MacKinnon,22.317370892019,1.59,2.61,76.03,13.86,11.48,1.22,23.82,12.46,3.75,2.01,1.51
Aleksander Barkov,21.224264705882,0.96,2.29,65.55,8.65,11.06,0.9,14.34,8.94,3.66,2.16,2.0
Jonathan Drouin,14.908045977011,0.14,1.87,72.5,4.79,2.9,0.5,8.67,4.79,2.01,2.01,1.6
Elias Lindholm,18.651458333333,0.88,1.69,66.67,7.52,11.76,1.05,13.75,8.73,3.82,3.94,2.01
Bo Horvat,20.654008438819,1.4,1.18,62.5,8.42,16.59,1.1,13.05,9.34,4.6,2.1,2.02
Valeri Nichushkin,20.27106918239,0.95,1.68,58.02,8.82,10.76,1.07,14.35,9.38,4.64,3.02,2.07
Max Domi,17.770833333333,0.84,1.52,66.67,7.55,11.17,0.81,13.63,7.26,2.95,0.93,1.01
Alex Wennberg,18.693495934959,0.51,0.98,49.35,3.95,12.87,0.65,6.46,4.85,3.25,1.68,2.47
Anthony Mantha,14.218407960199,0.69,1.01,67.5,7.5,9.24,0.78,12.79,8.25,3.65,4.28,1.51
Conor Sheary,15.765447154472,0.7,1.02,53.62,7.15,9.74,0.81,12.02,7.43,3.48,2.65,1.81
Patrick Brown,11.377595628415,0.35,0.69,57.14,5.19,6.67,0.5,10.55,4.32,2.25,14.44,3.63
Garnet Hathaway,11.795238095238,0.79,0.55,62.86,5.33,14.77,0.65,9.14,5.87,3.63,16.23,5.03
Frederick Gaudreau,16.042886178862,0.87,0.87,67.86,6.29,13.77,0.66,9.44,5.34,2.33,1.92,2.37
Pierre-Edouard Bellemare,11.282876712329,0.29,0.66,65.0,3.72,7.84,0.39,6.34,4.15,1.97,4.88,3.5
Tomas Nosek,12.552525252525,0.51,0.8,72.0,5.0,10.14,0.54,8.11,5.07,2.46,5.0,2.25
Sam Reinhart,19.781097560976,1.15,1.33,59.82,8.4,13.66,1.36,15.06,10.73,6.29,2.15,1.81
Leon Draisaitl,21.733958333333,1.79,2.62,70.72,8.52,21.05,1.1,14.6,9.11,3.45,2.28,1.38
Sam Bennett,17.406878306878,0.88,1.31,61.54,10.56,8.29,1.25,17.56,11.43,5.8,8.21,1.91
William Nylander,18.542073170732,1.58,1.85,67.44,11.56,13.65,1.36,20.36,12.83,5.52,0.71,1.03
Nikolaj Ehlers,15.648148148148,1.02,2.22,82.61,11.25,9.09,1.02,24.97,11.5,3.24,3.07,0.85
Nick Ritchie,13.548198198198,0.78,0.78,53.06,7.18,10.83,0.93,11.79,8.68,4.85,13.05,1.92
Kevin Fiala,17.595169082126,1.14,2.42,78.26,10.28,11.06,1.31,17.84,11.76,5.09,2.62,0.89
Dylan Larkin,19.555625,1.23,1.8,68.7,9.36,13.11,1.06,17.83,10.32,3.8,1.8,1.04
Sonny Milano,12.90703125,0.8,1.6,68.75,5.81,13.75,0.78,10.31,6.46,3.92,2.83,1.09
Alex Tuch,19.152252252252,1.52,1.82,63.2,9.23,16.51,1.1,15.37,9.1,3.94,2.29,1.95
Nick Schmaltz,19.709259259259,1.06,1.74,71.6,6.43,16.54,0.76,12.18,6.96,2.51,0.58,1.35
Kasperi Kapanen,13.684090909091,1.0,1.26,70.83,7.71,12.93,0.63,11.63,5.98,1.93,6.58,1.33
Jared McCann,16.339240506329,1.86,1.39,68.63,9.76,19.05,0.84,18.41,8.27,2.65,3.02,1.3
David Pastrnak,19.564430894309,2.28,1.94,78.47,15.22,14.99,1.5,27.19,13.99,4.49,3.4,1.23
Adrian Kempe,18.757926829268,1.6,1.01,64.42,9.75,16.4,0.94,17.59,9.52,3.12,4.64,1.25
Ivan Barbashev,16.756097560976,0.7,1.27,56.96,5.5,12.7,0.76,9.52,7.38,3.89,7.95,2.01
Nicolas Aube-Kubel,11.352201257862,0.4,0.8,57.14,6.68,5.97,0.71,13.26,7.78,3.79,11.67,0.9
Ryan Donato,11.254225352113,1.05,0.98,61.36,9.16,11.48,0.91,15.24,9.01,4.51,5.18,0.9
Christian Dvorak,16.860677083333,0.56,1.0,65.12,4.89,11.36,0.75,8.01,5.67,3.06,0.72,3.67
Warren Foegele,12.701741293532,0.92,1.06,77.78,8.88,10.32,1.2,16.07,10.58,5.99,6.77,1.55
Brayden Point,19.669715447154,1.9,1.64,64.63,8.74,21.7,1.39,14.62,12.76,7.18,1.38,1.38
Michael Amadio,12.212437810945,1.17,0.81,61.36,7.26,16.16,0.78,11.0,7.26,4.03,4.11,1.98
Viktor Arvidsson,17.096103896104,1.19,1.5,67.05,10.39,11.4,1.11,19.05,10.76,4.06,1.14,2.19
Sam Lafferty,14.608571428571,0.7,0.88,81.82,5.98,11.76,0.65,9.62,5.87,2.46,7.33,1.94
Danton Heinen,10.757435897436,0.69,1.2,75.86,8.24,8.33,0.88,13.99,8.07,3.43,6.52,2.23
Michael Bunting,15.796951219512,1.07,1.2,55.68,8.06,13.22,1.24,13.8,10.28,5.98,3.94,0.83
Dakota Joshua,11.521518987342,0.73,0.79,85.19,4.68,15.49,0.78,6.99,5.41,3.89,14.63,1.98
Oskar Lindblom,10.57397260274,0.47,0.7,57.69,5.83,8.0,0.57,10.34,6.76,2.88,4.97,1.87
Kevin Labanc,14.326157407407,0.87,1.05,63.46,7.5,11.63,0.7,14.6,8.2,2.97,4.07,1.63
Sammy Blais,11.79765258216,0.64,1.15,64.1,5.01,12.86,0.57,9.03,5.87,2.94,17.05,2.51
Victor Olofsson,14.355111111111,1.56,0.67,61.54,8.97,17.39,0.92,15.21,7.24,2.06,0.89,0.84
Pierre Engvall,13.636842105263,0.98,0.75,56.6,7.64,12.88,0.79,14.42,8.1,3.76,2.72,0.35
Jake Evans,14.49012345679,0.15,1.3,76.0,4.22,3.64,0.41,8.2,4.75,2.3,2.07,3.14
Andrew Mangiapane,16.82174796748,0.74,1.13,55.84,7.92,9.34,1.12,14.92,10.74,5.13,3.74,1.13
Frank Vatrano,16.678600823045,0.98,0.84,74.55,10.26,9.52,0.93,15.72,8.08,3.42,3.82,3.33
Kyle Connor,20.529268292683,1.1,1.75,67.23,9.73,11.36,1.09,17.71,11.26,4.31,1.53,0.86
Colin White,9.6352941176471,0.73,0.64,55.56,5.86,12.5,0.59,10.44,6.59,2.93,5.59,2.66
Pavel Zacha,16.055894308943,0.96,1.64,64.77,5.97,16.03,0.74,10.03,7.52,3.24,3.05,0.96
Connor McDavid,22.385569105691,2.09,2.91,80.53,11.51,18.18,1.44,17.29,12.39,5.36,2.91,1.31
Jack Eichel,18.766915422886,1.29,1.86,71.74,10.64,12.11,0.93,17.13,8.02,3.01,2.82,2.67
Jordan Greenway,13.504838709677,0.43,0.36,33.33,7.09,6.06,0.85,13.62,7.67,3.87,7.67,2.79
Timo Meier,19.388247863248,1.59,1.03,63.46,13.01,12.2,1.46,23.81,14.6,6.15,6.11,1.47
Mikko Rantanen,22.22418699187,1.81,1.65,69.08,10.11,17.92,1.19,18.4,10.21,3.79,2.54,1.35
Sebastian Aho,19.495555555556,1.48,1.27,64.42,8.95,16.51,1.26,15.47,10.3,5.95,2.42,0.86
Evgeny Svechnikov,10.747740112994,0.76,0.57,53.85,6.06,12.5,0.75,11.54,7.66,4.26,9.46,1.99
Christian Fischer,14.844791666667,0.66,0.71,67.5,6.16,10.66,0.59,10.26,5.05,2.27,6.37,1.87
Keegan Kolesar,11.473873873874,0.57,0.71,56.25,4.45,12.7,0.56,7.99,5.58,3.6,19.72,2.19
Tommy Novak,14.653267973856,1.36,2.09,72.88,7.47,18.28,0.76,12.77,8.19,2.73,0.72,1.85
Travis Konecny,20.116388888889,1.54,1.49,82.43,9.49,16.23,1.11,17.8,10.29,4.37,2.73,1.89
Dylan Strome,16.687037037037,1.02,1.86,63.73,6.84,14.94,1.05,12.21,8.88,4.57,0.89,1.91
Brock Boeser,17.241441441441,0.85,1.74,59.14,8.37,10.11,1.06,14.53,9.69,4.66,2.3,1.5
Mathew Barzal,18.716091954023,0.77,2.05,76.12,7.68,10.07,0.79,14.04,9.06,2.98,1.38,1.88
Roope Hintz,17.557762557078,1.73,1.78,60.48,8.61,20.11,1.27,14.79,10.53,5.66,2.2,2.11
Jack Roslovic,16.446536796537,0.52,1.56,69.84,5.83,8.94,0.58,10.33,6.11,2.37,1.99,2.51
Nicolas Roy,16.298461538462,0.79,0.91,55.56,5.72,13.86,0.91,10.08,7.42,4.64,4.7,2.32
