Player,TOI/GP,Goals/60,Total Assists/60,IPP,Shots/60,SH%,ixG/60,iCF/60,iSCF/60,iHDCF/60,Hits/60,Shots Blocked/60
Anthony Beauvillier,16.266666666667,0.81,0.99,55.56,7.92,10.23,0.83,12.82,9.45,3.96,3.51,1.35
Daniel Sprong,11.418939393939,1.67,1.99,80.7,11.7,14.29,0.99,22.29,9.16,2.79,2.63,1.35
Mathieu Joseph,14.024404761905,0.23,1.15,51.43,5.04,4.55,0.6,9.47,5.42,2.75,6.11,2.14
Lawson Crouse,17.756493506494,1.05,0.92,64.29,6.63,15.89,0.77,11.37,7.86,3.07,8.51,2.55
Mitchell Marner,21.27625,1.06,2.43,74.44,6.91,15.31,0.7,14.17,7.05,2.19,1.87,1.59
Joel Eriksson Ek,18.994658119658,0.93,1.54,61.62,10.0,9.31,1.4,16.08,10.21,7.01,4.82,2.23
Denis Gurianov,13.196212121212,0.48,0.69,58.62,7.99,6.03,0.69,15.64,6.96,3.44,2.96,1.86
Jake DeBrusk,16.7765625,1.51,1.29,57.47,10.67,14.14,1.39,16.65,11.57,7.32,4.75,1.23
Yakov Trenin,15.146753246753,0.62,0.62,66.67,7.2,8.57,0.9,13.32,8.33,3.6,8.59,1.54
Anthony Cirelli,16.56091954023,0.69,1.12,54.72,6.93,9.91,0.94,11.81,8.43,5.25,2.12,2.87
Evan Rodrigues,17.856280193237,0.78,1.12,50.0,8.96,8.7,0.87,15.15,8.52,3.6,1.66,1.31
Artemi Panarin,19.607723577236,1.08,2.35,74.8,7.61,14.22,0.78,16.05,8.21,1.79,0.97,0.41
Noel Acciari,14.312770562771,0.76,0.49,67.65,5.55,13.73,0.85,9.15,7.46,3.81,13.28,4.41
Derek Ryan,11.166041666667,0.87,0.47,57.14,6.18,14.13,0.73,10.08,7.12,4.57,3.63,2.82
Kevin Stenlund,11.645061728395,0.57,0.29,52.94,6.01,9.52,0.82,11.16,5.44,3.24,2.96,2.67
Denis Malgin,10.919487179487,1.1,0.68,75.0,9.47,11.61,0.92,16.74,10.82,4.23,5.75,1.52
Conor Garland,15.11378600823,0.83,1.42,71.88,8.18,10.18,0.86,13.72,8.18,2.84,2.3,0.98
Kirill Kaprizov,21.112686567164,1.7,1.48,76.53,11.07,15.33,1.42,21.12,12.89,5.05,2.8,1.19
Troy Terry,19.360952380952,1.02,1.68,70.93,8.32,12.23,1.08,15.58,10.94,4.83,0.53,1.02
Mason Appleton,16.019105691057,0.46,1.0,59.26,6.49,7.04,0.66,9.96,5.57,3.2,4.29,1.0
Steven Lorentz,11.833333333333,0.63,0.57,73.08,7.04,9.01,0.82,12.11,7.99,4.18,8.43,2.92
Mason Marchment,15.705637254902,0.67,1.07,65.96,8.31,8.11,1.07,14.83,9.72,4.21,4.94,2.19
Ryan Lomberg,11.308943089431,0.78,0.52,52.63,8.67,8.96,0.95,14.1,7.83,4.34,9.64,1.55
Brandon Tanev,14.22012195122,0.82,0.98,64.81,5.92,13.91,0.95,9.88,6.02,3.76,9.78,3.5
Matthew Tkachuk,20.435864978903,1.49,2.56,69.43,12.0,12.38,1.7,19.96,13.34,7.47,2.53,1.15
Auston Matthews,20.278378378378,1.6,1.8,62.04,13.07,12.23,1.56,22.71,15.71,6.68,3.12,3.68
Wade Allison,12.894722222222,0.7,0.47,62.5,6.9,10.11,0.95,12.18,7.68,4.89,14.73,4.81
Carl Grundstrom,10.752046783626,1.17,0.69,73.08,8.81,13.33,0.85,16.55,9.4,5.09,14.1,1.66
Alex DeBrincat,19.006300813008,1.04,1.5,64.71,10.13,10.27,1.09,18.13,11.09,3.43,4.2,1.46
Patrik Laine,19.120909090909,1.26,1.71,80.0,10.5,11.96,0.88,20.48,8.84,2.45,1.54,1.54
Clayton Keller,20.750203252033,1.3,1.73,78.18,7.9,16.52,0.8,13.51,7.65,2.43,0.63,1.2
Jesse Puljujarvi,12.231777777778,0.33,0.72,50.0,8.18,4.0,0.9,14.85,8.76,3.86,9.09,1.7
Dillon Dube,15.160975609756,0.87,1.3,69.23,7.29,11.92,0.88,12.89,8.83,3.76,6.56,1.01
Sam Steel,14.960769230769,0.62,1.11,54.9,5.24,11.76,0.63,9.19,6.66,3.02,2.84,0.93
Brett Howden,13.058950617284,0.51,0.6,56.52,4.51,11.32,0.68,9.19,6.47,2.98,9.1,2.89
Trent Frederic,11.917721518987,1.08,0.89,60.78,7.65,14.17,0.84,12.04,8.28,4.01,6.69,2.29
Max Jones,12.713526570048,0.62,0.68,76.0,7.32,8.41,0.84,12.65,8.21,4.24,7.52,1.23
Tyson Jost,13.243661971831,0.45,1.15,69.44,6.25,7.14,0.71,11.1,7.53,3.51,3.89,2.04
Boris Katchouk,12.089655172414,0.43,0.94,76.19,5.82,7.35,0.64,11.81,6.33,2.65,7.27,1.28
Jordan Kyrou,18.00358649789,1.56,1.52,75.26,11.47,13.6,1.0,19.83,11.81,3.0,0.59,1.48
Taylor Raddysh,16.567948717949,0.93,0.79,56.92,5.99,15.5,0.83,10.4,6.59,3.9,3.81,1.76
Noah Gregor,12.973976608187,0.81,0.57,62.96,9.65,8.4,1.14,16.55,10.87,4.87,7.87,2.76
Pierre-Luc Dubois,18.451826484018,1.2,1.6,63.64,9.13,13.17,1.36,16.93,11.72,6.64,3.16,2.09
Jesper Bratt,17.367479674797,1.35,1.73,66.97,8.93,15.09,1.01,16.05,10.49,4.26,1.01,0.97
Michael McLeod,12.251666666667,0.24,1.35,70.27,5.51,4.44,0.61,9.98,5.82,3.06,7.77,3.12
Tage Thompson,18.588461538462,1.94,1.94,74.02,12.21,15.93,1.26,22.43,12.37,4.97,2.28,1.08
Ross Colton,12.351234567901,0.96,0.96,72.73,9.18,10.46,1.08,16.13,10.14,5.04,11.27,1.68
Brandon Hagel,18.646913580247,1.19,1.35,64.0,7.07,16.85,1.09,12.16,9.26,4.81,2.7,2.3
Dylan Gambrell,11.388888888889,0.35,0.53,58.82,4.04,8.7,0.4,7.64,4.57,2.11,5.27,3.95
Michael Eyssimont,12.253703703704,0.45,0.91,48.39,11.24,4.03,1.31,19.59,11.33,5.98,9.7,1.72
Tanner Jeannot,14.253070175439,0.33,0.66,52.94,5.93,5.61,0.79,10.52,7.37,3.93,16.06,3.43
Mathieu Olivier,11.630303030303,0.39,0.78,62.5,5.86,6.67,0.71,10.87,6.41,4.22,13.91,4.53
Trevor Moore,16.988418079096,0.6,1.14,51.79,9.76,6.13,1.03,15.8,8.14,4.49,3.59,1.38
Zack MacEwen,11.574107142857,0.37,0.56,58.82,6.76,5.48,0.69,12.68,7.5,3.98,13.89,2.68
Zach Aston-Reese,10.927705627706,0.71,0.29,66.67,6.35,11.24,0.7,11.91,7.84,4.56,11.62,3.07
Mason Shaw,11.290395480226,0.63,0.9,85.0,8.29,7.61,0.61,13.78,5.22,2.43,7.84,2.43
Kailer Yamamoto,16.57816091954,0.62,0.94,53.19,6.05,10.31,0.87,8.61,7.11,4.56,4.8,1.5
Morgan Geekie,10.455072463768,0.75,1.58,62.22,6.74,11.11,0.69,10.9,6.24,3.41,4.41,2.74
Michael Rasmussen,15.097619047619,0.71,1.35,67.44,6.25,11.36,0.92,10.65,7.95,4.83,8.45,3.41
Cody Glass,14.76712962963,0.79,1.19,62.5,7.39,10.69,0.95,12.98,8.8,4.35,3.5,1.75
Casey Mittelstadt,15.72825203252,0.7,2.05,69.41,6.28,11.11,0.66,10.61,6.79,2.56,1.4,0.74
Nico Hischier,19.289300411523,1.19,1.88,62.99,9.87,12.06,1.39,16.05,11.14,6.18,1.31,2.34
Jesper Boqvist,11.605714285714,0.74,0.81,63.64,4.95,14.93,0.61,9.97,6.57,3.47,3.69,1.48
Eeli Tolvanen,14.516393442623,1.22,0.88,55.36,7.86,15.52,0.7,14.77,6.57,2.51,6.17,3.46
Elias Pettersson,20.554791666667,1.42,2.3,75.0,9.38,15.18,1.09,17.84,10.07,3.69,2.7,3.25
Gabriel Vilardi,15.603439153439,1.4,1.1,65.08,7.45,18.85,1.06,12.63,9.52,5.07,2.5,2.01
Owen Tippett,17.427272727273,1.21,0.98,61.25,10.33,11.69,1.01,18.51,9.66,3.98,5.59,3.09
Nick Suzuki,21.095528455285,0.9,1.39,64.08,5.62,16.05,0.61,10.2,5.62,2.46,1.73,1.94
Robert Thomas,19.343378995434,0.76,2.0,61.32,4.5,16.98,0.53,7.44,5.06,2.21,0.64,1.23
MacKenzie Entwistle,11.916919191919,0.31,0.46,40.0,3.81,8.0,0.47,8.24,4.73,1.83,9.61,2.14
Jason Robertson,18.838821138211,1.79,2.45,76.22,12.16,14.7,1.28,21.94,11.92,4.16,2.21,0.74
Morgan Frost,16.343004115226,0.86,1.22,68.66,7.03,12.26,0.81,12.55,8.16,4.12,3.85,2.4
Max Comtois,13.810416666667,0.61,0.68,51.35,6.04,10.11,0.63,9.5,5.91,3.53,5.5,1.83
Martin Necas,18.412195121951,1.11,1.71,65.14,9.54,11.67,0.95,17.41,9.62,3.26,2.27,0.83
Ryan Poehling,11.770754716981,0.67,0.67,70.0,6.16,10.94,0.8,10.58,6.64,3.75,5.48,3.94
Filip Chytil,14.683783783784,1.21,1.27,67.16,9.77,12.43,1.11,17.23,11.1,4.86,1.99,2.1
Alex Iafallo,16.3,0.87,1.37,63.16,8.3,10.53,0.86,13.6,7.8,4.3,1.68,2.06
David Kampf,15.307520325203,0.33,0.96,60.0,5.11,6.54,0.62,8.17,5.4,2.87,3.54,1.39
Eetu Luostarinen,15.985772357724,0.78,1.19,61.43,6.04,12.88,0.81,11.17,8.7,4.58,2.93,2.33
Fabian Zetterlund,13.256965174129,0.41,1.15,54.76,7.97,5.08,0.84,15.06,8.31,3.45,3.58,1.35
Emil Bemstrom,12.108484848485,0.63,1.35,62.86,8.56,7.37,0.91,16.22,9.37,3.96,1.44,1.89
Drake Batherson,18.606097560976,0.87,1.57,62.63,9.79,8.84,1.34,17.42,11.52,5.23,4.52,1.38
Noah Cates,17.767276422764,0.54,1.03,58.46,4.41,12.15,0.68,8.15,6.18,3.25,3.54,2.68
Alexey Toropchenko,12.076328502415,0.72,0.65,63.33,6.19,11.63,0.61,9.29,6.12,3.53,8.78,3.31
Morgan Barron,13.257142857143,0.52,0.84,67.74,7.24,7.14,0.99,11.83,7.82,4.07,7.63,2.84
Sheldon Dries,11.530952380952,0.91,0.5,47.22,7.76,11.7,0.85,13.3,8.84,4.87,6.94,3.3
Pius Suter,14.061814345992,0.76,0.54,64.86,5.73,13.21,0.66,9.61,6.05,3.19,2.11,2.0
Eric Robinson,13.947916666667,0.72,0.72,88.89,5.91,12.12,0.7,11.35,6.45,3.41,7.41,1.91
Joel Farabee,17.010772357724,0.65,1.03,50.65,6.24,10.34,0.61,11.1,6.41,2.8,3.05,1.94
Philipp Kurashev,17.420476190476,0.44,0.79,51.02,5.71,7.76,0.63,10.28,6.1,2.8,1.87,1.67
Brady Tkachuk,18.632113821138,1.37,1.89,64.84,13.63,10.09,1.97,21.95,15.04,9.43,9.5,0.35
Ryan McLeod,14.18567251462,0.82,0.89,74.19,5.79,14.1,0.7,10.69,7.05,2.89,2.97,1.48
Isac Lundestrom,14.333879781421,0.27,0.69,51.85,4.12,6.67,0.44,7.14,4.8,2.61,1.37,2.95
Joe Veleno,12.775925925926,0.52,0.64,55.56,4.93,10.59,0.44,8.46,5.1,2.38,8.81,2.55
Jesperi Kotkaniemi,14.735975609756,0.89,1.24,69.35,6.41,13.95,0.89,12.07,7.8,4.12,5.21,1.04
Andrei Svechnikov,18.048177083333,1.19,1.66,65.48,10.65,11.22,1.28,21.35,11.79,4.57,7.27,0.88
Rasmus Kupari,10.094949494949,0.27,1.08,65.22,4.77,5.66,0.51,8.65,5.04,2.61,7.2,3.06
Ty Dellandrea,14.200406504065,0.46,0.98,53.85,4.74,9.78,0.49,8.97,5.67,2.37,6.44,2.01
Barrett Hayton,17.497764227642,0.79,1.0,47.78,7.44,10.67,0.93,11.67,8.32,4.35,3.47,1.38
Liam Foudy,12.134677419355,0.56,0.56,66.67,5.34,10.45,0.65,10.37,6.46,3.19,4.79,1.44
Jack McBain,13.981097560976,0.63,0.73,68.42,4.45,14.12,0.55,7.9,5.65,3.14,15.91,2.67
Kirill Marchenko,16.189265536723,1.32,0.25,52.08,8.23,16.03,1.02,15.89,10.93,4.33,2.14,2.45
Connor Dewar,10.961934156379,0.41,0.81,78.26,5.88,6.9,0.64,11.42,6.69,2.97,8.38,3.38
Jonatan Berggren,13.459701492537,1.0,0.86,66.67,6.52,15.31,0.64,10.51,5.66,2.59,1.33,1.86
Paul Cotter,12.82696969697,1.11,0.43,60.0,6.46,17.11,0.66,11.14,7.48,3.74,14.29,1.45
Yegor Sharangovich,14.418222222222,0.72,0.94,65.22,7.27,9.92,0.98,13.21,8.99,4.38,1.22,2.27
Reese Johnson,11.011403508772,0.38,0.19,40.0,5.16,7.41,0.59,8.6,4.49,1.91,17.02,2.2
Logan O'Connor,14.204471544715,0.46,0.88,61.9,5.36,8.65,0.63,10.15,6.54,3.5,5.98,2.58
Nico Sturm,14.73018018018,0.77,0.66,63.41,6.61,11.67,0.7,10.68,6.05,3.25,5.5,2.48
Blake Lizotte,12.943827160494,0.63,1.32,65.38,6.18,10.19,0.68,10.01,6.24,3.55,5.49,2.23
Peyton Krebs,13.836486486486,0.53,1.0,70.27,4.63,11.39,0.49,8.38,5.04,2.58,5.45,1.17
Kirby Dach,18.495689655172,0.78,1.34,58.46,5.98,13.08,0.77,10.35,6.71,3.86,2.96,2.13
Dylan Cozens,16.496913580247,1.39,1.66,68.0,9.47,14.69,1.16,15.09,10.78,4.54,2.47,1.35
Trevor Zegras,18.827160493827,0.9,1.65,69.89,7.24,12.5,0.64,14.52,7.71,2.05,1.81,1.14
Cole Caufield,18.049637681159,1.88,0.72,64.29,11.42,16.46,1.18,21.25,10.91,3.32,1.3,0.87
Kaapo Kakko,15.306910569106,0.86,1.05,60.61,6.02,14.29,0.74,10.8,7.07,3.44,1.24,1.29
Matt Boldy,18.499794238683,1.24,1.28,64.29,10.21,12.16,1.17,19.46,10.85,3.84,2.6,1.04
Jack Hughes,19.966025641026,1.66,2.16,79.84,12.95,12.8,1.45,21.34,13.18,4.58,0.46,1.16
Arthur Kaliyev,11.677678571429,1.19,1.38,60.87,11.19,10.66,1.28,20.83,13.03,5.69,3.67,0.92
Shane Pinto,15.978861788618,0.92,0.69,53.85,7.24,12.66,1.01,12.32,8.88,4.26,3.25,2.24
Alex Newhook,13.953048780488,0.73,0.84,54.55,6.08,12.07,0.73,10.07,6.97,3.15,3.15,1.36
Ilya Mikheyev,16.91231884058,1.0,1.16,58.33,7.02,14.29,0.76,10.64,7.4,3.62,1.0,1.08
Joel Kiviranta,12.154285714286,0.56,0.07,56.25,5.99,9.41,0.69,10.16,6.21,3.03,8.25,1.41
Aliaksei Protas,11.517528735632,0.36,0.99,65.22,7.45,4.82,0.76,12.48,7.37,3.86,3.5,1.35
Juuso Parssinen,14.333333333333,0.56,1.77,71.43,4.56,12.24,0.67,8.56,6.33,3.81,7.07,1.67
Matias Maccelli,15.681510416667,0.66,2.27,87.5,3.65,18.03,0.43,7.83,4.42,1.85,1.43,1.2
Cole Smith,12.742512077295,0.27,0.89,70.83,4.37,6.25,0.68,8.05,5.94,3.21,13.51,1.71
Lucas Raymond,17.375900900901,0.79,1.31,60.0,6.25,12.69,0.77,11.43,7.09,3.36,2.01,0.93
Seth Jarvis,16.203455284553,0.63,1.13,54.17,8.44,7.49,1.12,14.68,9.75,5.83,3.3,2.17
Jack Quinn,13.847111111111,0.81,1.33,61.67,7.28,11.11,0.88,14.85,10.11,3.87,2.48,1.1
Alexis Lafrenière,15.219547325103,0.78,1.12,57.35,6.57,11.85,0.73,11.63,7.2,3.65,6.86,1.36
Dawson Mercer,16.560365853659,1.19,1.28,62.92,7.11,16.77,1.17,12.11,8.53,4.68,1.59,2.78
Anton Lundell,16.370547945205,0.6,1.05,54.1,7.63,7.89,0.82,13.1,7.18,3.41,1.46,1.61
Tim Stützle,21.264957264957,1.41,1.84,73.17,8.25,17.11,1.07,15.99,9.98,4.02,4.12,1.77
Quinton Byfield,14.063836477987,0.24,1.53,46.81,5.96,4.05,0.78,11.67,7.41,4.51,4.27,1.29
Cole Perfetti,14.969281045752,0.63,1.73,73.17,7.07,8.89,0.84,12.5,8.49,3.46,2.75,1.73
JJ Peterka,13.647186147186,0.69,1.14,60.38,7.14,9.6,0.78,13.59,7.59,3.54,1.03,0.57
Alexander Barabanov,18.05318627451,0.73,1.56,58.75,5.87,12.5,0.88,10.61,8.11,4.64,1.96,1.81
Nils Aman,12.702205882353,0.28,0.83,72.73,3.47,8.0,0.47,5.7,4.38,2.29,3.06,2.85
Kent Johnson,14.516455696203,0.84,1.26,66.67,6.59,12.7,0.62,11.56,6.33,2.72,0.78,1.57
Matty Beniers,17.092083333333,1.05,1.45,62.64,6.49,16.22,0.91,11.85,6.89,3.42,3.47,2.11
Cole Sillinger,13.309114583333,0.21,0.56,36.67,6.55,3.23,0.79,12.61,7.82,3.38,7.4,2.54
Wyatt Johnston,15.481707317073,1.13,0.8,60.29,7.56,15.0,0.89,13.28,9.07,4.44,1.04,1.47
Mason McTavish,15.369791666667,0.83,1.27,66.15,7.86,10.56,1.04,13.13,7.95,4.05,2.68,1.81
Andrei Kuzmenko,16.241769547325,1.78,1.6,70.48,6.52,27.27,1.0,12.59,9.53,5.43,0.59,0.82
